tracking_id	Endothelium.D0.NTX	Endothelium.1D.NTX	Endothelium.2D.NTX	Endothelium.3D.NTX	Endtoehlium.5D.NTX	Endothelium.6D.NTX	Endothelium.7D.NTX	Endothelium.10D.NTX
Sqstm1	144.933	348.799	334.703	395.224	334.285	178.187	174.454	150.864
Sra1	71.4419	54.4378	60.3544	71.822	46.4973	68.7881	55.9835	57.6501
Srbd1	3.77317	5.56267	7.31667	6.21574	7.35973	9.46359	2.15776	9.684
Src	0.639996	1.6164	2.24037	2.04711	1.16118	0.119471	4.48794	0.853727
Srcin1	0.0914134	0.0422424	0.001	0.0168707	0.0383313	0.0108946	0.0368026	0.001
Srcrb4d	0.286416	0.157797	0.212555	0.224794	0.0509403	0.402042	0.508919	0.141411
Srd5a1	0.902001	2.00778	2.28443	2.09413	1.72072	2.67414	2.44443	1.40583
Srd5a2	0.24305	0.001	0.001	0.422728	0.189384	0.001	0.001	0.001
Srd5a3	9.92551	10.2901	17.196	12.5507	10.0796	18.5502	17.2502	15.1636
Srebf1	5.7907	20.9064	11.8806	16.1827	14.6922	11.0222	14.4361	15.1077
Srebf2	3.85849	37.2587	22.3932	26.0547	17.8713	15.1128	11.3198	9.37685
Srek1	4.73567	3.1155	5.54927	3.2268	10.5328	8.1995	2.646	9.25896
Srek1ip1	4.28345	2.92963	5.08467	3.29636	4.36626	6.98354	14.6146	4.21724
Srf	11.6556	23.7658	20.0189	19.8997	23.2607	15.5607	16.0351	13.8886
Srfbp1	9.13224	6.35147	9.6257	7.34529	8.9413	10.1767	1.35223	8.60747
Srgap1	0.89045	2.7369	1.85818	1.89294	3.76879	2.88509	2.23972	3.40956
Srgap2	6.61742	11.5663	11.8216	9.70707	15.5065	13.3109	2.87898	20.2494
Srgap3	0.116672	0.0658393	0.0936431	0.420784	0.343701	0.374174	0.66568	0.906758
Srgn	1522.11	203.471	366.532	224.372	360.681	268.463	796.336	151.485
Sri	94.1811	45.8574	75.1016	44.1437	58.3403	68.569	68.7289	57.1902
Srl	0.281625	0.286765	0.197895	7.10806	0.649909	0.460839	0.280832	0.355943
Srm	12.5969	92.4938	26.0323	43.4701	40.2565	48.9713	54.2167	18.6026
Srms	1.89301	2.37447	3.59614	1.23206	0.875632	1.10958	0.168241	2.38571
Srp14	181.232	89.4146	122.422	82.5377	73.082	94.3006	166.842	76.2171
Srp19	69.8247	15.6842	35.641	16.7866	33.767	57.3044	62.3324	30.4113
Srp54a	15.3258	5.38327	18.8737	6.44919	16.2299	16.4634	9.90206	13.6019
Srp54b	12.4526	5.94341	21.9895	7.08272	17.4332	19.2418	3.97513	15.3366
Srp54b	1.36028	2.49018	4.76476	2.32358	4.81589	3.65705	0.682615	3.12773
Srp68	26.7131	36.9873	30.2916	32.9536	24.2389	29.2576	20.3051	28.465
Srp72	10.7945	27.3714	29.1828	25.0707	34.5563	48.2467	10.9318	37.7465
Srp9	126.403	26.748	61.9522	27.844	36.6806	57.6834	137.918	36.7114
Srpk1	9.82342	18.3861	13.8396	16.1428	20.9581	28.0169	7.30984	22.132
Srpk2	10.7853	4.73731	9.87413	5.96465	9.5808	10.805	6.04217	11.354
Srpk3	0.50093	0.418251	0.0755869	1.3143	0.145024	0.0406501	0.083618	0.200503
Srpr	27.1286	83.6018	66.3034	73.2671	68.0243	68.5918	33.3537	56.8127
Srprb	12.8326	36.3526	19.4422	21.7506	17.1127	19.7351	16.4996	13.0906
Srpx	1.47592	0.151193	1.60233	0.527573	0.967328	0.768681	9.70878	0.743859
Srpx2	0.937759	0.710801	1.94929	8.33443	4.83714	1.64231	15.2137	2.67114
Srr	4.22987	6.85622	8.02447	6.38972	6.62039	8.50255	3.10296	8.29835
Srrd	10.246	9.68252	11.7603	11.2159	9.10028	11.0977	8.1179	8.01989
Srrm1	17.6263	46.534	29.6772	40.7394	39.3364	37.0305	38.3888	35.1783
Srrm2	5.95074	18.3465	16.1846	16.4307	35.9373	25.9691	7.83785	45.1009
Srrm3	0.001	0.001	0.001	0.001	0.0346007	0.001	0.001	0.001
Srrm4	0.001	0.0078577	0.0186183	0.0392294	0.001	0.001	0.0410807	0.0284535
Srrt	24.0388	56.4183	31.8947	38.8934	35.7383	50.1956	42.1429	31.8211
Srsf1	22.0887	24.9584	36.6199	16.89	40.5776	55.6301	25.7851	23.5476
Srsf10	23.4714	10.6302	33.2558	8.07276	35.0049	34.5376	11.0453	24.5512
Srsf11	25.5501	19.528	30.3437	20.3585	38.3295	39.9875	16.0279	30.9867
Srsf12	0.0609907	0.0415692	0.147076	0.001	0.001	0.0795542	0.0361101	0.001
Srsf2	79.1604	151.341	90.3891	104.735	111.099	127.016	167.57	39.3046
Srsf3	111.659	95.3681	123.948	69.4693	110.188	160.081	114.318	76.9376
Srsf4	44.1982	52.1853	32.6675	49.866	29.2062	28.2718	40.6532	29.6858
Srsf5	66.4981	74.2128	95.7224	63.9429	117.825	104.302	93.7988	104.343
Srsf6	19.2108	38.1573	34.7206	27.1752	47.8817	59.1101	40.6254	40.7299
Srsf7	31.6567	26.8456	49.6279	21.8944	56.7401	73.4821	33.173	31.371
Srsf9	63.1329	56.8336	45.5606	45.854	30.0646	42.497	82.1171	30.9065
Srxn1	9.96942	26.9738	30.1054	18.1435	20.6834	16.8591	17.4274	13.2453
Sry	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ss18	24.3501	12.2169	20.7534	14.6752	27.7886	22.8736	15.628	23.9062
Ss18l1	1.11473	0.45165	0.485441	0.163905	0.992103	0.52707	0.297726	0.728066
Ssb	40.6394	17.2909	60.4982	17.0406	48.9585	63.2096	37.8208	47.0626
Ssbp1	16.6315	3.67999	9.03804	6.44145	8.54478	13.0123	12.7299	8.7822
Ssbp2	2.03033	0.486844	0.697226	1.12455	0.542111	0.323964	1.25112	0.747023
Ssbp3	16.8897	26.4137	19.0879	22.7069	16.9566	21.7118	36.3934	21.3641
Ssbp4	26.59	78.8783	38.0473	89.6002	29.3652	30.4236	43.0845	29.1115
Ssc5d	0.965096	0.154574	0.897033	3.46377	1.05034	0.504921	16.6033	9.91804
Ssfa2	19.2432	12.859	28.495	16.8187	33.1123	22.2978	3.98206	36.98
Ssh1	2.09972	8.96325	5.28849	8.25311	6.62791	3.30342	0.965323	6.21046
Ssh2	9.5743	10.8441	9.54036	7.9861	12.6592	7.5221	5.75244	12.7284
Ssh3	1.76051	10.1997	8.12072	12.5063	11.8043	9.23629	5.98256	13.5597
Ssna1	54.5534	43.0921	51.3702	38.2418	27.8139	50.0099	58.6625	34.7451
Sspn	3.14051	2.71201	3.11035	3.96513	2.45745	2.28055	2.64309	3.70487
Sspo	0.00733469	0.0334825	0.0794501	0.0260122	0.15211	0.105979	0.0259588	0.0979487
Ssr1	10.068	15.0364	19.015	10.92	19.5461	25.4232	18.0835	16.4502
Ssr2	53.9186	110.382	99.1815	97.6185	85.9699	124.584	137.185	69.392
Ssr3	52.6812	46.7879	111.594	47.2336	114.922	120.671	97.5383	96.4869
Ssr4	121.654	170.707	147.064	132.108	98.8375	151.636	275.804	83.6415
Ssrp1	33.9071	72.0972	65.2303	59.7101	67.801	109.846	44.7557	60.7429
Sssca1	11.0111	27.5128	11.8534	17.7379	6.46487	8.93236	47.354	5.51962
Sst	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sstr1	0.24382	0.0466268	0.110182	0.0155084	0.175947	0.001	0.001	0.0699777
Sstr2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.232054
Sstr3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sstr4	0.0459145	3.4207	0.666153	1.65457	1.27956	0.65179	0.001	0.711623
Sstr5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssty1	0.001	0.001	0.001	0.0241111	0.0232888	0.001	0.001	0.001
Ssty1	0.001	0.001	0.001	0.0172222	0.0232888	0.001	0.001	0.001
Ssty1	0.001	0.001	0.001	0.0241111	0.0232888	0.001	0.001	0.001
Ssty2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssty2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssty2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssty2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssu2	12.5755	6.28798	13.2709	17.2893	6.65607	4.75695	2.34326	14.5545
Ssu72	92.8235	53.0305	54.8068	60.7537	34.1725	52.7568	48.2387	44.1092
Ssx2ip	1.48216	1.60804	2.32807	3.11501	3.38614	3.17657	1.99	2.5963
Ssx9	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb10	0.001	0.0206074	0.001	0.001	0.001	0.0499367	0.001	0.001
Ssxb2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb3	0.001	0.0339286	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb5	0.001	0.001	0.001	0.001	0.001	0.0791293	0.001	0.001
Ssxb6	0.001	0.0420968	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb8	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ssxb9	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
St13	43.9519	60.5615	63.3073	32.7257	70.8789	86.4146	26.6333	71.3305
St14	0.981865	2.48046	1.09484	2.35589	1.89487	1.97355	0.844882	2.89412
St18	0.001	0.001	0.001	0.001	0.001	0.001	0.0631736	0.0187266
St3gal1	12.1536	29.5377	20.7064	36.1725	33.864	24.0302	12.4324	34.864
St3gal2	11.647	16.5981	13.5581	16.2183	12.8974	13.3676	7.96617	17.2828
St3gal3	3.6549	7.36852	7.23622	7.74456	6.49778	5.83491	4.97399	6.67568
St3gal4	10.602	34.1881	35.6556	47.3292	59.3817	82.2781	37.5302	68.6616
St3gal5	3.10078	4.12883	3.80708	12.2605	4.28423	6.8867	8.29898	3.06384
St3gal6	41.0594	17.2992	37.6695	23.369	30.133	36.4234	18.3276	43.9807
St5	19.9535	11.7478	12.0104	17.7156	12.968	12.3726	9.57898	18.2362
St6gal1	7.64024	6.37159	7.47002	7.23819	9.27115	8.10808	4.93054	12.6264
St6gal2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
St6galnac1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0695469
St6galnac2	50.2146	24.3629	24.4472	25.3565	14.7962	14.8392	4.77511	34.672
St6galnac3	16.9335	4.67349	10.532	4.91039	8.33904	6.04953	2.08627	9.19758
St6galnac4	11.2735	17.2928	11.9806	26.5192	16.0241	14.5003	14.7679	16.2122
St6galnac5	0.001	0.001	0.001	0.001	0.001	0.001	0.109298	0.001
St6galnac6	4.82966	11.1124	16.2611	13.4168	7.51779	10.2262	5.13468	12.7922
St7	3.98957	3.47251	4.73828	3.31139	4.46392	5.65311	2.82393	4.55518
St7l	4.46127	3.03986	4.29798	2.6662	4.16271	4.63868	1.59813	4.51036
St8sia1	0.001	0.001	0.0308292	0.0194805	0.0442771	0.0335975	0.243714	0.00589206
St8sia2	0.238521	0.342089	0.261179	5.52975	0.250157	0.198775	0.115298	0.438587
St8sia3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
St8sia4	10.4788	6.84895	28.2419	6.41459	22.8442	19.0477	6.6736	24.5384
St8sia5	0.369161	0.001	0.001	0.125963	0.001	0.001	0.054764	0.0281436
St8sia6	2.56239	2.52159	4.63355	1.67045	5.70332	4.89361	0.367993	9.02487
Stab1	8.42393	31.9795	28.1073	23.8104	44.0406	40.5779	23.5669	46.078
Stab2	0.0212807	0.001	0.001	0.021591	0.0327118	0.0279128	0.0565303	0.509156
Stac	2.54226	1.00703	1.90931	1.00403	0.388307	0.0312355	0.106585	1.05508
Stac2	0.0586721	0.001	0.235788	1.23602	0.180792	0.204146	1.30242	0.269148
Stac3	0.001	0.0356341	0.167234	3.44289	0.160472	0.179562	0.400994	0.316499
Stag1	8.97963	8.78072	15.7154	7.2739	15.5637	15.0961	4.03354	16.4006
Stag2	19.5514	7.36724	24.7766	6.85955	23.5148	19.1254	7.09895	21.4168
Stag3	0.0138954	0.0566532	0.0669698	0.141341	0.0962381	0.0181737	0.0862585	0.0765955
Stam	6.35455	6.33621	11.0233	5.75018	10.5253	9.03746	3.50239	8.91457
Stam2	5.39012	7.77726	12.852	7.60142	12.1154	11.9901	4.60336	12.6539
Stambp	7.7752	7.02121	9.4851	6.88195	7.65725	8.41724	6.03694	9.50008
Stambpl1	4.0055	3.41378	4.19791	3.46502	2.66073	3.87071	6.21937	4.11935
Stap1	0.001	0.001	0.419215	0.119384	0.537318	0.44472	1.18882	0.104942
Stap2	33.1958	39.9334	45.8512	42.0552	42.4513	48.1023	36.0505	56.3888
Star	0.661174	0.524355	0.672777	0.43354	0.678502	0.480253	0.351865	0.728776
Stard10	8.1967	1.35342	0.525516	4.2051	0.883819	0.488675	5.2948	0.493909
Stard13	5.56973	8.8815	13.4487	9.36885	15.4707	9.38071	1.72834	16.6621
Stard3	4.37448	18.3266	23.2441	20.6363	15.4298	20.3532	11.4432	20.6113
Stard3nl	18.0525	7.22695	20.6232	8.119	16.4333	23.9024	15.4672	16.2135
Stard4	3.09996	9.40402	14.9984	5.6073	18.6283	22.464	2.91267	21.0992
Stard5	4.71266	7.38309	8.00107	6.44364	7.72945	10.2578	13.3002	10.9895
Stard6	1.67976	0.328753	0.768407	0.0934663	0.737954	1.05481	0.486541	1.6558
Stard7	10.7161	11.2031	15.8896	12.2455	16.5089	19.6936	10.9558	17.1416
Stard8	16.0674	14.575	13.6691	15.2417	13.3105	9.69225	6.10373	17.6902
Stat1	17.3618	20.4975	37.9788	47.8447	37.8014	44.728	18.9108	56.2166
Stat2	12.964	14.0405	20.1394	25.7435	24.81	22.0421	8.59482	35.1465
Stat3	24.2312	93.2246	78.6512	82.777	95.3906	69.4849	58.6915	77.5136
Stat4	0.260364	0.184255	0.144885	0.102096	0.601766	0.496417	1.26277	0.349086
Stat5a	1.72948	9.56259	4.39299	7.42189	8.09777	8.51887	7.27821	6.66467
Stat5b	6.66487	24.9714	16.104	21.6776	25.8426	22.0515	11.1879	24.2358
Stat6	18.08	31.1749	30.907	33.4104	39.2458	38.7495	20.3587	51.4066
Stau1	16.2256	41.5937	26.9161	35.4338	29.0786	30.8601	14.6261	34.3041
Stau2	0.521659	0.968696	0.976722	1.01691	0.909612	1.51528	0.0386149	1.21484
Stbd1	1.57751	0.286026	1.12012	4.87659	0.644714	0.321341	3.19408	0.283014
Stc1	7.01942	5.18168	13.649	6.34225	16.6844	8.26638	2.92484	7.92342
Stc2	0.725727	0.533516	0.25039	1.73596	0.80088	1.79238	0.369465	1.61121
Steap1	0.0533614	0.332466	0.129136	4.46285	0.372287	0.137304	8.689	0.001
Steap2	0.0333724	0.070952	0.168258	0.523296	0.0897507	0.0511031	0.42351	0.0819365
Steap3	0.957847	3.9642	4.62031	6.15192	6.1403	4.85263	10.1144	5.44962
Steap4	22.3171	25.804	91.6621	45.855	20.3301	4.99876	9.64583	17.2942
Stfa1	0.001	0.001	0.001	0.001	0.001	0.001	2.53479	0.188882
Stfa2	0.001	0.001	0.001	0.001	0.001	0.001	2.45249	0.001
Stfa2l1	0.001	1.97002	0.001	0.240957	8.92047	3.95332	97.5116	0.191655
Stfa3	0.220537	0.001	0.001	0.001	0.001	0.001	0.205024	0.001
Stil	0.0437615	0.222718	0.685243	0.589145	2.29716	3.98281	0.504175	0.834832
Stim1	3.1835	16.6956	15.9405	19.4308	18.3065	15.3508	1.61622	19.3759
Stim2	27.9464	19.8047	23.2846	16.1987	24.3089	21.7184	12.6499	27.5687
Stip1	40.1385	127.755	52.3285	85.1341	61.8734	102.476	60.1372	48.8983
Stk10	6.85858	14.2238	10.8123	11.3791	14.2071	14.4031	7.40501	22.3838
Stk11	44.7156	46.8264	39.186	55.5651	37.0758	35.0639	49.0335	34.6314
Stk11ip	1.7756	4.16787	5.00739	4.70794	4.28081	3.75126	6.07589	6.22411
Stk16	11.7138	11.3843	8.99952	11.0367	8.29085	10.8693	12.8713	9.60305
Stk17b	11.6712	4.84934	14.0252	7.14548	15.4508	9.98493	20.913	8.66579
Stk19	18.8633	21.261	23.476	28.6852	14.8587	16.6764	30.7627	16.9395
Stk24	16.9639	15.8348	16.7071	15.9319	16.0176	15.5758	11.6655	18.9596
Stk25	25.0026	32.5318	28.1361	34.4988	35.0239	42.6787	35.2774	44.1994
Stk3	11.0899	6.34135	19.6612	4.64913	17.8013	17.5711	3.41076	15.8234
Stk30	0.220837	0.001	0.26674	0.755286	0.0853326	0.429114	0.426501	0.0672583
Stk31	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Stk32a	0.001	0.14394	0.264511	0.143621	0.325856	0.204896	0.111271	0.0719864
Stk32b	0.0172292	0.001	0.001	0.666792	0.001	0.001	0.0305808	0.047448
Stk32c	0.757809	2.69181	3.48019	5.33718	5.31142	5.65213	2.71274	6.0519
Stk33	0.05056	0.001	0.001	0.001	0.001	0.0329061	0.001	0.0231617
Stk35	2.5299	4.28063	5.67329	5.25033	6.99775	5.5379	2.07395	5.24666
Stk36	0.0334286	0.14746	0.456347	0.169838	0.231405	0.291812	0.227138	0.317561
Stk38	9.24937	8.20996	12.2818	9.80956	10.351	14.1516	10.9682	17.807
Stk38l	12.7727	4.89709	10.9715	5.9579	7.52388	4.44816	2.39522	6.55081
Stk39	3.71587	2.71094	5.03097	2.94673	5.87877	4.80318	3.5585	4.50214
Stk4	3.22659	3.7082	4.38764	3.65575	4.48797	4.2542	7.47307	5.6637
Stk40	8.52679	33.4946	27.2765	21.5959	21.4165	12.5974	8.27094	17.6805
Stmn1	71.0111	15.9871	59.8659	65.8003	64.4207	260.168	416.428	62.6665
Stmn1-rs1	0.343594	0.0718833	0.001	0.001	0.001	0.0439261	0.001	0.001
Stmn2	172.891	29.9478	57.8283	28.1121	29.3895	49.4798	23.2289	47.6598
Stmn3	0.692583	1.32124	1.11791	0.955069	0.268659	0.29648	0.361814	0.209885
Stmn4	1.31421	0.001	0.127206	0.001	0.001	0.001	0.329166	0.0478505
Stmnd1	1.03103	0.001	0.113336	0.241348	0.001	0.001	0.251211	0.001
Stom	42.8806	51.6248	53.2975	71.8348	47.2541	49.9196	33.1018	78.3581
Stoml1	7.65848	6.38566	6.65256	8.49577	6.74229	7.58733	7.03847	11.8785
Stoml2	22.5952	49.1187	45.4724	40.8806	30.3599	45.8326	27.0464	28.3421
Stoml3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ston1	1.66115	13.8502	10.8587	12.1204	11.1016	9.92137	0.44432	19.6452
Ston2	0.201999	0.0648933	0.111903	0.795356	0.149994	0.106741	0.406282	0.262043
Stox1	0.883456	1.13822	1.52815	0.959158	1.15393	2.38098	0.409246	3.08384
Stox2	2.29185	3.22095	5.35426	3.67769	9.6425	6.40255	1.3845	11.8027
Stpg1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0466132
Stpg2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Stra13	47.1098	43.2723	50.8009	37.0279	32.7108	58.4461	76.1278	29.1362
Stra6	0.260026	0.64274	0.10451	0.132632	0.500969	0.0564906	0.442744	0.158961
Stra8	0.001	0.001	0.001	0.001	0.001	0.001	0.116626	0.001
Strada	1.41363	8.13297	6.05727	7.95767	6.00486	9.33872	5.85612	7.16318
Stradb	1.43993	1.55667	2.40056	3.10348	2.42314	2.31645	2.07201	2.80585
Strap	49.0963	35.1682	60.2815	34.5803	52.3744	64.5972	42.13	36.8376
Strbp	0.873691	0.407666	1.14406	0.446157	1.45753	1.60221	0.4267	1.23277
Strc	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Strip1	13.3216	20.9932	18.0994	19.2166	17.3883	19.5281	17.1341	20.7192
Strip2	0.001	0.0561418	0.0265601	0.308789	0.0763508	0.127931	0.058657	0.0709899
Strn	0.926588	3.8711	6.08706	2.58531	6.8328	6.13488	0.212104	8.67527
Strn3	24.826	7.9123	29.1683	7.50021	28.1171	19.9361	10.5699	24.1249
Strn4	12.705	41.1832	33.4787	31.1102	34.9971	30.9123	17.1502	32.4528
Stt3a	27.0533	82.7756	63.7473	65.0707	64.9209	93.8492	27.3002	59.6529
Stt3b	12.3495	17.5973	20.8016	16.4705	24.6213	29.9361	12.0877	20.2097
Stub1	65.0415	68.2203	43.2718	54.4933	27.1681	42.1432	83.0484	29.3862
Stx11	4.15085	5.44745	13.6953	7.75722	15.0764	7.6166	9.83926	2.42193
Stx12	43.8178	41.1672	82.452	38.0178	61.7646	63.8532	11.6708	51.4177
Stx16	5.03444	6.98891	9.48618	7.58679	11.6191	11.1344	6.81097	15.1244
Stx17	3.38296	3.61618	5.50531	3.22137	5.24944	5.11754	1.92696	7.11048
Stx18	14.0418	17.5631	18.1821	16.2448	10.6407	16.967	13.4951	14.4354
Stx19	0.001	0.001	0.132659	0.001	0.127495	0.001	0.001	0.0997261
Stx1a	1.32943	3.09406	1.56885	3.41582	8.48173	4.68314	2.81311	4.73196
Stx1b	0.001	0.16465	0.0964046	0.001	0.001	0.001	0.001	0.072847
Stx2	10.2778	19.679	17.4921	20.0644	19.2223	24.359	9.58146	27.383
Stx3	9.44193	11.7857	14.9686	10.0485	12.8125	11.0428	9.52214	10.6839
Stx4a	64.2369	35.7616	50.1899	36.0646	36.1827	39.5784	68.8266	36.9307
Stx5a	18.5421	34.951	43.3331	43.1212	36.6357	46.8213	20.6514	47.5087
Stx6	18.7198	38.7802	38.9984	40.9712	35.6307	47.4688	30.2893	51.7326
Stx7	32.1505	18.1943	34.1222	14.4676	31.5434	25.4296	18.3432	23.1824
Stx8	19.6202	8.62053	9.4289	8.17961	4.86415	6.42818	11.1856	5.47683
Stxbp1	7.85999	15.3478	14.6152	14.5219	14.969	13.5234	10.5591	17.8281
Stxbp2	1.69231	1.04937	0.803667	1.65464	0.890273	1.19668	9.06012	0.651753
Stxbp3a	11.1645	4.48316	14.7726	4.16113	12.5651	10.4908	4.75048	11.7038
Stxbp3b	0.001	0.416666	0.563713	0.275864	0.929595	0.297648	0.86472	0.542657
Stxbp4	0.502799	0.944276	1.6536	0.991789	1.51675	1.40624	0.351235	1.88643
Stxbp5	3.33754	3.03547	5.13339	2.66443	6.64118	4.26249	1.58413	6.92034
Stxbp5l	0.001	0.001	0.001	0.001	0.0111681	0.001	0.001	0.001
Stxbp6	10.152	4.49531	7.62021	4.32054	3.10179	1.27824	0.625825	2.05753
Styk1	0.001	0.0179299	0.0423339	0.035774	0.121705	0.252253	0.155857	0.0967141
Styx	2.60703	1.50432	5.51778	2.07648	8.94822	6.58519	0.415897	5.52537
Styxl1	0.001	0.001	0.001	0.0388138	0.001	0.001	0.168571	0.0345422
Sub1	89.7418	19.725	47.5367	19.6317	25.7721	50.6287	59.3921	29.2719
Sucla2	32.6929	12.8823	43.0929	14.9729	25.0275	31.3019	28.6777	24.1962
Suclg1	46.6355	42.3334	42.1632	48.9082	24.9762	44.122	25.9156	27.9983
Suclg2	14.204	27.9813	35.6901	20.2649	27.3806	31.8255	20.5006	27.5323
Sucnr1	0.001	0.001	0.001	0.001	0.001	0.001	0.0713217	0.001
Suco	3.87224	2.1609	9.21578	2.53093	9.58952	5.30352	2.73777	6.57314
Suds3	25.5936	43.2063	31.8943	41.333	22.3442	32.3254	43.543	25.7164
Sufu	0.514331	7.53338	6.1409	7.09208	8.26713	6.42046	0.388457	9.65327
Sugp1	14.9206	22.7573	13.8379	25.0451	12.9629	17.028	13.34	17.1678
Sugp2	2.27845	3.24596	4.10019	3.51268	4.62765	4.20248	2.45986	6.67046
Sugt1	77.0914	30.707	56.005	26.8511	38.1786	57.2855	26.4047	43.9131
Sulf1	7.56763	8.51106	10.5982	10.1598	16.27	13.2215	5.86095	19.6697
Sulf2	4.03248	1.17515	1.87635	2.91789	3.59528	3.27608	23.6529	6.24849
Sult1a1	405.913	43.5994	76.6219	86.3515	32.1424	23.7754	19.6468	58.2951
Sult1b1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult1c1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult1c2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult1d1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult1e1	0.0512356	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a6	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2a7	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult2b1	0.001	0.001	0.001	0.238767	0.001	0.001	0.930379	0.0524712
Sult3a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sult4a1	0.001	0.052069	0.001	0.103815	0.001	0.0330668	0.0225873	0.0232754
Sult5a1	1.57742	0.410081	1.22741	1.1647	3.53933	3.54712	4.43846	3.02283
Sult6b1	0.001	0.001	0.001	0.001	0.137597	0.231632	0.0528872	0.108779
Sumf1	10.6908	12.1285	19.4247	14.1956	13.6459	17.546	11.2687	15.7393
Sumf2	8.60621	12.4215	11.5092	9.66725	7.05406	11.1153	10.8196	9.37792
Sumo1	129.203	33.5006	114.911	45.0024	87.0739	120.321	49.0776	86.3044
Sumo2	345.07	183.494	290.41	169.982	192.707	294.138	339.69	180.838
Sumo3	50.2585	66.3029	47.7159	55.7464	48.9973	74.3395	106.517	47.7452
Sun1	24.4646	30.9767	27.0964	22.655	19.8021	15.82	7.08035	23.4706
Sun2	21.1558	20.1304	20.6381	21.8534	20.4512	22.7726	27.3648	20.2611
Sun3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Sun5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Suox	3.17323	6.24053	4.60639	5.35108	3.64113	4.19673	5.45959	4.60862
Supt16	10.3506	11.2376	15.002	10.1933	18.2881	23.2935	15.6119	18.6146
Supt20	2.56018	9.07952	12.8142	8.69494	17.7161	14.9793	0.972833	19.6669
Supt3	6.47956	10.4818	6.69783	8.02187	4.45223	5.6741	8.37044	5.32861
Supt4a	111.76	68.7147	65.5941	97.8231	32.5112	59.0098	83.063	53.4287
Supt5	23.8297	59.0598	40.5716	52.6025	41.7602	41.6139	33.2836	46.6339
Supt6	5.99073	21.1457	23.4927	20.607	23.0386	18.7301	6.85802	25.9562
Supt7l	4.0928	6.89584	6.38753	4.99263	5.62182	8.07233	4.17354	7.58746
Supv3l1	5.72351	9.80984	7.63791	8.97748	7.2066	10.5486	4.16549	6.93768
Surf1	52.0581	21.3075	24.4232	36.5298	11.8768	20.0215	32.8422	21.554
Surf2	11.2545	13.3926	16.2097	11.9981	12.4926	13.7863	6.56434	13.1178
Surf4	35.866	97.9986	78.7822	87.2046	89.0444	106.162	145.785	76.928
Surf6	5.06665	11.2395	7.29927	7.30349	8.19153	10.5418	3.523	9.54626
Susd1	0.270374	0.533828	0.217276	1.43232	0.666313	0.517744	0.559981	0.562473
Susd2	11.6305	2.85216	5.79548	5.9053	7.42878	10.2861	16.2547	8.91415
Susd3	0.001	0.119111	0.001	0.001	0.532916	0.147065	7.79892	0.208206
Susd4	0.001	0.216463	0.0726819	0.0924424	0.209156	0.0782249	0.001	0.578633
