tracking_id	locus	Endothelium D0 NTX	Endothelium 1D NTX	Endothelium 2D NTX	Endothelium 3D NTX	Endtoehlium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX
Pld3	chr7:27532017-27553112	11.9743	39.0007	31.6198	44.8344	27.7174	22.0512	144.253	28.5048
Pld4	chr12:112760654-112768986	0.248403	0.287141	0.674664	0.540417	2.80455	1.29024	31.4009	1.05115
Pld5	chr1:175962305-176275312	0.0909338	0.0371481	0.0438425	0.0741162	0.001	0.0474855	0.371311	0.116839
Pld6	chr11:59783892-59787657	0.14029	0.0361055	0.001	0.0719236	0.001	0.001	0.312503	0.001
Pldi	chr10:60928225-60938132	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Plec	chr15:76170973-76231378	11.2259	69.3153	27.1882	41.0519	37.3928	19.4914	16.3427	35.627
Plek	chr11:16971205-17008718	1.34277	2.46111	9.26021	1.14805	27.0771	8.21916	25.9081	1.90275
Plek2	chr12:78888696-78906938	5.02838	0.753372	1.47001	1.91665	1.69346	2.46511	0.759708	4.22006
Plekha1	chr7:130865909-130913302	15.1238	17.0506	26.7637	14.7329	31.7194	26.3531	7.53707	36.2781
Plekha2	chr8:25039143-25101811	6.86638	5.60763	7.76316	6.47844	5.13764	3.80411	7.15601	5.77302
Plekha3	chr2:76675314-76697335	20.2026	16.4709	21.3906	13.8587	25.685	18.2531	5.6216	17.2413
Plekha4	chr7:45526329-45554229	4.67717	0.346868	0.871999	0.945408	0.626969	0.117777	1.14436	0.828602
Plekha5	chr6:140424098-140594906	0.841304	1.20375	1.7803	1.47882	2.59722	1.73413	0.3426	2.99949
Plekha6	chr1:133246096-133303435	0.424651	0.107921	0.236001	0.223798	0.0941662	0.128479	0.231449	0.555956
Plekha7	chr7:116124117-116189841	0.449282	2.48367	2.98545	2.75556	4.96585	4.64804	0.193166	6.95488
Plekha8	chr6:54595110-54645822	1.29268	2.54986	3.05295	1.41726	3.10514	3.18556	0.821351	3.50766
Plekhb1	chr7:100643895-100662394	53.5611	9.7314	6.52835	15.6331	4.43856	1.16016	3.19202	1.72217
Plekhb2	chr1:34849958-34879585	6.46995	10.87	6.90437	7.4579	8.4425	7.9152	12.7959	6.94572
Plekhd1	chr12:80692600-80724216	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0154095
Plekhf1	chr7:38220653-38227994	10.201	2.62149	3.89758	7.41511	2.89977	3.18147	4.38816	3.20239
Plekhf2	chr4:10988661-11007619	21.7186	11.3225	16.2898	11.0002	12.7277	11.1868	2.56334	11.3597
Plekhg1	chr10:3740376-3967302	3.52381	15.0954	18.8746	13.3038	32.7876	20.4214	1.55939	31.3445
Plekhg2	chr7:28359603-28372662	5.36555	14.6756	13.9567	17.0125	20.566	13.2471	5.14232	19.9591
Plekhg3	chr12:76533559-76579039	4.63371	12.3063	9.14685	11.3725	13.6048	10.2948	3.72062	12.3658
Plekhg4	chr8:105375380-105382862	0.001	0.115041	0.271959	0.215253	0.195411	0.110691	0.40034	0.20735
Plekhg5	chr4:152096718-152115400	11.854	27.4351	20.6067	29.4651	26.7083	20.2881	17.6151	35.1115
Plekhg6	chr6:125362650-125380504	0.0395245	0.646354	0.571832	0.463364	0.319712	0.515667	0.001	0.833994
Plekhh1	chr12:79029162-79081655	0.0180119	0.0824282	0.151837	0.374898	0.166182	0.18885	0.0159558	0.33963
Plekhh2	chr17:84511894-84622142	0.487655	0.102576	0.485979	0.520614	0.19391	0.022044	0.148942	0.332588
Plekhh3	chr11:101162679-101171302	2.58081	6.83824	7.1327	6.67881	4.93234	3.83319	4.49534	4.06141
Plekhj1	chr10:80796098-80798626	8.71005	10.0985	5.82628	11.5761	6.43166	8.1809	53.3779	6.20474
Plekhm1	chr11:103365091-103412664	4.4156	9.17627	6.71713	6.29134	7.82576	6.42195	6.79839	7.78348
Plekhm2	chr4:141625733-141664115	4.85151	9.44199	6.13717	8.95912	8.836	6.00949	11.3183	9.16192
Plekhm3	chr1:64789120-64956824	0.72701	1.29247	1.34536	0.901401	2.42115	2.03108	1.20991	2.49661
Plekhn1	chr4:156221455-156228542	0.661058	0.423827	1.26298	0.732213	1.65749	1.00294	0.833035	2.64835
Plekho1	chr3:95988835-95995839	97.8886	144.674	121.824	182.395	114.068	130.813	95.079	106.581
Plekho2	chr9:65554383-65580034	12.4764	84.0701	85.8965	86.2548	86.5203	51.5956	29.366	60.9241
Plekhs1	chr19:56461636-56486729	2.58897	2.1589	2.32715	0.777908	1.057	1.75099	0.361071	1.67434
Plg	chr17:12378608-12419384	0.001	0.001	0.001	0.0444182	0.001	0.001	0.0966962	0.001
Plgrkt	chr19:29348676-29361871	58.6069	11.2668	42.7623	20.1103	16.5516	28.0453	56.3367	31.6939
Plin1	chr7:79721163-79732776	0.001	0.0341379	0.0801462	0.001	0.001	0.001	0.0591297	0.001
Plin2	chr4:86656564-86670059	32.6823	64.6936	32.6713	44.2949	34.8284	35.5396	126.49	36.108
Plin3	chr17:56278961-56290511	21.1651	34.23	19.8374	27.8178	15.368	19.119	29.6895	15.904
Plin4	chr17:56100590-56109802	1.4856	0.0822618	0.0486871	0.0410602	0.163204	0.0264776	0.0626825	0.167275
Plin5	chr17:56111600-56117548	0.001	0.163145	0.0766248	0.195057	0.0735097	0.200083	0.226122	0.261369
Plk1	chr7:122159436-122169875	0.16583	0.623765	2.13442	12.3211	6.90862	22.8221	23.0119	3.82152
Plk1s1	chr2:146855888-146970089	8.28483	3.29016	10.0663	4.52686	5.51691	9.84803	3.50875	10.1306
Plk2	chr13:110395043-110400843	177.201	184.971	173.647	164.783	277.029	220.797	77.6775	260.784
Plk3	chr4:117128654-117133952	10.2099	38.8918	41.2426	41.1758	45.2899	14.5869	31.5111	12.5184
Plk4	chr3:40799950-40816883	0.444433	0.579004	2.25239	1.58014	5.01096	9.02697	1.95691	2.19062
Plk5	chr10:80356458-80365489	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pllp	chr8:94674894-94696242	9.98925	1.84622	3.62595	5.35064	1.66377	1.14377	2.96526	2.08996
Pln	chr10:53337685-53345999	20.4803	0.554278	1.98831	1.10508	0.357478	0.201075	0.0915859	0.920056
Plod1	chr4:147909752-147936776	42.764	117.855	93.3189	206.42	119.496	110.296	77.0895	132.365
Plod2	chr9:92542222-92608427	2.95075	1.8351	3.40546	2.5553	5.40339	4.47884	6.62755	4.37045
Plod3	chr5:136987018-136996646	21.2583	87.7509	47.9742	67.6328	57.1135	55.3666	66.455	42.6304
Plp1	chrX:136822835-136837742	5.77151	0.364055	1.08637	0.338784	0.219276	0.0926185	0.442377	0.108622
Plp2	chrX:7668115-7671278	107.161	297.433	265.632	315.676	184.895	302.965	264.718	189.416
Plrg1	chr3:83055537-83072291	32.2618	37.791	33.5033	36.635	24.031	38.3267	11.6418	25.9354
Pls1	chr9:95752641-95845279	0.0958732	0.0163028	0.001	0.0162661	0.147614	0.001	0.099238	0.0146727
Pls3	chrX:75785653-75875170	132.792	164.801	237.779	124.938	219.859	227.214	47.684	196.626
Plscr1	chr9:92250193-92272561	22.744	14.0693	32.056	17.2576	25.0712	31.8623	19.3481	23.8229
Plscr2	chr9:92275601-92297752	31.0681	5.92068	24.9772	9.49756	24.1091	36.0095	8.5751	29.2463
Plscr3	chr11:69846371-69852058	7.47144	49.5519	22.5907	32.5794	29.6039	25.0899	24.9834	28.3898
Plscr4	chr9:92457377-92492516	23.3577	8.1011	15.8697	11.3695	8.42585	7.76033	4.61295	13.8561
Plscr5	chr9:92192935-92209698	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pltp	chr2:164839517-164857708	241.581	83.268	60.7778	223.874	39.965	28.3221	108.402	90.1814
Plvap	chr8:71497752-71511769	207.682	464.498	311.769	1171.98	762.595	883.174	517.911	1071.61
Plxdc1	chr11:97923236-97986446	3.85762	3.73254	13.9954	6.95863	1.77378	0.540924	2.46834	2.32079
Plxdc2	chr2:16356321-16752115	4.52788	2.38844	12.1694	5.1243	5.23109	1.06581	6.25997	3.5932
Plxna1	chr6:89316313-89362613	1.499	7.65815	6.35861	9.42033	8.32345	5.63245	3.76674	7.76126
Plxna2	chr1:194619828-194816868	8.17145	27.8323	13.5495	12.0184	24.4335	14.0381	2.23743	21.7069
Plxna3	chrX:74329065-74344689	0.0833724	0.12714	0.120474	0.363898	0.0961393	0.0874382	0.398759	0.230094
Plxna4	chr6:32144556-32588192	0.50979	1.36731	1.35874	1.86392	3.37781	1.82287	0.559907	5.40654
Plxnb1	chr9:109095435-109119915	1.46758	0.755645	1.22635	1.72669	1.46777	0.448349	0.296663	1.08543
Plxnb2	chr15:89155548-89180788	4.86864	20.2987	15.4829	29.8225	24.8709	25.6274	25.1625	30.6748
Plxnb3	chrX:73757102-73772510	0.414784	0.0981263	0.185876	0.146943	0.0222519	0.001	0.136739	0.0532266
Plxnc1	chr10:94790865-94944578	0.123207	0.05845	0.13847	0.175079	0.303084	0.29075	1.33858	0.181355
Plxnd1	chr6:115954810-115995005	30.0149	102.158	79.0689	126.889	145.424	114.636	54.8995	147.103
Pm20d1	chr1:131797394-131818115	0.117041	0.001	0.001	0.136204	0.001	0.001	0.0296739	0.0307011
Pm20d2	chr4:33170405-33189737	0.0208912	0.0212597	0.125811	0.0212225	0.072299	0.0273632	0.0185124	0.0672314
Pmaip1	chr18:66458603-66465558	0.770076	0.69542	1.20188	2.219	5.55158	1.97746	9.33799	1.30817
Pmch	chr10:88091071-88092374	0.001	0.001	0.001	0.100233	0.001	0.241549	0.001	0.001
Pmel	chr10:128706257-128720238	0.11464	0.0294153	0.0691741	0.205208	0.331732	0.223519	0.535502	0.603459
Pmepa1	chr2:173224464-173276533	9.59641	5.07298	4.67443	16.241	12.8665	6.9042	18.5304	8.10532
Pmf1	chr3:88394142-88410316	10.8918	13.8631	15.4132	23.9501	15.1436	29.0723	52.2206	8.03804
Pmfbp1	chr8:109494026-109542642	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.01602
Pml	chr9:58217179-58249786	5.22856	12.6014	12.6318	22.1847	14.6085	14.793	8.46455	18.8084
Pmm1	chr15:81951105-81960867	16.9221	17.1831	13.0171	14.015	5.58604	10.2184	22.5173	5.65787
Pmm2	chr16:8637706-8657524	12.0293	25.3958	21.0834	27.7625	18.9561	30.6628	21.4028	24.9798
Pmp2	chr3:10179850-10183885	0.983354	0.436268	0.113242	0.289373	0.001	0.001	0.1255	0.001
Pmp22	chr11:63131509-63159546	132.472	67.2802	56.0628	53.8847	55.7076	35.6758	60.0503	31.9746
Pmpca	chr2:26389347-26397121	4.0591	17.7576	12.0844	13.5759	15.8974	18.8268	6.48009	14.2686
Pmpcb	chr5:21737159-21757152	45.0595	48.0594	41.9573	40.3856	29.432	42.6018	38.8204	29.7383
Pms1	chr1:53189188-53296996	0.255926	0.583496	1.23422	0.461578	1.59242	1.84936	0.314657	1.02949
Pms2	chr5:143910000-143931756	1.5446	3.04267	3.19194	2.60425	3.22896	6.1691	1.46908	3.7294
Pmvk	chr3:89459117-89469009	19.6003	18.6605	24.3831	17.244	13.8892	19.1201	23.3482	13.2665
Pnck	chrX:73655991-73660070	3.90712	0.438719	0.615914	0.393007	0.689932	0.329302	1.06129	0.697502
Pnkd	chr1:74285033-74353692	101.082	66.8965	79.4371	71.9591	44.3928	46.1777	94.3709	52.6381
Pnkp	chr7:44857180-44862929	16.7424	22.7022	19.6084	21.4326	11.9316	13.017	14.3798	15.6586
Pnldc1	chr17:12888901-12910000	0.33212	0.001	0.001	0.0757284	0.0855567	0.0956035	0.131576	0.0337161
Pnlip	chr19:58670364-58681788	0.212503	0.001	0.102733	0.0437015	0.001	0.0549258	0.0758641	0.001
Pnliprp1	chr19:58728886-58744169	0.42534	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnliprp2	chr19:58759722-58777534	0.001	0.001	0.001	0.001	0.0929404	0.001	0.001	0.0365768
Pnma1	chr12:84146130-84148489	0.231134	0.18425	0.247861	0.419827	0.178255	0.100269	0.228348	0.188219
Pnma2	chr14:66911207-66920061	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnma3	chrX:73064786-73068191	0.001	0.001	0.001	0.0354748	0.001	0.001	0.001	0.001
Pnma5	chrX:73033980-73037103	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnmal1	chr7:16959794-16962320	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnmal2	chr7:16944681-16948828	0.0283548	0.115621	0.170827	5.72573	0.16366	0.0185404	1.98661	0.104193
Pnmt	chr11:98386631-98388097	0.001	0.001	0.001	0.161009	0.001	0.001	0.001	0.001
Pnn	chr12:59066918-59074017	8.3684	8.55985	13.0506	6.83529	17.8712	18.4924	6.22915	16.6502
Pno1	chr11:17203199-17211589	12.7854	21.6995	21.2783	11.6482	22.8519	26.7849	10.9389	13.0671
Pnoc	chr14:65400672-65425472	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnp	chr14:50944302-50953412	85.1733	50.6154	92.9829	59.4616	78.1833	80.9683	51.2664	50.9495
Pnp2	chr14:50956140-50964749	17.5203	12.6038	21.5518	14.2567	16.642	20.0201	8.98703	12.9789
Pnpla1	chr17:28858410-28890308	0.0392299	0.001	0.001	0.001	0.001	0.0171087	0.057972	0.001
Pnpla2	chr7:141455187-141460743	46.2619	58.177	33.8593	70.8735	27.007	19.6046	25.2486	29.9484
Pnpla3	chr15:84167815-84189521	0.0377806	0.0128285	0.001	0.001	0.001	0.001	0.001	0.001
Pnpla5	chr15:84112620-84123175	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pnpla6	chr8:3515383-3544267	5.06097	11.0306	9.07093	9.52421	9.80543	10.0197	6.30176	13.4959
Pnpla7	chr2:24976032-25054072	0.408447	1.97648	0.922639	1.79093	2.44527	1.70359	4.79816	1.93539
Pnpla8	chr12:44269153-44313435	7.12609	2.606	10.399	3.26451	11.4994	9.305	2.71645	12.1164
Pnpo	chr11:96937815-96944019	3.52085	10.2301	6.97374	9.02368	6.55004	7.89656	8.24928	8.3169
Pnpt1	chr11:29130750-29161828	3.35294	5.33946	12.8536	6.2081	13.0921	17.1039	4.93204	11.6862
Pnrc1	chr4:33245422-33248787	401.003	112.891	135.05	277.253	168.898	132.214	146.563	110.638
Pnrc2	chr4:135870925-135873846	100.772	21.3589	96.0328	32.3656	81.5052	87.3449	30.813	79.2586
Poc1a	chr9:106281060-106349891	2.88145	2.93071	3.52432	3.92897	2.45216	6.19049	3.90112	2.66627
Poc1b	chr10:99107170-99197988	7.46014	8.46594	9.50071	8.44231	7.93737	9.66655	4.80951	9.54428
Poc5	chr13:96388293-96415587	3.99222	4.96454	4.69461	3.34794	4.68136	4.95217	1.18746	4.43846
Podn	chr4:108014792-108032090	0.695037	0.001	0.543492	0.382855	1.04175	0.294217	4.96968	0.413702
Podnl1	chr8:84125988-84132517	0.001	0.001	0.001	0.451284	0.136159	0.114627	2.6167	0.0538284
Podxl	chr6:31519492-31563937	184.274	484.525	260.529	377.229	307.448	224.913	67.7271	370.603
Podxl2	chr6:88842557-88874044	1.34992	0.189111	0.592525	0.659518	0.213147	0.0796902	0.95584	0.673751
Pof1b	chrX:112638426-112698651	0.001	0.0309085	0.001	0.001	0.001	0.001	0.001	0.0139171
Pofut1	chr2:153241531-153270249	3.86437	9.6725	8.40791	7.925	11.0486	10.4635	6.79335	11.3283
Pofut2	chr10:77259299-77269586	15.0832	28.2147	31.0393	34.9353	35.6068	31.8487	28.6624	30.5878
Pogk	chr1:166393611-166409828	3.15802	8.80216	5.68616	5.57232	8.72606	5.43573	1.30391	8.25749
Poglut1	chr16:38525179-38550184	12.8866	18.0134	20.1547	14.6855	18.5323	28.8068	13.0488	22.1666
Pogz	chr3:94837566-94883567	2.19266	4.13798	4.18774	3.90596	5.24788	3.94624	1.74716	5.44414
Pola1	chrX:93304765-93632155	0.937428	1.46453	4.25395	1.27364	5.96077	8.62177	0.676207	2.89621
Pola2	chr19:5940542-5964206	14.6516	30.8884	16.5771	16.7426	15.7117	18.539	11.6054	13.9816
Polb	chr8:22628118-22653437	25.0072	10.6366	22.4933	10.3043	15.7196	22.2238	34.6784	19.661
Pold1	chr7:44532743-44548815	5.83465	26.5839	13.5228	14.0364	12.0387	12.0068	8.26666	5.62616
Pold2	chr11:5872179-5878256	13.3838	43.4554	18.2377	31.5614	19.9424	26.1852	20.1239	10.1972
Pold3	chr7:100082112-100121500	6.60025	10.7088	11.8407	8.61368	14.2435	19.8411	9.07398	13.5326
Pold4	chr19:4231898-4233634	20.6937	17.3984	29.8995	54.8284	23.0244	29.4391	60.5124	24.6905
Poldip2	chr11:78512295-78522736	13.0482	27.8566	20.317	28.7875	17.3008	24.7555	18.183	22.317
Poldip3	chr15:83125977-83149336	8.39646	25.2046	21.4339	26.2797	23.7816	24.9318	18.4955	22.8824
Pole	chr5:110286318-110337453	0.105493	0.981636	1.368	2.32265	3.91128	7.35172	0.754646	1.94106
Pole2	chr12:69201778-69228190	1.65413	5.98364	5.15025	4.48803	7.58467	14.1426	5.04578	4.46692
Pole3	chr4:62523800-62525014	22.585	32.2749	34.2413	31.0507	15.3453	40.2964	21.595	20.5398
Pole4	chr6:82646711-82652865	22.2165	19.365	21.6807	10.9444	17.2259	22.6332	24.2947	9.24206
Polg	chr7:79449382-79466273	9.18832	15.7219	9.67241	14.5379	14.8544	14.6246	10.6771	15.6227
Polg2	chr11:106768203-106779537	2.79729	0.824754	1.29872	0.899678	1.34012	1.37654	1.73863	1.76353
Polh	chr17:46171992-46202625	0.700218	5.59164	5.01094	4.21726	6.96327	10.3381	0.331879	6.97469
Poli	chr18:70508679-70530321	1.33781	2.39374	2.64062	1.76489	1.79934	3.51582	1.38336	3.09787
Polk	chr13:96480688-96542485	1.68217	2.63568	4.7907	2.10703	4.87847	4.21837	1.62739	4.84065
Poll	chr19:45552275-45560543	2.6224	6.0948	5.13726	6.84499	5.16652	6.41957	7.82672	5.70836
Polm	chr11:5827859-5838016	0.469959	1.46235	2.46368	1.37513	2.12531	1.94552	2.66757	2.53026
Poln	chr5:34007199-34169448	0.0206568	0.0211217	0.0498144	0.0631958	0.0477484	0.134701	0.0733854	0.151575
Polq	chr16:37011785-37095417	0.001	0.076073	0.288426	0.197497	0.96639	1.44766	0.139209	0.344561
Polr1a	chr6:71909052-71979360	1.75846	18.7281	4.92233	9.2664	12.3006	10.6986	5.0779	7.08082
Polr1b	chr2:129100995-129126595	2.64574	7.82381	3.22981	5.18476	6.90297	6.61404	2.11615	5.81676
Polr1c	chr17:46243919-46248045	23.1873	37.0408	36.2018	45.1175	31.5742	42.064	60.286	27.4017
Polr1d	chr5:147077345-147111361	157.888	100.112	107.777	121.232	75.5731	135.56	330.916	81.8175
Polr1e	chr4:45018624-45033692	2.51643	8.81746	3.8171	5.29722	5.06587	8.81482	3.62252	4.65389
Polr2a	chr11:69734409-69758223	4.93343	35.9831	17.0524	35.2137	31.4143	27.5988	12.4741	37.335
Polr2b	chr5:77310483-77349328	11.3596	20.7116	22.4551	18.5238	21.6939	26.0334	5.6428	23.6076
Polr2c	chr8:94857449-94864240	41.2935	50.2797	46.2397	41.5991	34.5135	46.5805	43.9644	35.9952
Polr2d	chr18:31789158-31796701	40.654	31.9116	37.5879	28.4603	26.0547	43.4174	35.9369	25.1983
Polr2e	chr10:80035952-80039659	107.538	116.733	74.3222	117.446	47.9721	53.8552	133.664	50.5895
Polr2f	chr15:79141366-79151767	91.5957	92.3127	71.7956	85.8873	47.4703	61.9088	195.191	35.453
Polr2g	chr19:8793128-8798557	78.4717	51.1084	70.1618	43.8189	41.3904	64.0936	120.443	43.9644
Polr2h	chr16:20717825-20722265	24.4642	24.9026	25.2551	30.1186	22.4501	36.6889	63.6167	16.8182
Polr2i	chr7:30232073-30233387	110.428	58.1828	39.4253	58.6799	20.3892	31.5965	107.169	17.0347
Polr2j	chr5:136116690-136122947	88.3353	59.3949	61.5969	55.6792	36.6032	60.2897	68.955	49.6815
Polr2k	chr15:36174016-36177012	145.134	25.3359	64.036	16.3247	39.8262	62.2261	113.35	36.5524
Polr2l	chr7:141471859-141475153	51.1938	48.91	20.2069	29.6216	12.1212	16.9262	113.246	9.38108
Polr2m	chr9:71478436-71485983	114.552	65.1229	64.0351	56.7006	56.8756	76.3995	60.9906	61.8141
Polr3a	chr14:24448693-24487046	2.61229	6.83688	4.63775	5.03198	6.82256	6.68999	2.7702	7.44347
Polr3b	chr10:84622436-84727178	4.03127	7.36041	5.25005	5.0576	5.89509	7.2254	3.16576	6.48684
Polr3c	chr3:96711894-96727439	11.7284	26.4132	20.7442	30.3761	15.6684	24.6903	7.56007	20.3402
Polr3d	chr14:70438747-70443471	7.32635	14.9342	9.98629	9.44166	13.3564	11.6781	7.57551	8.79262
Polr3e	chr7:120917743-120947432	3.80523	5.91149	3.97883	4.50864	5.66968	5.09028	3.85135	4.84394
Polr3f	chr2:144527744-144541779	2.03492	3.16919	3.74598	2.32882	5.35059	5.21151	0.814616	5.99767
Polr3g	chr13:81673836-81711013	0.214316	1.8318	1.03353	0.595794	1.48586	1.55076	0.536287	1.10828
Polr3gl	chr3:96577873-96594158	13.0143	7.89007	12.075	12.9217	6.95785	13.7321	19.2022	14.2606
Polr3h	chr15:81915029-81926213	2.37538	4.02983	3.47294	2.8664	3.10778	5.49976	5.86465	3.40846
Polr3k	chr2:181864359-181870826	10.8042	6.25543	11.0533	4.11054	9.27037	10.6223	8.74125	7.39523
Polrmt	chr10:79736124-79746581	2.58899	8.7397	4.0088	6.67597	3.55117	3.60915	3.39659	3.61671
Pom121	chr5:135376139-135394546	3.29594	14.3715	8.9948	12.7465	15.3529	10.5877	7.35703	11.2879
Pom121l12	chr11:14599239-14600316	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pom121l2	chr13:21981180-21988734	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pomc	chr12:3954950-3960618	1.52856	1.31944	1.61061	1.03449	0.464798	0.510253	0.71563	0.241181
Pomgnt1	chr4:116150517-116159844	6.72779	23.0774	15.4404	16.8026	16.6731	17.1198	8.06083	14.5532
Pomp	chr5:147860627-147875778	261.676	135.425	198.387	119.191	119.512	219.233	308.622	124.565
Pomt1	chr2:32236682-32255005	1.65348	6.41758	5.26573	6.29202	5.4396	7.2418	2.24074	5.32688
Pomt2	chr12:87106865-87147902	1.18868	5.61655	3.05834	4.46852	4.50068	5.28807	2.05602	5.82405
Pon1	chr6:5168089-5193946	0.001	0.001	0.001	0.001	0.0967351	0.001	0.29759	0.001
Pon2	chr6:5264623-5298373	40.4425	23.7719	38.9519	29.6696	34.7424	45.706	34.683	41.135
Pon3	chr6:5220851-5256233	1.18148	1.10879	3.02135	2.42258	4.26828	6.71298	6.87317	6.19429
Pop1	chr15:34495310-34530653	0.413513	9.51084	4.37781	3.90133	4.11229	4.92963	1.19689	1.88116
Pop4	chr7:38262819-38271348	21.973	22.6515	23.0299	21.7501	16.7849	34.5957	20.8552	21.2131
Pop5	chr5:115235850-115240970	115.217	36.7743	33.0775	37.7145	17.7319	33.3418	40.2837	20.6897
Pop7	chr5:137501438-137502429	21.1603	27.7977	23.5429	20.1951	11.0313	20.8547	45.1451	12.9981
Popdc2	chr16:38362172-38378216	0.608729	0.0931687	0.0729858	1.69556	0.0700109	0.251589	1.15705	0.430239
Popdc3	chr10:45289304-45318450	0.001	0.0686638	0.001	7.04531	0.231994	0.086596	0.832374	0.001
Por	chr5:135689213-135735325	15.2937	41.5849	24.2618	36.3364	21.3288	14.8548	26.7531	15.2087
Porcn	chrX:8193849-8206525	3.47988	5.76068	4.61	5.00381	2.91781	1.41888	2.17487	3.543
Postn	chr3:54361106-54391041	4.54131	2.12845	16.1924	13.0011	77.9643	29.2259	106.001	67.5978
Pot1a	chr6:25743734-25809226	7.07955	7.07855	8.78499	5.75253	7.93961	9.41242	4.4248	9.42397
Pot1b	chr17:55652024-55712628	1.64174	1.5721	2.44794	1.03413	2.77579	2.67508	0.630822	2.90561
Poteg	chr8:27447669-27495172	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou1f1	chr16:65520628-65533981	0.001	0.001	0.001	0.0818857	0.001	0.001	0.001	0.001
Pou2af1	chr9:51213689-51240079	0.422571	0.480725	0.113261	0.0718978	0.325762	0.183487	0.187772	0.193665
Pou2f1	chr1:165865153-166002634	0.994144	1.23746	1.55459	1.0587	2.23433	1.60284	0.722662	2.63734
Pou2f2	chr7:25091114-25132460	0.001	0.0747493	0.0440916	0.0559215	0.0845331	0.0238745	0.601003	0.0493327
Pou2f3	chr9:43123938-43205755	0.0239126	0.122441	0.0576862	0.21974	0.110615	0.031144	0.042507	0.0219161
Pou3f1	chr4:124657645-124660655	1.48684	0.972616	0.621442	1.23283	0.366542	0.0775919	0.440099	0.0181872
Pou3f2	chr4:22482094-22488366	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou3f3	chr1:42697145-42700209	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou3f4	chrX:110814464-110815550	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou4f1	chr14:104462324-104467999	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou4f2	chr8:78433008-78436652	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou4f3	chr18:42394596-42396093	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pou5f1	chr17:35506031-35510777	0.001	0.001	0.164164	0.001	0.001	0.001	0.001	0.001
Pou5f2	chr13:78024901-78026296	0.001	0.141707	0.220791	0.001	0.001	0.001	0.693199	0.0416263
Pou6f1	chr15:100575317-100586365	3.41878	3.10462	4.41186	4.49157	3.87166	2.74774	1.83908	5.30677
Pou6f2	chr13:18124959-18382039	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pp2d1	chr17:53507459-53539451	5.87719	0.29975	2.00031	0.348656	1.57945	1.49249	1.97262	0.737485
Ppa1	chr10:61648620-61674165	36.4982	65.3482	45.7726	41.7414	35.989	52.2869	39.5279	19.8651
Ppa2	chr3:133310115-133378069	27.1824	11.0803	16.2189	11.7924	10.0998	12.7594	29.7898	12.6855
Ppan	chr9:20888174-20892179	10.53	22.5886	11.0055	14.2551	15.7575	13.8795	17.6427	8.56236
Ppap2a	chr13:112800791-112867680	92.8663	76.69	87.1627	104.76	82.0533	71.3143	11.5205	84.3846
Ppap2b	chr4:105157346-105232767	144.085	86.4937	111.684	101.68	128.783	72.5945	15.858	114.892
Ppap2c	chr10:79526428-79533787	3.30311	18.4734	15.7773	14.4977	17.6085	26.4476	14.9284	12.4501
Ppapdc1a	chr7:129257093-129391307	0.001	0.001	0.001	0.001	0.001	0.001	0.10877	0.0551333
Ppapdc1b	chr8:25720047-25724887	16.2483	15.457	13.8198	17.5062	15.2651	18.2173	16.6519	14.5102
Ppapdc2	chr19:28963919-28966801	19.8628	15.5567	17.9188	13.9487	12.8578	12.9113	7.83455	11.6315
Ppapdc3	chr2:32095650-32110820	0.271331	1.22137	0.737163	1.59901	0.471544	0.835786	1.26892	0.961317
Ppara	chr15:85735563-85806851	0.001	0.00815507	0.154607	0.0733023	0.0185015	0.001	0.0284277	0.0221474
Ppard	chr17:28232753-28301469	7.11407	16.3644	13.4987	16.5875	12.3389	10.0584	15.9441	11.5141
Pparg	chr6:115361220-115490401	43.6221	23.3723	26.9726	19.0499	21.2678	17.7867	8.21834	40.9975
Ppargc1a	chr5:51454248-51553921	0.26012	0.018218	0.0647645	0.0728406	0.0413202	0.001	0.001	0.0329843
