tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX (a)	FAP 2D NTX (b)	FAP 2D NTX ©	FAP 3D NTX (a)	FAP 3D NTX (b)	FAP 3D NTX ©	FAP 4D NTX (a)	FAP 4D NTX (b)	FAP 5D NTX	FAP 6D NTX	FAP 7D NTX	FAP 10D NTX	FAP 14D NTX
Ptprc	chr1:138062858-138175305	0.219978	0.0910389	0.547774	0.123475	0.228321	1.17758	2.90762	0.174245	4.46193	0.740219	0.58403	0.618756	0.632445	0.321876	0.201825
Ptprcap	chr19:4154645-4156710	0.260298	0.001	0.170142	0.001	0.162693	0.787105	0.65265	0.001	0.29169	0.001	0.001	0.001	0.001	0.0821428	0.0732525
Ptprd	chr4:75941236-78211895	3.04073	1.06346	1.91489	0.412211	3.13781	0.548555	3.13854	0.527385	7.15714	6.42445	2.32301	3.08089	0.729276	6.24417	3.03816
Ptpre	chr7:135537823-135686294	0.533366	1.39197	1.0396	0.708338	1.18408	0.96361	0.670919	0.665891	1.28823	1.02733	1.41646	0.977758	1.90201	1.40613	1.36922
Ptprf	chr4:118208212-118291397	3.42663	3.66077	7.98648	14.5681	6.11936	4.74505	2.59311	7.25148	4.47457	7.48605	4.74045	5.7247	1.24379	4.43427	2.59064
Ptprg	chr14:11553552-12242039	6.8585	6.28651	7.63791	4.73575	8.66095	3.25607	4.36023	3.58621	8.03767	6.78598	7.68699	6.66461	3.74364	9.36609	10.5913
Ptprh	chr7:4548613-4604041	0.022046	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ptprj	chr2:90429755-90580647	6.02773	4.43172	4.55002	4.47815	8.06425	3.50764	4.17423	2.85928	5.27296	4.8677	2.73582	2.54908	4.8745	5.77919	10.3608
Ptprk	chr10:28074819-28597397	1.38099	1.10092	1.04228	1.85435	1.47685	1.39382	1.92059	0.793248	2.87881	2.36251	2.13509	1.84551	1.3274	1.99498	1.95253
Ptprm	chr17:66666847-67354459	4.36101	5.04635	7.08593	4.81345	8.97319	5.21859	4.61997	5.91706	9.38009	7.69277	9.02133	7.9468	4.84139	8.42584	7.72286
Ptprn	chr1:75247040-75264208	0.0757526	0.338342	2.51325	1.65363	2.9629	3.39686	1.20861	5.64468	1.06102	1.41442	1.70314	0.318374	0.823348	0.102347	0.0299853
Ptprn2	chr12:116485719-117278167	0.0187656	0.001	0.001	0.001	0.0482066	0.001	0.001	0.001	0.0298684	0.001	0.001	0.001	0.001	0.001	0.02236
Ptpro	chr6:137252298-137464633	0.086744	0.0582053	0.118443	0.316029	0.180937	0.475521	0.575778	0.001	0.478682	0.411251	0.086173	0.0912887	0.001	0.0146793	0.0257969
Ptprq	chr10:107517359-107720027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0196229	0.001	0.001	0.001	0.001	0.001	0.001
Ptprr	chr10:116018362-116274929	0.474243	0.001	0.0351475	0.001	0.0699767	0.001	0.001	0.001	0.001	0.0793855	0.001	0.001	0.001	0.0244571	0.323002
Ptprs	chr17:56412425-56476480	10.5252	17.3991	16.6426	11.5845	22.0514	19.8861	23.2562	30.9046	19.0147	40.3067	18.9163	24.6226	13.2947	20.1996	9.8523
Ptprt	chr2:161527622-162661147	0.161741	0.001	0.0369322	0.001	0.00866745	0.001	0.00874931	0.001	0.0430395	0.244928	0.0716746	0.037972	0.001	0.238619	0.0966292
Ptpru	chr4:131768456-131838278	2.7308	1.45988	1.22076	0.699716	1.35473	1.2528	1.10836	1.278	1.12023	2.13317	0.445347	0.786415	0.501134	1.94316	1.67624
Ptprv	chr1:135108497-135132575	0.515668	0.0578769	0.0392357	0.209417	0.055256	0.179899	0.148734	3.54304	0.902913	0.343049	3.35029	2.54133	0.824517	2.64168	0.786953
Ptprz1	chr6:22875501-23052916	0.0214109	0.001	0.0146837	0.001	0.0482228	0.0168266	0.00695514	0.001	0.0171203	0.0442416	0.001	0.001	0.001	0.0803348	0.0896715
Ptrf	chr11:100956735-100970617	348.691	307.046	202.244	308.259	254.375	293.302	262.936	307.673	84.8139	238.176	107.957	89.9894	302.885	106.157	175.695
Ptrh1	chr2:32775820-32777593	8.84557	16.3546	9.76032	8.26081	6.43219	11.278	7.19699	16.0883	3.10469	10.1772	3.74632	4.59429	1.49988	2.55039	2.67145
Ptrh2	chr11:86683982-86692457	7.46239	11.0883	7.08886	8.21183	3.97609	6.16218	4.22461	4.22394	3.30444	3.53156	3.95523	3.33415	5.519	4.09121	4.27315
Ptrhd1	chr12:4234026-4240123	2.6062	2.47479	2.05038	1.85063	2.0834	2.95698	2.28077	2.60223	1.08766	1.37462	1.0969	1.19301	0.547806	1.27092	0.906353
Pts	chr9:50521616-50528641	26.4618	8.59335	15.9692	11.3551	14.6941	16.1248	20.868	9.3046	10.9263	9.69391	14.0375	11.7131	16.7121	11.1931	18.9659
Pttg1	chr11:43420247-43426248	64.5645	35.2445	29.0879	38.6555	17.7183	41.8094	43.5041	33.4792	21.2958	22.0609	24.5627	26.2082	32.7994	27.0141	43.3608
Pttg1ip	chr10:77581766-77598732	139.798	97.0947	86.1908	142.404	67.6684	114.689	108.309	112.143	76.2798	107.681	115.918	111.88	166.957	118.516	170.38
Ptx3	chr3:66219886-66225806	23.2207	279.409	699.021	496.986	588.523	71.5523	74.5301	51.5334	170.581	6.48816	46.1975	37.8688	47.2567	72.7875	84.092
Ptx4	chr17:25120759-25125268	1.82704	0.171337	0.524306	0.001	0.348384	0.201127	0.874713	0.998429	2.69605	15.8837	0.792965	4.02878	1.41583	9.60409	6.30114
Puf60	chr15:76070181-76080946	66.4763	85.1588	71.7769	89.5441	56.5555	84.6158	62.2104	94.1632	46.7136	63.5913	44.9962	37.909	65.1023	44.2769	43.443
Pum1	chr4:130663358-130781565	8.80431	13.791	14.5273	9.55479	18.8875	9.17337	13.5451	9.62435	15.1951	18.9158	11.8286	12.7302	8.70122	14.9691	15.5935
Pum2	chr12:8674133-8752583	10.3532	17.3476	17.8356	9.05738	20.0382	4.09247	12.8777	5.54385	18.6563	10.3943	14.5919	20.037	8.60931	20.5255	26.3658
Pura	chr18:36281161-36288244	10.0327	5.54402	5.00704	2.58509	7.18018	2.41556	4.84483	3.42463	3.59438	6.03831	3.05175	3.47871	1.24175	5.31412	3.74835
Purb	chr11:6467598-6476076	6.14588	13.1547	11.2096	6.85502	11.0476	2.78332	6.82997	2.89998	11.5977	7.49435	9.23918	8.48394	3.54493	9.27717	11.9539
Purg	chr8:33386324-33417469	3.55695	1.43429	2.67489	1.1375	1.14154	1.48709	6.01106	0.990226	5.67329	4.11285	5.93963	6.0112	5.73127	8.02055	6.51865
Pus1	chr5:110773666-110780615	7.78275	19.921	16.9176	15.6269	7.87898	6.63502	8.82873	11.7702	8.659	8.12072	4.88044	6.36053	11.5974	6.93115	7.17211
Pus10	chr11:23665673-23732876	1.95223	4.27586	4.54467	2.67162	4.45164	1.10542	3.56035	0.937412	4.28471	1.88589	3.58692	4.07473	1.58494	3.87562	4.6284
Pus3	chr9:35559465-35567400	2.64818	3.51332	2.07237	2.34555	2.72637	0.938192	2.74693	1.16615	3.42002	1.29485	2.25234	3.35156	1.56631	4.30135	3.9832
Pus7	chr5:23740695-23783661	4.25244	15.6649	11.3658	11.0284	5.85008	2.79462	3.677	3.07689	6.22077	4.01439	6.01314	4.32209	3.63684	6.37794	6.73191
Pus7l	chr15:94522639-94543507	1.74893	4.12028	3.76187	2.76898	3.25701	2.53132	2.85325	1.90484	2.33565	2.51083	2.51601	2.79804	0.0413993	2.24567	1.69344
Pusl1	chr4:155888859-155891762	8.11861	22.5824	14.8609	14.571	7.25985	10.7032	11.3672	15.3864	9.50253	10.735	7.40643	8.28368	10.1096	9.12581	10.3556
Pvalb	chr15:78191117-78206351	1.67462	0.460397	0.001	0.001	0.001	0.18146	0.75212	0.0916175	0.449408	0.771426	1.97434	4.01384	3.19304	1.74791	5.68494
Pvr	chr7:19903577-19921143	5.41936	17.2441	17.5106	13.869	18.2508	8.90035	7.09882	6.29716	27.5691	9.94655	10.123	10.8531	9.1775	9.8003	11.6435
Pvrl1	chr9:43744575-43807461	9.82386	7.29364	5.00069	5.31268	7.20181	5.92373	5.87524	9.331	4.94047	10.4665	2.89731	3.62996	3.19328	5.81286	5.7539
Pvrl2	chr7:19716643-19749573	2.4888	3.06466	6.10624	2.42805	2.71282	4.44943	2.91974	3.92842	3.78261	3.72013	3.3805	4.73773	2.37748	2.40478	1.13211
Pvrl3	chr16:46394857-46496967	11.9971	15.7773	15.2453	13.8574	17.8997	4.47162	17.0153	5.25161	16.6129	7.75767	17.4129	19.2345	9.34757	19.1542	24.011
Pvrl4	chr1:171370172-171388287	0.0782267	0.0349159	0.0710759	0.001	0.001	0.122332	0.450522	0.001	0.0826558	0.0859054	0.001	0.0730274	0.001	0.001	0.0154712
Pvt1	chr15:62037986-62250975	2.63694	3.52658	2.35303	2.97967	2.102	2.51735	2.70669	0.716496	2.80408	1.20563	1.19908	3.03176	3.77899	3.2175	4.79126
Pwp1	chr10:85871830-85889103	8.14025	23.835	20.5199	24.6183	16.389	13.2426	8.74078	10.3093	10.5999	8.1441	9.36638	9.27792	9.3906	8.28785	10.0544
Pwp2	chr10:78170909-78185149	4.19811	12.1549	7.88953	10.8607	3.70886	4.02212	3.08851	3.26426	2.71361	4.32975	2.03481	2.31643	3.65264	3.19737	3.66845
Pwwp2a	chr11:43681997-43722633	2.8153	2.44175	2.67922	0.945172	3.1614	1.37275	4.54466	1.12011	4.29312	1.59632	1.92664	5.22825	5.07988	4.37832	4.9784
Pwwp2b	chr7:139248481-139267253	5.84104	4.41043	3.6009	4.84557	1.91432	4.62649	2.81119	5.00335	2.41855	4.32605	1.60836	2.31868	2.35807	3.35663	3.42653
Pxdc1	chr13:34627840-34652681	19.4337	8.46753	10.1919	6.16297	15.9775	8.82613	14.123	7.21765	23.8395	11.0918	6.45383	9.13351	4.17366	30.0364	21.8045
Pxdn	chr12:29938035-30017658	20.0391	36.8616	37.7868	41.4896	45.2243	46.3414	39.4886	56.3856	53.024	63.2526	85.1198	72.0232	59.1504	53.3581	41.3289
Pxk	chr14:8098212-8165111	8.65603	25.5357	21.4284	24.6043	22.9582	16.1298	19.0224	16.4175	19.8532	17.1817	17.8424	16.056	12.7815	17.3513	16.0879
Pxmp2	chr5:110274285-110286168	0.821603	0.79665	0.542887	1.44757	0.710784	0.46994	0.001	0.553643	0.467401	0.332441	0.131337	0.694462	0.001	0.131906	0.586019
Pxmp4	chr2:154587043-154603673	11.1503	6.97961	8.18751	15.667	8.72081	18.8473	11.6458	16.5509	6.26915	12.4563	9.44039	10.2192	11.2984	8.46482	9.93362
Pxn	chr5:115506701-115555986	22.1851	33.2941	18.6397	27.8952	17.2398	25.3442	26.0581	27.2078	18.0275	24.7683	13.4965	13.825	15.2526	19.818	21.7233
Pxt1	chr17:28933985-28942262	0.001	0.001	0.13636	0.001	0.001	0.157389	0.0652086	0.001	0.001	0.001	0.001	0.279083	0.001	0.001	0.001
Pycard	chr7:127991372-127993867	4.91641	6.24252	12.306	9.11117	3.41596	14.8153	7.83614	11.5462	5.83624	6.85225	4.85187	3.80776	4.91216	4.03599	3.60794
Pycr1	chr11:120635711-120643670	2.85438	3.93866	5.9083	6.75637	3.49629	9.20352	6.19011	11.839	4.68239	7.06995	8.88142	5.76545	4.44418	5.28221	3.10385
Pycr2	chr1:180904273-180908088	18.5299	30.931	18.6813	18.9837	6.46361	11.9087	13.7463	14.2814	7.99333	8.30823	5.95528	7.63061	2.87558	9.05435	9.12075
Pycrl	chr15:75916462-75921560	15.0346	35.4844	20.0082	18.2224	10.0367	14.9484	10.0508	15.777	6.81155	10.8818	7.56256	5.90194	9.11334	7.59608	5.62287
Pydc3	chr1:173673679-173698392	0.241708	1.70982	4.39201	1.75513	0.193491	2.73667	4.36442	3.62166	2.03019	2.06336	0.465161	0.886834	0.944465	0.437368	0.152088
Pydc4	chr1:173591956-173599274	0.0346618	0.332254	0.515086	0.251218	0.199646	0.911478	0.8285	0.0273075	0.656236	0.62709	0.0152001	0.001	0.001	0.0349077	0.0307337
Pygb	chr2:150786795-150831748	17.7086	25.8008	29.504	33.8861	22.5726	31.4881	20.5857	39.1028	19.3857	28.7692	21.2049	18.86	23.8655	19.6374	19.9926
Pygl	chr12:70190814-70227683	16.4165	13.988	22.7132	31.9337	20.482	26.273	22.0426	20.6603	12.5827	10.0667	15.9694	14.0872	33.4993	12.8321	15.5663
Pygm	chr19:6384428-6398459	9.68144	1.14859	1.34244	1.84874	0.937794	2.58481	2.6725	3.36356	1.96184	5.94597	2.1418	2.98013	6.13629	3.12718	6.57653
Pygo1	chr9:72925649-72946015	2.50615	2.80843	1.9819	2.34978	3.32958	2.61666	2.47996	2.68519	3.48246	4.05655	3.12998	3.61465	3.10154	2.92384	2.6763
Pygo2	chr3:89430836-89435128	10.5915	15.0662	13.9842	14.4293	5.60816	10.9593	15.3218	11.9744	12.7126	11.6514	9.83349	9.54724	6.83537	11.8717	12.3554
Pyhin1	chr1:173630858-173647928	0.153251	4.74508	1.93254	0.185831	0.0327521	0.625877	4.21241	0.181564	1.73445	0.294539	0.0675507	0.160999	0.049966	0.129383	0.0833969
Pyroxd1	chr6:142345696-142362624	3.05749	2.34611	2.79788	1.2441	3.46388	0.870581	2.35483	0.405794	2.43287	1.6604	1.80826	1.1967	0.782477	2.01232	2.43192
Pyroxd2	chr19:42725857-42752775	1.93281	1.38919	4.39875	3.77269	2.82754	4.73251	6.6354	4.27889	6.80129	3.18163	3.54252	5.56786	4.39781	5.24906	4.06889
Pyurf	chr6:57684738-57692078	3.23314	2.19713	2.07959	1.6531	1.6414	3.06892	2.10751	1.81874	1.5204	2.18849	1.91044	1.47829	3.61451	1.85689	2.24711
Pyy	chr11:102106675-102107776	0.001	0.001	0.001	0.001	0.001	0.001	0.168378	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Pzp	chr6:128483566-128526720	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0620214	0.001	0.001	0.001	0.0510075	0.0111973
Qars	chr9:108508004-108515941	22.1916	51.2848	49.6598	68.3689	43.8222	68.2644	32.684	64.9103	28.9883	33.3518	35.1767	27.333	39.8768	20.0027	20.5975
Qdpr	chr5:45434031-45450229	46.7988	48.5473	29.3423	45.8001	23.5979	35.0866	32.9625	45.5802	16.9854	21.9484	26.0457	22.0502	31.2322	23.0128	31.9268
Qk	chr17:10206470-10319361	18.6496	27.8857	29.2697	10.5419	37.9951	6.40347	25.7759	8.4661	26.6293	15.783	23.5332	31.3761	10.6154	25.7163	39.4675
Qpct	chr17:79051905-79090243	50.1474	9.90057	11.9349	11.2583	8.96482	8.48857	22.2331	8.91717	5.95713	6.68075	6.07172	9.13505	32.7128	23.575	57.5349
Qpctl	chr7:19140216-19149196	5.40569	12.2394	10.3705	13.7538	7.77637	6.95656	5.21449	11.0253	6.87897	8.06728	6.15978	5.96848	2.12707	5.23118	5.31388
Qprt	chr7:127107769-127122029	17.8903	7.48099	7.75135	10.7854	3.67988	9.71087	8.52555	11.114	4.85038	11.5894	15.01	13.8084	6.93101	8.06049	7.1443
Qrfp	chr2:31806167-31810518	0.158099	0.168966	0.001	0.001	0.001	0.0493571	0.0612375	0.001	0.001	0.130041	0.125102	0.132501	0.001	0.127617	0.0748471
Qrfpr	chr3:36179425-36222275	0.157732	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0697578	0.0307774
Qrich1	chr9:108517086-108560167	15.178	23.4802	24.1395	21.7565	29.0497	13.2183	22.5576	15.6323	23.3722	22.8344	20.8735	19.8753	17.1245	20.4196	24.4444
Qrich2	chr11:116441324-116454347	0.001	0.001	0.001	0.001	0.001	0.001	0.0276063	0.001	0.0336723	0.105609	0.0563105	0.119252	0.001	0.0286479	0.001
Qrsl1	chr10:43874189-43901736	0.52317	4.47771	3.85557	3.77153	1.94105	1.84633	2.23057	1.67817	3.16389	1.24726	2.05549	2.30818	0.554872	2.53245	2.79131
Qser1	chr2:104754796-104816696	2.69857	4.96492	5.35034	2.46192	7.89998	1.3439	3.30164	1.80723	6.11642	4.52552	6.16434	6.15264	1.77376	6.81198	6.42177
Qsox1	chr1:155778154-155812899	39.0352	38.6321	51.9262	60.5214	25.7275	41.3605	42.1411	50.3294	47.7603	47.4511	62.8825	57.4491	18.3599	37.1653	30.501
Qsox2	chr2:26209129-26237420	5.98992	9.9255	10.5643	8.67275	10.1234	4.19947	6.34497	3.47543	5.62896	4.55128	6.35282	5.78892	5.06108	5.51874	6.95748
Qtrt1	chr9:21411836-21420279	7.58151	13.9555	11.6348	14.4457	5.1826	11.6676	9.27874	14.9909	6.41919	8.25251	7.18837	7.60632	9.07815	5.20141	6.21142
Qtrtd1	chr16:43861412-43889676	2.21502	6.13122	4.75745	4.42543	3.49328	1.00203	3.58466	0.910797	4.10659	1.4257	2.32801	3.7209	1.58803	5.02971	7.17905
R3hcc1	chr14:69697303-69707580	11.6462	14.8049	11.1516	7.13961	7.5884	14.9615	9.19856	10.879	7.18232	8.75991	8.78956	8.23684	11.1383	9.13816	6.96952
R3hcc1l	chr19:42518804-42592256	6.32897	4.87403	6.1147	3.8966	4.80464	4.81528	5.94403	2.11446	7.06175	3.34331	4.7218	6.5027	6.77788	7.69306	8.36221
R3hdm1	chr1:128103305-128237735	2.75744	7.48753	9.014	4.79762	13.3302	5.49712	5.83549	5.34953	10.961	6.93078	8.57586	7.67411	3.3409	9.04778	7.20413
R3hdm2	chr10:127390310-127499384	10.4182	13.4688	14.1827	17.7353	22.6313	27.1206	15.5284	23.966	16.6046	24.7239	16.0025	12.6798	20.5459	14.5399	12.8735
R3hdm4	chr10:79910052-79916930	42.53	45.3545	35.719	41.4784	25.4708	62.0013	51.0436	78.1068	24.7692	44.0871	32.1067	32.9843	49.4173	32.2924	33.5401
R3hdml	chr2:163492317-163502612	0.001	0.001	0.001	0.001	0.001	0.287845	0.119232	0.145337	0.860629	2.82299	0.001	0.383246	0.001	0.0607612	0.001
R74862	chr7:143032620-143053368	3.01881	1.63909	0.935367	1.06944	0.630866	0.537588	2.16076	2.55946	1.43146	2.1891	2.97885	2.87954	0.001	2.66465	2.90156
Rab1	chr11:20201601-20226856	84.8853	81.7096	101.95	81.7302	144.571	43.2917	101.375	50.9282	77.4324	61.7779	91.2783	81.8977	71.2923	76.2129	114.888
Rab10	chr12:3247427-3309969	32.2815	50.3008	34.9315	30.1457	52.1193	18.1497	31.302	17.5474	27.7871	24.3085	32.2695	29.5181	26.6866	30.5269	43.8163
Rab11a	chr9:64715299-64737756	46.2214	34.4648	28.7862	30.2642	31.5257	33.0628	35.3605	23.1814	24.1772	21.0652	31.1781	25.7647	56.7675	24.2205	39.8264
Rab11b	chr17:33742483-33760486	14.7772	17.4749	13.7871	19.1578	19.2181	28.5752	23.3097	27.3178	14.2655	27.17	15.7253	16.8437	27.8514	15.755	15.7233
Rab11fip1	chr8:27138772-27174646	0.061112	0.0659017	0.171093	0.158821	0.276892	0.112247	0.123343	0.0753833	0.305474	0.197239	0.018053	0.058651	0.0177693	0.0601022	0.0162257
Rab11fip2	chr19:59902883-59943654	3.39998	4.37411	3.37089	1.66804	4.66462	1.32158	4.93144	1.30461	5.75295	4.31547	6.03128	9.22016	4.38815	8.4021	10.0427
Rab11fip3	chr17:25989035-26069177	4.29289	7.38795	5.58346	6.37584	6.09024	3.96065	6.06436	4.13171	6.92728	7.51223	5.5671	6.29516	5.46684	8.33995	6.80777
Rab11fip4	chr11:79591211-79694012	0.0857799	0.001	0.001	0.001	0.14655	0.089355	0.0184757	0.0902443	0.13575	0.517779	0.001	0.0399955	0.001	0.173454	0.0508427
Rab11fip5	chr6:85334961-85374634	19.9483	13.8903	13.4351	13.1021	6.53007	14.3043	15.7042	18.1969	13.6441	21.0937	14.063	14.1168	10.4586	17.3725	20.2742
Rab12	chr17:66494511-66519670	46.092	34.5541	31.3707	32.5378	41.3851	23.697	36.5261	22.181	25.532	30.9197	37.4781	33.6164	32.265	36.1824	50.226
Rab13	chr3:90220816-90225963	30.905	26.4188	31.7296	45.7165	29.2712	45.1653	35.0958	53.8067	25.6542	19.2531	27.6142	26.7181	26.5592	17.7453	18.1867
Rab14	chr2:35180204-35201120	35.6584	37.4877	34.6538	39.2798	44.7095	23.1496	37.1982	20.982	29.7309	31.6316	35.7319	31.185	30.3114	34.5008	51.253
Rab15	chr12:76797962-76822524	3.02178	2.96432	3.99654	3.13648	3.39237	3.41732	2.91935	7.17514	6.05668	7.29564	9.53843	6.52076	6.8248	8.18484	4.57098
Rab17	chr1:90958132-90969620	0.001	0.0815712	0.001	0.001	0.001	0.0957114	0.001	0.001	0.001	0.001	0.001	0.170618	0.001	0.0408301	0.0360766
Rab18	chr18:6765204-6790231	65.8551	51.2286	54.007	49.7068	55.0037	25.6049	55.2516	17.4967	39.615	30.9395	64.671	58.0642	57.9364	56.0365	86.7977
Rab19	chr6:39381427-39390379	0.150129	0.491392	0.702102	1.60508	0.190187	0.924167	1.43486	1.9249	0.636136	0.244519	0.582841	0.308364	0.001	0.441629	0.217183
Rab1b	chr19:5099206-5106996	63.5323	88.3841	72.298	94.8608	33.9476	78.3267	49.8868	105.712	34.0513	66.7308	51.0891	42.5427	21.9335	39.8866	33.8639
Rab20	chr8:11453976-11478499	4.18572	9.32744	12.2686	9.97505	16.5804	15.1852	5.70027	10.1001	19.2769	4.50022	8.03534	7.63884	8.09553	10.8653	4.9977
Rab21	chr10:115289861-115315591	36.1278	26.0662	25.3077	16.4122	28.7593	13.503	26.1738	10.9581	20.2331	19.733	19.9204	20.8739	18.4558	24.0471	36.6973
Rab22a	chr2:173659844-173702182	14.6294	13.1181	15.4958	17.0326	16.5151	12.3841	17.3013	15.1317	17.369	14.3651	14.7616	13.8542	13.2749	16.6032	17.821
Rab23	chr1:33719895-33742564	8.82846	11.6745	11.995	9.49393	14.405	5.46569	11.3537	5.65901	11.1748	9.89273	9.35422	8.31427	4.93756	12.7109	12.7498
Rab24	chr13:55319222-55321980	13.6001	10.3098	10.0292	10.9206	6.34662	14.588	14.5709	10.1385	11.5734	8.81915	10.514	14.8416	10.019	12.2917	12.5911
Rab25	chr3:88542028-88548279	0.001	0.001	0.001	0.001	0.0616137	0.149425	0.0619007	0.001	0.0743951	0.001	0.001	0.001	0.001	0.126019	0.0559499
Rab26	chr17:24529053-24533747	0.0681978	0.001	0.001	0.487459	0.001	0.001	0.174172	0.001	0.001	0.222501	0.001	0.374707	0.001	0.134342	0.118806
Rab27a	chr9:73044864-73097592	0.215754	0.284335	0.165381	0.001	0.311358	0.332175	0.412117	0.215666	0.57648	1.05843	0.40098	0.806939	3.91822	0.490986	0.462456
Rab27b	chr18:69979130-70141590	0.214473	0.001	0.138319	0.001	0.121718	0.001	0.161407	0.001	0.171307	0.125072	0.016768	0.124442	0.0330147	0.283654	0.163445
Rab28	chr5:41624975-41708155	40.6189	38.894	39.3405	45.0054	24.0056	18.8629	34.1158	22.484	28.8076	21.2732	31.474	35.9033	49.9948	29.4728	47.1331
Rab2a	chr4:8535643-8607702	99.9166	76.9652	84.7868	78.8352	98.2574	65.4452	109.41	45.6756	72.9687	63.5256	105.606	95.2682	93.26	88.8411	131.693
Rab2b	chr14:52261758-52279395	5.36967	3.91437	4.96997	2.38935	4.93335	5.49979	7.10019	3.01084	9.67229	5.2822	6.07884	7.12796	9.98992	6.79695	8.43538
Rab30	chr7:92741713-92837117	12.381	4.84498	6.78015	6.67326	6.71208	4.23704	5.94792	5.15777	5.90896	5.19165	5.67858	6.41746	9.85388	9.5957	11.6076
Rab31	chr17:65651725-65772752	30.6152	37.7073	32.3782	35.7186	29.0218	52.5458	44.0377	48.2373	71.2284	67.0321	72.873	57.5346	43.747	51.7146	40.2225
Rab32	chr10:10545038-10558207	11.5789	18.6841	13.2018	23.2622	24.1908	22.8612	11.7057	22.3754	6.15553	8.41413	13.5118	13.8024	25.2075	13.5287	18.9688
Rab33a	chrX:48519469-48530232	0.108802	0.280549	0.001	0.001	0.001	0.165628	0.137263	0.334503	0.164496	0.263778	0.138778	0.293487	0.001	0.139201	0.123787
Rab33b	chr3:51483965-51496212	8.08137	5.83845	7.26233	8.23832	7.04564	3.50864	9.30423	3.96366	6.7316	7.1438	8.37147	10.3817	9.09566	8.17755	12.1913
Rab34	chr11:78188426-78192193	48.105	58.4814	48.4532	42.9222	29.988	56.5953	41.7452	49.5952	36.568	42.7024	36.5405	38.7657	38.7961	39.1575	44.0121
Rab35	chr5:115631986-115647158	21.8299	36.077	32.5113	30.6682	23.9304	30.1479	22.4879	33.6804	20.6309	27.2685	21.5562	18.892	23.9922	19.8146	21.9262
Rab36	chr10:75037088-75054100	1.04379	0.742588	1.70113	1.76513	1.37992	3.20098	1.90736	2.24652	2.49628	2.3164	1.8787	2.66906	0.678905	3.0361	2.52834
Rab37	chr11:115091430-115162240	0.253454	0.001	0.001	0.001	0.0539441	0.197128	0.135912	0.0663616	0.132645	0.0693202	0.0554486	0.176148	0.001	0.169289	0.248603
Rab38	chr7:88430272-88491572	1.16132	2.09405	1.64261	2.62897	1.08773	4.06315	3.3242	2.19481	1.66126	1.49805	1.59153	1.34765	5.28885	0.645129	1.06867
Rab39	chr9:53684109-53706232	0.001	0.001	0.001	0.001	0.001	0.001	0.0588739	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0179944
Rab39b	chrX:75572057-75578204	0.399477	0.74889	0.653228	0.387346	0.49504	0.0416395	0.189404	0.001	0.316457	0.0438616	0.246399	0.335571	0.001	0.269613	0.521438
Rab3a	chr8:70754678-70758686	8.3713	4.08162	2.53436	3.86178	2.73924	4.37632	3.57999	6.73304	2.08229	5.49407	3.4199	6.30472	6.26923	5.19115	5.76739
Rab3b	chr4:108879069-108943324	0.0269902	0.001	0.0735467	0.001	0.207582	0.421949	0.296622	0.149152	0.0213765	0.133344	0.001	0.0377811	0.001	0.0728466	0.0480324
Rab3c	chr13:110054186-110280206	0.0838928	0.0114127	0.040608	0.0247715	0.0291985	0.0554397	0.0403352	0.0328772	0.0153649	0.0178913	0.0135114	0.029112	0.299873	0.00461714	0.00202452
Rab3d	chr9:21907510-21918121	17.4538	12.6917	15.6551	26.7628	7.67623	23.8532	21.4051	27.858	18.25	21.8142	28.3813	20.6771	18.5528	19.3991	19.7818
Rab3gap1	chr1:127868772-127943876	6.73573	9.93759	9.68333	11.3667	8.38043	6.48089	7.28456	7.56515	8.87398	8.19423	10.6613	9.54343	11.7552	9.2123	10.8259
Rab3gap2	chr1:185204167-185286746	3.63566	7.32656	9.57526	10.8026	11.6849	6.60787	5.64819	6.63447	8.48457	6.98147	6.50255	6.83759	7.11377	6.98396	7.32832
Rab3il1	chr19:10018227-10035586	47.6564	21.6172	27.291	40.2125	15.1481	61.4557	40.4082	55.1976	34.7501	55.5261	43.5259	55.2107	50.5595	40.387	35.3849
Rab3ip	chr10:116905783-116950380	1.5217	3.20411	2.02155	2.69694	1.25492	2.2681	1.59253	1.73131	1.92068	2.22402	2.40589	2.07619	3.12403	1.73756	2.07878
Rab40b	chr11:121356120-121388251	5.7636	3.21346	5.18516	5.8243	3.22164	1.88232	3.86177	1.86137	2.33047	3.31236	5.02557	5.67061	6.08998	5.74285	7.19915
Rab40c	chr17:25882113-25919714	8.02577	7.52543	6.65474	11.568	3.23063	6.71571	7.42341	6.87014	5.8217	8.21076	7.52805	8.2829	3.81595	8.44168	8.39721
Rab42	chr4:132302193-132303356	0.314173	0.396394	0.406418	0.001	2.34124	0.470965	0.488459	0.356655	0.462562	0.125571	0.196333	0.414798	0.001	0.877492	0.174495
