tracking_id	Muscle 1D NTX	Muscle 2D NTX	Muscle 3D NTX	Muscle 3D NTX	Muscle 5D NTX	Muscle 7D NTX	Muscle 10D NTX
Tfec	0.0372535	0.693192	1.59017	0.51229	0.001	0.538006	0.245916
Tff1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tff2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tff3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tfg	38.6877	28.9381	51.9964	22.6475	54.6472	43.4121	28.5343
Tfip11	7.92332	34.0294	13.5611	15.2784	5.30017	9.83445	10.0729
Tfpi	8.64588	3.45736	4.15909	2.10425	10.9022	4.86924	2.12105
Tfpi2	1.44274	0.320962	1.20444	0.061555	8.96977	2.16763	1.73195
Tfpt	17.861	11.972	21.8415	20.8799	10.1277	16.9258	16.2588
Tfr2	0.001	0.465914	0.0343589	0.001	0.255886	0.0471029	0.80004
Tfrc	31.1066	9.64124	17.7573	28.1353	13.7894	7.66084	2.50293
Tg	0.00707268	0.279033	0.0343437	0.0300125	1.41529	0.340191	1.68968
Tgds	9.11786	2.78131	3.02935	2.59918	7.13863	5.57741	3.91268
Tgfa	0.130435	0.379237	0.256536	0.468201	0.208424	0.021319	0.668628
Tgfb1	16.6133	178.569	212.809	62.247	10.9276	22.9213	41.986
Tgfb1i1	5.08281	9.4256	5.96784	7.6327	7.20998	12.9617	48.3115
Tgfb2	6.6422	1.65177	2.16116	2.75775	27.5012	31.8676	16.6461
Tgfb3	4.29537	17.5656	4.03454	4.13606	27.4591	37.2133	101.435
Tgfbi	8.50821	787.61	420.46	62.5349	7.98655	26.7611	46.7967
Tgfbr1	4.28909	3.37465	7.95594	3.83529	14.8002	9.87144	2.5103
Tgfbr2	8.06952	29.9567	19.4188	8.84078	37.8911	24.1173	41.4911
Tgfbr3	6.15628	6.47898	0.386095	0.913383	21.3502	54.1404	37.5134
Tgfbrap1	3.73674	7.10156	5.87129	2.95652	5.33121	7.07642	8.28979
Tgif1	54.8995	147.24	73.8514	37.0134	101.011	77.8126	44.7465
Tgif2	6.50753	5.74923	3.32401	7.9059	9.41778	6.60398	7.5927
Tgif2lx1	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgif2lx1	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgif2lx2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgif2lx2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgm1	0.229332	2.85073	0.586584	0.639179	0.327622	0.418814	0.393962
Tgm2	15.3754	213.469	71.5037	17.9918	15.6918	6.08251	94.0864
Tgm3	0.001	0.108532	0.001	0.001	0.0357872	0.001	0.186555
Tgm4	4.99504	2.4397	3.3183	7.02514	2.71569	1.36633	1.93748
Tgm5	0.001	0.10883	0.001	0.001	0.0597492	0.001	0.670455
Tgm6	0.001	0.001	0.001	0.001	0.001	0.001	0.144046
Tgm7	0.001	0.001	0.001	0.001	0.001	0.001	0.0868358
Tgoln1	13.7511	27.1825	13.2717	4.45413	19.3547	19.3419	10.3311
Tgoln2	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgs1	3.52261	3.29136	4.12161	1.01375	7.73326	6.21367	1.03371
Tgtp1	0.418853	1.43288	4.14458	0.943713	2.36955	0.740612	0.560571
Tgtp2	0.455021	1.51536	6.62689	1.11803	4.51332	1.43642	0.872462
Th	0.001	0.001	0.001	0.001	0.001	0.001	0.213706
Tha1	0.681181	1.13002	1.13481	1.92523	1.01415	3.23964	2.97865
Thada	4.19387	6.44663	2.57215	1.66964	4.79816	3.38773	2.0932
Thap1	7.40635	3.71848	2.0327	5.23275	3.63319	3.756	2.02187
Thap11	21.8691	12.9841	16.3761	23.8283	16.7377	17.4622	16.8519
Thap2	2.27798	1.21555	1.46199	1.30089	4.57301	3.00669	1.86831
Thap3	15.3255	6.6303	15.1716	21.9369	14.1292	32.9434	19.2543
Thap4	19.5216	20.7162	19.0413	29.0583	18.435	10.7868	15.4536
Thap6	1.29558	3.0282	1.89183	0.955057	1.89199	0.765816	0.61871
Thap7	16.2968	14.5492	11.9298	21.9207	4.40662	11.0642	10.9723
Thbd	16.1276	12.3446	3.28201	1.90921	18.3618	16.3293	13.4974
Thbs1	26.4921	781.132	66.9832	48.4947	55.6177	54.9251	316.552
Thbs2	1.69161	27.2202	0.740423	2.97495	5.63685	11.7261	43.7055
Thbs3	2.90187	3.89134	1.00561	2.46676	4.25951	7.55403	20.8286
Thbs4	27.3727	1099.55	5.58987	42.3537	26.0945	24.5751	1383.06
Theg	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Them4	4.3077	2.14526	2.79443	2.16609	4.25269	3.05203	3.51469
Them5	0.001	0.001	0.001	0.001	0.001	0.001	0.313673
Them6	8.97604	9.18939	12.2275	37.6157	6.10649	6.10897	5.44617
Themis	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Themis2	0.425298	47.2289	34.6973	6.88942	0.65419	2.29872	2.00204
Themis3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Thg1l	19.6943	12.1206	10.1241	16.5417	16.5501	10.87	4.1143
Thnsl1	0.751585	0.734323	1.69109	0.841048	1.05878	1.62575	0.706391
Thnsl2	1.00391	1.80957	0.999338	0.562463	7.48505	6.20239	4.87411
Thoc1	13.6179	4.17817	6.03721	2.12981	9.52811	10.0743	1.16609
Thoc2	3.2278	1.46808	1.71504	0.810334	8.64765	5.09925	0.736328
Thoc3	32.9056	19.4327	20.7365	29.5832	16.5557	13.9302	9.67548
Thoc5	29.2596	29.9203	28.303	31.8016	20.1559	14.6282	12.5655
Thoc6	17.5976	20.9187	28.7959	53.6068	10.4146	12.1184	10.3984
Thoc7	86.4713	17.2034	51.8151	53.4875	81.3399	51.3991	34.5461
Thop1	76.6608	57.1655	44.5102	99.0796	15.1286	19.8361	15.0289
Thpo	0.170674	0.040955	0.001	0.354935	0.134876	0.703346	0.594984
Thra	8.51522	14.7361	6.57051	6.99438	64.1568	52.5116	100.7
Thrap3	47.534	44.5362	31.0487	24.5486	47.1797	39.244	24.9314
Thrb	0.0301679	0.0733234	0.0649569	0.0851217	0.0483849	0.0593978	0.504596
Thrsp	2.05779	0.794397	0.218675	0.378554	0.16285	4.49012	12.5637
Thsd1	0.200002	0.441644	0.444408	0.240837	0.102733	0.72489	0.530905
Thsd4	1.45539	0.367692	0.0636473	0.177965	12.8988	9.47407	9.76832
Thsd7a	0.0646874	0.0946308	0.0524215	0.001	0.35137	0.467358	0.386379
Thsd7b	0.001	0.001	0.001	0.001	0.001	0.001	0.00929545
Thtpa	3.0167	4.71528	4.50597	5.16573	6.50019	5.18814	6.22761
Thumpd1	38.3144	14.1286	19.3599	18.4022	21.7408	20.9315	6.7341
Thumpd2	2.13007	1.06837	2.47284	2.00483	2.34387	3.02918	1.57578
Thumpd3	21.328	10.7895	20.6409	11.1219	17.0883	13.8236	3.34812
Thy1	5.90355	61.6837	7.14538	9.90071	6.31352	7.85461	31.17
Thyn1	39.1336	23.0644	28.1331	37.6801	25.1411	14.9643	10.1172
Tia1	6.47848	2.62061	5.14905	5.50255	11.7887	18.6831	3.30821
Tial1	19.4909	8.75482	11.3676	9.9027	13.8534	14.9366	7.4277
Tiam1	2.84868	7.73998	2.4276	1.316	0.912947	0.796563	3.28837
Tiam2	4.08108	3.99345	2.61442	3.5155	4.41336	3.11458	2.19832
Ticam1	1.42452	15.9962	11.0005	4.37621	5.99194	5.27077	5.12221
Ticam2	0.001	5.00615	4.46789	0.613926	0.364651	0.671289	0.127913
Ticrr	2.1324	2.62671	1.14488	1.64754	2.58804	0.689641	0.63579
Tie1	4.04906	4.86597	1.48039	0.868693	0.532248	3.02141	2.08843
Tifa	1.0302	10.9373	9.63214	3.31292	3.22804	4.59841	10.7772
Tifab	0.0177237	8.60011	28.4268	5.06313	0.211869	1.70337	0.237844
Tigd2	2.7307	1.29737	1.43521	1.07688	5.51831	4.78929	1.27541
Tigd3	0.153259	0.26442	0.292237	0.0424085	0.798014	0.511772	0.261578
Tigd4	0.001	0.001	0.001	0.001	0.001	0.001	0.120331
Tigd5	0.494659	0.258462	0.204392	0.321223	0.152221	0.345677	0.732569
Tigit	0.156222	6.52766	1.19715	1.13868	0.001	0.001	0.001
Timd2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Timd4	0.001	0.384709	0.001	0.001	0.001	0.323772	0.001
Timeless	10.1351	9.674	5.36484	7.57708	10.5245	4.71245	3.66678
Timm10	160.029	44.298	92.4524	135.55	29.4243	43.1656	33.2439
Timm10b	59.011	48.5919	72.3092	93.3033	11.1118	24.6646	30.9496
Timm13	228.358	104.552	133.329	317.478	34.5484	42.3933	50.2987
Timm17a	197.489	73.8505	131.818	227.362	63.0457	57.2861	72.9086
Timm17b	23.2543	19.4903	16.4943	29.7434	15.7387	10.0635	16.0617
Timm21	17.0209	4.80606	11.6777	8.98403	23.9313	16.7879	9.23003
Timm22	16.4533	11.3209	19.9112	25.2106	11.671	9.34207	9.13529
Timm23	280.447	180.369	223.873	358.563	108.821	101.525	175.682
Timm44	46.4403	21.4487	32.1556	60.0825	31.6963	29.0519	27.0356
Timm50	138.386	118.999	92.8872	232.595	33.1871	34.2436	31.5877
Timm8a1	170.667	48.4295	60.3062	72.7356	41.4242	25.0042	12.1613
Timm8a2	0.250493	0.001	0.001	0.001	0.001	0.174413	0.001
Timm8b	171.204	77.1457	156.776	177.14	70.7956	72.8829	126.758
Timm9	53.9002	16.9782	18.2687	21.6729	19.0073	18.271	10.8767
Timmdc1	17.8914	6.3832	9.04143	12.24	11.0252	10.9898	9.53029
Timp1	286.614	223.261	96.117	186.662	115.059	35.8962	111.398
Timp2	74.4253	87.4086	187.345	143.505	185.093	213.235	259.258
Timp3	9.35171	12.9453	1.72062	2.1251	68.8223	30.4617	97.0776
Timp4	1.84493	7.44824	1.75012	0.462535	0.113336	4.79457	44.6794
Tinag	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tinagl1	9.1779	24.2255	4.83289	9.89571	2.68953	28.6512	161.52
Tinf2	23.2844	16.9537	15.7038	20.5391	9.44609	9.68287	10.9519
Tiparp	20.8243	13.5022	6.81936	2.5924	29.729	15.1826	9.73567
Tipin	108.438	21.4088	45.741	30.4181	50.6213	24.0814	7.92578
Tiprl	12.0658	5.10029	9.20828	9.97458	12.3475	9.68762	5.56714
Tirap	2.64575	2.68902	1.89101	0.971795	2.88906	2.62189	2.73741
Tjap1	16.1468	18.206	15.8804	24.4836	9.62207	15.8015	19.2661
Tjp1	5.5859	5.19852	4.10785	2.01025	21.3714	9.94882	5.17335
Tjp2	11.1137	12.8291	7.71792	8.056	5.19371	4.64605	6.38491
Tjp3	0.0206671	1.07703	2.21748	0.288613	0.001	0.151245	0.395223
Tk1	70.4211	57.4811	49.4348	114.993	47.9188	17.6201	11.3128
Tk2	7.64767	7.69238	9.74288	6.74145	6.70623	7.68439	5.51479
Tkt	31.0224	206.495	97.7706	53.8952	4.96882	12.0109	39.6712
Tktl1	0.001	0.037226	0.001	0.001	0.0613091	0.001	0.001
Tktl2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tlcd1	6.44509	3.70899	4.94207	9.16691	6.34564	10.4637	9.08902
Tlcd2	6.90942	4.88203	5.42826	7.3735	7.648	5.78072	5.09747
Tle1	2.32464	2.64742	1.82602	1.29881	3.72719	4.90472	6.71923
Tle2	0.673604	0.689093	0.259858	1.74742	1.24934	5.27732	9.46863
Tle3	11.3057	32.8274	9.88133	15.5081	23.103	39.7981	36.6964
Tle4	1.2867	3.45137	3.56178	0.395754	1.09321	2.73312	2.52729
Tle6	0.808959	1.34762	0.718902	1.25157	1.9886	1.68895	2.26728
Tlk1	8.15636	5.07271	8.50786	2.46086	16.8357	13.1226	5.81366
Tlk2	6.28453	3.90358	4.05696	7.66424	13.7145	11.1554	4.0682
Tll1	0.0617074	0.001	0.001	0.001	0.118524	0.0909321	0.13072
Tll2	0.001	0.053496	0.001	0.001	0.001	0.001	0.123716
Tln1	27.8562	142.187	55.8519	40.3128	28.509	25.1939	61.8502
Tln2	8.31707	5.95301	3.22258	4.92768	38.2789	25.4192	27.2765
Tlr1	0.139365	6.07454	19.9912	2.65349	0.499404	1.84448	0.0110792
Tlr11	0.001	0.112715	0.342945	0.001	0.001	0.001	0.001
Tlr12	0.001	0.712232	1.22927	0.0274904	0.0469482	0.0288086	0.131745
Tlr13	0.168452	21.471	33.5171	2.14932	0.69695	1.76717	0.0147087
Tlr2	1.69762	124.575	24.8642	8.9786	2.46899	7.54242	2.58991
Tlr3	0.438558	0.555417	1.45736	0.0397549	2.13682	1.90469	0.163217
Tlr4	0.86525	2.53632	2.52381	0.584319	7.21154	4.92003	0.707517
Tlr5	0.001	3.10788	0.656445	0.001	0.419043	0.299993	0.261316
Tlr6	0.0244081	8.17633	7.46347	1.2228	1.97372	2.11027	0.407139
Tlr7	0.0494324	4.09054	17.6052	1.22436	0.157731	1.70605	0.0632433
Tlr8	0.001	2.20546	8.01722	0.0552746	0.424798	1.05715	0.0189215
Tlr9	0.250192	15.8367	13.5663	2.27699	0.128162	0.930664	0.650853
Tlx1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tlx2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tlx3	0.001	0.001	0.001	0.001	0.001	0.001	0.0414986
Tm2d1	27.4283	6.3417	15.1228	21.3319	24.7766	23.7237	20.0801
Tm2d2	23.4211	31.0417	43.7053	41.399	41.4482	34.838	46.7477
Tm2d3	24.5744	16.7945	25.5309	32.9476	9.57783	21.392	21.9957
Tm4sf1	29.5239	28.2741	7.11176	10.2826	8.06679	15.2432	35.3133
Tm4sf19	0.001	5.77676	9.07416	2.87601	0.001	0.238979	0.001
Tm4sf20	0.001	0.0644348	0.001	0.001	0.001	0.001	0.0848019
Tm4sf4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tm4sf5	0.001	0.535775	0.001	0.001	0.001	0.215197	0.001
Tm6sf1	0.322376	10.5016	7.73858	2.07053	1.38873	1.81032	3.0046
Tm6sf2	0.001	0.137708	0.001	0.527769	0.113154	0.485626	0.31701
Tm7sf2	2.16779	2.95308	1.52086	3.96345	0.539348	6.54784	3.79966
Tm7sf3	6.10659	10.2674	7.35271	7.80679	26.1676	22.3786	25.4439
Tm9sf1	29.2223	17.3054	16.3502	25.5756	35.4176	24.3119	31.1103
Tm9sf2	36.5907	27.9385	25.8658	20.2724	52.4257	44.0192	23.3615
Tm9sf3	39.0187	13.8904	16.3015	12.2053	56.3729	36.0651	10.2033
Tm9sf4	12.8532	23.3066	19.264	18.2974	21.5391	18.1783	17.2428
Tma16	42.5997	10.7916	20.0526	20.5001	12.4702	10.7076	4.61656
Tma7	284.268	156.845	375.795	391.706	121.711	110.729	144.362
Tmbim1	34.0352	43.9824	41.3602	42.3926	56.7902	69.7396	55.4219
Tmbim4	50.6155	45.693	69.6987	82.9548	45.4717	42.7109	41.0817
Tmbim6	103.962	238.549	195.33	233.995	114.656	113.059	117.887
Tmc1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmc2	0.001	0.001	0.0186508	0.0395386	0.001	0.001	0.001
Tmc3	0.001	0.001	0.001	0.001	0.136031	0.19828	0.122738
Tmc4	0.245906	0.354357	0.130587	0.455038	0.453848	0.875063	1.42889
Tmc5	0.001	0.16616	0.001	0.022922	0.0511943	0.0314129	0.0470641
Tmc6	1.25166	14.4237	6.59609	8.5214	6.77713	6.16989	11.7038
Tmc7	0.326342	0.276913	0.350342	0.248499	0.521833	0.920774	1.19021
Tmc8	0.117786	2.27756	0.338636	0.787101	0.056031	0.120327	0.965833
Tmcc1	3.80396	4.49756	4.55398	2.50267	7.24044	4.98213	3.95367
Tmcc2	14.2057	9.13738	7.21778	13.8422	13.4059	12.4734	22.6502
Tmcc3	7.20295	6.75024	5.88106	5.16814	8.48859	7.43043	5.76367
Tmco1	14.8602	11.046	11.3704	11.8653	15.1017	10.8468	7.43552
Tmco2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmco3	2.23627	2.80249	4.46927	2.14025	7.33558	5.9004	8.16438
Tmco4	2.45349	4.15363	3.90499	2.12238	3.22141	2.66319	5.63228
Tmco5	0.180108	0.001	0.001	0.001	0.001	0.001	0.0555664
Tmco5b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmco6	4.51524	4.27625	3.85947	2.40539	2.14499	5.52536	5.9447
Tmed1	49.0863	19.3059	14.3243	43.397	31.5206	17.6835	17.81
Tmed10	68.8534	74.4154	88.0744	42.6536	90.2167	62.9439	42.859
Tmed11	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmed2	196.19	130.115	159.517	131.347	181.461	152.306	112.806
Tmed3	64.0055	71.6735	79.626	60.2611	61.686	38.9785	56.7116
Tmed4	37.9031	32.1549	40.3222	49.3222	39.8772	41.3219	43.781
Tmed5	10.0476	3.57788	6.18037	5.22494	6.51251	4.21308	0.681063
Tmed6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmed7	40.4277	16.0329	11.3082	8.73275	50.5305	31.3908	7.64872
Tmed8	1.7034	2.03577	0.999134	0.3539	2.3731	1.33325	1.57316
Tmed9	161.185	92.2187	66.7558	102.848	138.672	75.2239	69.8879
Tmeff1	7.00631	1.92285	6.12805	4.86717	12.046	5.84746	0.846005
Tmeff2	0.0745076	0.0540038	0.836558	0.104248	7.96579	6.3082	2.28365
Tmem100	1.27892	0.915058	0.356702	0.0517091	1.41679	1.5206	6.91497
Tmem101	8.00853	8.12214	5.19101	26.542	6.42643	6.06501	5.90949
Tmem102	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem104	1.59094	16.669	15.2019	6.52302	1.31498	2.56881	3.56279
Tmem106a	2.62386	42.9419	97.1219	24.315	3.44273	5.90961	2.01615
Tmem106b	2.62677	1.63347	2.67339	1.63603	13.9967	8.77423	3.22316
Tmem106c	5.9266	8.24074	13.5439	14.9204	18.1385	7.93637	14.0185
Tmem107	10.9697	5.36119	7.31714	9.73194	9.53548	11.3796	8.84223
Tmem108	0.0334673	0.001	0.001	0.001	0.0800757	0.001	0.658181
Tmem109	129.044	77.5172	90.2774	170.536	99.7259	121.992	75.3276
Tmem11	66.7748	49.2238	61.6928	73.4265	25.5578	38.1653	60.689
Tmem110	4.29388	3.52433	2.5472	4.60741	3.51739	3.68654	7.6379
Tmem115	12.9707	18.5757	13.0743	24.2917	11.1781	11.6226	16.562
Tmem116	0.001	0.001	0.001	0.528817	0.259394	0.192068	0.426057
Tmem117	0.567094	0.19675	0.471498	0.001	0.324133	0.563489	3.44279
Tmem119	0.218832	6.28998	12.6116	7.04618	14.1995	8.05235	15.2286
Tmem120a	31.0057	46.8837	49.2164	47.3026	21.6728	15.1999	17.1889
Tmem120b	1.52283	3.95879	7.23273	9.4639	3.59098	7.27331	5.18442
Tmem121	5.51275	2.10131	3.18154	8.46906	1.08597	2.23997	2.64826
Tmem123	45.1598	26.7926	18.448	8.8371	67.5459	52.8882	19.5782
Tmem125	0.0353716	0.001	0.001	0.001	0.001	0.001	0.0334083
Tmem126a	79.8402	21.6471	59.0053	60.9901	36.3402	30.5322	50.6545
Tmem126b	6.77849	2.62234	8.09832	5.92427	16.3548	7.5116	4.40836
Tmem127	6.69821	17.7448	15.9294	6.73796	22.7604	16.6378	16.9717
Tmem128	30.1311	13.3694	19.4963	28.0212	31.0463	20.7756	10.0044
Tmem129	10.6474	6.65211	8.12973	14.3204	14.2179	9.68198	11.1482
Tmem130	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem131	5.8309	15.0324	7.64167	4.56282	14.9406	13.4986	11.0642
Tmem132a	28.2049	13.0439	11.667	48.5285	17.8453	11.5115	13.9686
Tmem132b	0.001	0.0109611	0.001	0.001	0.0361695	0.00555069	0.001
Tmem132c	0.011875	0.0345885	0.001	0.001	0.001	0.001	0.446119
Tmem132d	0.0286356	0.0416337	0.001	0.001	0.102968	0.0737264	0.619363
Tmem132e	0.001	0.130405	0.001	0.020997	0.001	0.0329865	0.862118
Tmem134	35.4515	37.0002	39.2327	66.5461	23.757	26.0522	63.1378
Tmem135	6.65808	5.92481	9.27103	3.11859	15.8905	10.5377	4.94298
Tmem136	0.318832	0.25693	0.227451	0.0744131	2.54089	1.39033	1.27339
Tmem138	9.06219	11.5416	13.3292	15.6858	10.2099	7.99078	4.38076
Tmem139	0.001	0.0881226	0.0971037	0.001	0.001	0.001	0.001
Tmem140	0.0970619	0.105121	0.116251	0.236409	0.173153	0.159355	0.578297
Tmem141	6.71951	9.80007	16.9652	26.2946	2.12821	4.63926	7.93206
Tmem143	7.1825	5.78804	4.92842	9.86272	4.72914	4.61136	8.59695
Tmem144	0.336415	0.767202	1.02668	0.699874	0.664875	0.224335	0.159845
Tmem145	0.001	0.001	0.001	0.001	0.001	0.0813464	0.001
Tmem147	151.599	106.333	128.999	215.334	46.8168	56.2864	93.723
Tmem14a	0.585704	0.639989	2.11517	0.261765	2.25029	2.20642	2.93937
Tmem14c	140.014	105.376	145.565	163.529	69.4359	48.7929	50.2133
Tmem150a	8.10283	5.38407	5.30574	7.62148	5.68992	10.6281	19.487
Tmem150b	0.580043	1.31072	1.47875	0.217748	0.001	0.838478	0.515608
Tmem150c	0.0405837	0.528875	0.001	0.001	0.001	0.118836	2.56192
Tmem151a	0.0623897	0.407833	0.802474	0.503365	0.0747051	0.252156	0.0449326
Tmem151b	0.125466	0.109584	0.262869	0.723871	0.843324	0.268042	0.241582
Tmem154	0.093045	6.93291	2.35805	0.781122	0.088919	0.395594	0.409955
Tmem158	9.36603	2.30582	6.00253	8.43687	1.71587	1.57847	4.05041
Tmem159	4.63167	5.74734	6.95236	7.76193	11.038	10.1859	17.9437
Tmem160	48.7534	44.1176	46.2539	80.5391	8.33704	10.2762	27.0617
Tmem161a	17.6965	8.60825	7.10851	15.1164	12.4859	14.434	13.1932
Tmem161b	5.07703	0.850852	0.908661	0.393691	5.81183	5.31616	1.75284
Tmem163	0.001	0.255456	0.001	0.105494	0.001	0.001	0.554015
Tmem164	4.04352	14.1398	9.85824	5.80108	7.18096	4.78194	6.14771
Tmem165	24.57	12.4721	13.6143	11.2736	38.3485	24.9253	12.6089
Tmem167	8.75311	3.2592	4.63367	5.09982	7.45828	3.75313	1.47228
Tmem167b	10.1071	10.6774	6.60829	3.12591	24.4503	17.3153	14.1864
Tmem168	7.82667	5.52714	5.70797	4.7	9.8868	11.2662	2.90586
Tmem169	0.001	0.0647374	0.0358023	0.001	1.3865	0.588963	0.277868
Tmem17	3.02946	1.64744	2.13343	2.67524	4.00147	2.23672	1.931
Tmem170	0.775324	0.241831	0.160316	0.511584	0.795955	1.00084	1.02025
Tmem170b	1.37118	0.891033	0.9869	0.153554	1.73177	2.33618	1.05012
Tmem171	8.50613	2.70942	9.72759	3.92312	0.286903	0.439583	0.11474
Tmem173	5.301	33.1156	32.0774	14.4738	25.8745	11.3874	22.1408
Tmem174	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem175	2.30833	4.34736	5.21832	3.7504	6.25509	3.1262	3.55947
Tmem176a	43.5345	73.1839	69.4695	129.36	68.4288	46.1453	34.5784
Tmem176b	94.008	155.213	312.508	564.389	153.165	176.634	90.6942
Tmem177	1.39947	1.37048	3.54829	3.46541	1.26482	2.24528	2.31802
Tmem178	0.51151	0.112478	2.98102	0.540036	0.185005	0.113457	0.259286
Tmem178b	0.001	0.001	0.001	0.001	0.579204	0.370217	0.232185
Tmem179	0.001	0.001	0.001	0.001	0.001	0.001	0.230954
Tmem179b	22.9107	38.2594	86.0239	40.1164	14.6356	31.0337	18.8535
Tmem18	3.9041	2.30275	1.93596	1.53999	6.0707	6.36348	5.75908
Tmem180	0.281978	3.89852	4.30966	1.79871	0.334331	0.635815	0.937729
Tmem181a	11.8315	15.5505	12.0073	12.0103	12.0831	8.1223	7.21745
Tmem181b-ps	2.33524	1.57102	2.3326	2.8743	7.79638	8.90421	2.84951
Tmem181c-ps	3.0215	0.96599	1.28535	1.18519	3.46944	4.56904	2.03177
Tmem182	1.7229	0.744172	2.2543	7.98769	0.305238	2.10429	6.40739
Tmem183a	33.3635	25.1728	27.6457	38.3659	21.8262	19.9017	15.9189
Tmem184a	0.106306	0.001	0.392702	0.001	0.001	0.128125	0.0604914
Tmem184b	20.1517	29.4968	15.6807	19.2776	19.1323	15.3264	23.6053
Tmem184c	4.95506	1.36354	0.791701	0.328608	12.4661	4.61674	1.71045
Tmem185b	9.14807	12.5846	8.93566	11.3905	12.6732	10.509	5.35601
Tmem186	2.90689	2.24454	2.23799	3.14027	2.65634	3.49948	2.96459
Tmem189	13.852	92.5507	49.3367	29.3015	31.7375	38.9697	35.3739
Tmem19	4.10352	8.95458	9.8726	7.76556	12.2211	7.71233	5.99419
Tmem190	0.001	0.629937	0.001	0.001	0.001	0.001	0.001
Tmem191c	0.586529	0.277656	1.14878	3.12556	0.798488	3.53176	2.64786
Tmem192	16.467	30.2132	45.6707	26.6201	9.01677	10.2816	12.9449
Tmem194	4.25334	3.49548	2.81855	3.06791	4.27289	3.73141	1.82306
Tmem194b	1.57873	1.56586	1.51939	2.00108	3.96108	3.32864	2.02811
Tmem196	0.001	0.345008	0.001	0.001	0.001	0.001	0.0566235
Tmem198	0.325164	0.127597	0.0940236	0.16376	0.490161	0.816149	1.79552
Tmem198b	3.29579	19.4308	6.78131	9.45177	7.10302	9.01499	13.0037
Tmem199	22.5946	10.8468	10.1049	16.489	6.62232	9.63279	6.88988
Tmem2	1.53369	3.74306	0.973658	2.19094	4.70242	1.84787	6.14366
Tmem200a	0.417672	0.130073	0.0719877	0.001	0.39316	0.625155	0.530292
Tmem200b	3.07995	3.08	0.237048	0.754554	1.64766	1.04621	15.7306
Tmem200c	0.0388216	0.168739	0.684537	0.001	0.23173	0.227514	1.635
Tmem201	12.5828	8.78111	8.0925	18.3007	11.9039	16.1261	15.727
Tmem202	0.224166	0.792071	1.74664	1.43932	0.001	0.0398665	0.156115
Tmem203	6.43857	9.51557	5.74333	37.604	6.46315	9.43098	14.0482
Tmem204	1.34113	4.15915	1.88465	0.717206	1.22811	2.12512	17.4952
Tmem205	16.8779	13.1739	26.6578	21.1836	16.0165	15.6077	15.0577
Tmem206	5.25378	5.76628	8.37037	4.2194	3.87975	3.65206	2.07905
Tmem207	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem208	85.9166	54.3742	66.6063	96.0937	36.733	35.9495	37.5314
Tmem209	12.5212	13.18	13.149	10.1422	19.3236	9.68982	3.13033
Tmem210	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem211	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem212	0.001	0.001	0.001	0.001	0.001	0.0792191	0.001
Tmem213	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tmem214	19.5395	34.7835	36.6813	41.1809	23.6177	20.4511	25.3885
Tmem215	0.001	0.001	0.001	0.001	0.001	0.001	0.0268427
Tmem216	11.3314	6.23244	4.91847	17.7504	9.46238	4.39563	5.61409
Tmem217	0.001	0.001	0.4338	0.001	0.001	0.001	0.001
Tmem218	3.62763	5.0712	5.24804	7.34369	10.3112	7.28554	7.44512
Tmem219	26.9946	39.8901	57.6641	45.1717	23.2723	18.888	25.0056
Tmem220	0.313119	0.440613	1.16524	0.420748	3.905	1.9057	0.231359
Tmem221	0.001	1.44278	1.73104	1.32369	0.206265	0.252956	0.12386
Tmem222	38.6975	28.0879	27.6019	39.8582	28.3047	22.3371	22.0135
