tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
Vpreb3	chr10:75948311-75949646	0.209551	0.001	0.001	0.001	0.001	1.9794	0.30845	0.001	0.001	0.001	0.001	0.386776	0.001	0.001
Vps11	chr9:44348104-44361670	12.3358	17.4625	17.4361	9.51757	16.4154	11.0382	20.7748	21.5902	15.0874	17.0959	8.89349	16.2061	15.4382	16.4214
Vps13a	chr19:16615365-16780933	1.82625	3.1766	2.07825	2.62397	0.550516	1.18304	0.701958	2.09271	1.73894	1.24746	1.77416	2.0718	0.441163	3.07822
Vps13b	chr15:35371545-35931229	1.74985	2.43287	2.96884	5.2	1.89772	2.51006	1.90357	4.30517	2.31181	2.37151	3.86684	4.57916	1.5142	5.44661
Vps13c	chr9:67840395-67995634	3.11756	2.87014	4.58733	8.77579	1.59469	3.61532	2.7713	5.81495	3.30001	2.99696	3.07182	5.17724	2.21403	8.24433
Vps13d	chr4:144972621-145195005	6.18658	5.4488	8.17708	17.3379	4.78884	10.7519	6.83603	14.0077	5.37416	7.81955	9.02257	12.6169	12.6843	18.6004
Vps16	chr2:130424319-130444269	13.461	13.8708	15.357	8.32693	14.6456	12.4085	12.1579	10.394	14.008	14.5721	8.63892	14.1179	13.6917	15.0845
Vps18	chr2:119288741-119298453	5.34294	6.4645	6.3995	4.84314	8.52211	5.95981	7.97077	5.34576	2.97589	3.29432	1.64623	4.37124	4.97894	3.93192
Vps25	chr11:101253742-101259546	69.0316	66.3334	79.5708	41.6548	120.015	63.2123	84.8818	76.1256	100.533	77.3024	88.2067	75.8129	67.5188	62.9267
Vps26a	chr10:62454842-62486805	23.6222	25.6778	18.6531	15.9919	17.0678	15.3629	11.8409	16.0232	18.3571	14.6167	22.8763	16.5227	9.10645	19.4955
Vps26b	chr9:27004501-27030094	9.33246	8.00204	9.51673	6.18533	9.8298	6.35846	9.40002	11.5189	10.7368	12.3151	14.3579	13.0087	11.7015	13.2511
Vps28	chr15:76622087-76626027	75.7334	102.815	120.425	64.2729	162.962	92.3965	132.144	100.476	103.612	111.23	84.0958	86.5987	94.3933	67.7248
Vps29	chr5:122354412-122363287	85.8105	100.319	86.8429	45.895	70.4522	43.0105	58.1495	46.1007	79.2618	88.499	73.541	64.0018	57.8751	61.9783
Vps33a	chr5:123528759-123573015	8.98841	11.0008	14.4256	9.0444	16.9446	8.71077	15.7777	11.6306	9.53227	11.6088	13.6415	11.3749	8.98866	10.2584
Vps33b	chr7:80269654-80291579	2.76061	4.94387	4.88367	3.29924	3.13771	2.26431	2.58939	3.81271	4.24773	4.88251	2.89697	5.00092	5.41232	5.06422
Vps35	chr8:85260391-85299497	40.2757	61.0568	45.0663	20.8872	22.5465	17.316	14.5759	26.5523	52.0362	30.1144	42.1667	38.6881	7.53621	32.3682
Vps36	chr8:22192859-22218597	33.0534	36.808	37.7922	19.7695	22.522	23.0205	15.788	26.1939	38.6147	37.7777	36.3058	31.6681	25.3617	26.8857
Vps37a	chr8:40511782-40551134	4.03373	5.29884	4.49952	3.9928	1.2629	2.14834	1.4771	4.36458	4.97115	3.61993	2.75275	4.41097	1.35237	5.92634
Vps37b	chr5:124004640-124032260	17.2235	15.6527	21.4675	26.0669	26.7352	17.4308	19.0677	16.0772	11.8973	11.6006	9.63174	13.3347	31.0632	10.0173
Vps37c	chr19:10688814-10714419	10.4041	17.3024	20.0107	21.2171	15.3981	19.6712	19.1869	15.6354	14.5473	15.8319	5.38681	15.6486	18.8318	14.9741
Vps37d	chr5:135072899-135078266	0.470309	0.139506	0.277215	0.116791	0.609034	0.333585	0.531535	0.289898	0.41773	0.232167	0.131792	0.33782	0.585752	0.234748
Vps39	chr2:120316460-120353133	5.41961	6.75756	8.21873	6.08365	9.87718	8.32785	10.6248	11.9268	8.30359	8.24836	12.9707	9.54074	10.6159	9.25039
Vps41	chr13:18717291-18866811	14.2195	22.6715	21.5047	12.7659	19.6088	11.754	12.9357	19.05	21.6782	20.123	26.3514	21.2103	7.03371	19.3903
Vps45	chr3:95999831-96058455	6.59537	11.3054	11.559	4.1354	8.37679	5.24726	7.85333	5.29464	9.93958	8.50428	11.2762	7.481	5.83398	5.89922
Vps4a	chr8:107031325-107045756	46.8307	40.2129	37.6529	21.3311	39.6323	25.3858	32.3334	29.6221	32.1322	50.3049	50.9743	41.8579	33.3295	35.039
Vps4b	chr1:106770787-106796725	24.0473	30.0673	23.902	17.9706	15.6233	23.5505	10.5791	22.9062	23.5762	19.5548	25.9444	23.5755	12.9776	25.8235
Vps51	chr19:6067841-6077187	10.2267	10.9655	12.5185	9.68757	14.3891	13.0516	18.144	13.5673	11.2473	7.74141	4.80186	8.22683	13.8425	7.08084
Vps52	chr17:33955881-33966488	15.6595	17.2447	24.5729	14.1972	18.8501	18.6464	23.1522	19.2681	14.5172	17.9502	13.6184	20.0723	23.995	17.2176
Vps53	chr11:76046225-76179630	13.1246	12.7922	17.854	10.2824	13.1845	9.04794	15.4256	13.4961	13.5177	17.316	14.9618	17.2624	15.8267	12.377
Vps54	chr11:21238888-21321133	8.57707	13.8706	9.71306	8.25889	4.80827	10.71	4.51905	9.1654	11.3304	8.24476	7.88794	11.1733	5.19523	15.8255
Vps72	chr3:95111041-95123051	40.1351	21.5761	24.2566	14.4516	32.4094	21.2608	35.3838	29.4522	23.7047	30.3616	32.7783	28.2766	29.1551	22.6931
Vps8	chr16:21423117-21644680	3.15772	4.16946	5.53411	4.38508	4.61091	2.77011	4.18062	5.26045	3.56863	5.16021	6.01623	4.63414	3.94128	3.76855
Vps9d1	chr8:123242355-123254175	3.83683	5.97866	4.83161	5.65467	7.0588	6.84469	6.40471	6.2673	5.96974	3.98782	2.38512	6.71013	9.2002	6.36446
Vrk1	chr12:106010262-106077410	4.86717	5.43579	6.4109	4.07946	5.56172	6.5467	4.62436	4.98194	7.31171	6.37935	8.84141	4.77814	4.48121	4.73741
Vrk2	chr11:26471401-26593920	2.94517	5.52807	5.90906	1.99104	4.63826	4.29744	3.80272	2.67562	6.23875	4.50464	8.45593	4.67045	2.65554	3.92409
Vrk3	chr7:44748628-44777514	12.5524	23.0815	27.0674	14.7727	30.5278	23.4199	26.833	19.483	15.7436	26.9541	14.3495	24.3036	23.3331	20.5005
Vrtn	chr12:84641018-84651455	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vsig1	chrX:140907607-140939472	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vsig10	chr5:117319265-117355006	8.115	7.70922	8.27013	6.24655	5.90722	9.09124	8.66757	8.45681	11.358	9.27373	5.2865	12.5238	10.8928	10.4851
Vsig2	chr9:37539254-37544205	8.37219	11.2422	14.1874	9.63331	23.9834	30.7332	10.2658	6.78345	13.9112	6.1364	7.44758	14.5173	14.726	13.3164
Vsig4	chrX:96247202-96293438	0.001	0.001	0.001	0.0423901	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.137691	0.001	0.001
Vsig8	chr1:172555937-172563717	0.129879	0.231217	0.0940314	0.0792439	0.194831	0.242995	0.245011	0.001	0.141685	0.128659	0.001	0.257779	0.12981	0.146276
Vsnl1	chr12:11325244-11436649	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.2575	0.217181	0.001	0.0511743	0.001	0.001	0.0932852
Vstm2a	chr11:16257723-16284551	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0328077	0.278332	0.001	0.130223	0.001	0.001	0.0382127
Vstm2b	chr7:40899277-40929968	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vstm2l	chr2:157914652-157944719	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vstm4	chr14:32856755-32939489	1.62404	6.06237	5.5423	5.13137	0.347652	2.79656	1.71988	3.46447	16.066	4.72274	2.55885	3.09436	2.36517	2.00137
Vstm5	chr9:15239044-15259413	0.864712	1.02987	0.629464	0.617648	0.694548	0.971948	2.32683	1.15675	0.949586	0.479413	0.546715	2.11625	1.88499	1.43199
Vsx1	chr2:150680701-150689137	0.001	0.001	0.001	0.0157279	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vsx2	chr12:84569851-84595457	0.0288895	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0280695	0.001
Vta1	chr10:14655332-14705489	26.0247	30.6808	25.8023	15.1479	19.7649	19.2258	14.0978	20.5133	25.2929	25.9558	26.7735	26.678	22.7597	26.5889
Vtcn1	chr3:100825458-100896922	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0269194
Vti1a	chr19:55316350-55626561	7.95288	9.06377	11.4216	9.4004	9.97117	8.06625	12.2253	12.4197	12.3172	11.9894	14.5678	10.3369	9.02209	10.3657
Vti1b	chr12:79156016-79172458	82.4888	71.1022	58.5397	27.7412	50.2554	40.4501	39.2082	37.4309	55.1396	59.6225	55.3629	47.8811	32.8279	36.8821
Vtn	chr11:78499119-78502325	32.3275	26.1566	29.1232	19.015	2.13776	9.30993	11.797	30.041	72.496	93.262	12.0019	38.8858	25.1574	23.8521
Vwa1	chr4:155768494-155774561	89.6591	158.072	185.151	79.3623	107.596	86.6554	158.346	96.5849	129.249	117.884	19.3021	75.4011	71.3914	51.5991
Vwa2	chr19:56874415-56912078	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0316425	0.001	0.001
Vwa3a	chr7:120739556-120805540	2.81766	0.991466	0.868512	1.39537	2.115	3.71162	1.22889	2.47272	2.27559	2.36941	3.10712	4.25874	4.77356	4.89532
Vwa5a	chr9:38718267-38743337	20.6531	36.5798	37.3585	17.5227	30.2827	20.3062	26.8506	26.7248	29.9905	24.8959	27.9659	25.61	12.9151	24.1077
Vwa5b1	chr4:138568968-138623992	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.156713	0.001	0.001	0.001	0.001	0.001
Vwa5b2	chr16:20589581-20605377	0.0199174	0.001	0.001	0.001	0.001	0.0300135	0.001	0.001	0.001	0.001	0.001	0.0134934	0.019378	0.00758896
Vwa7	chr17:35016578-35026741	0.167609	0.188205	0.0307705	0.219272	0.0635091	0.583949	0.19118	0.0136914	0.186034	0.105798	0.0651987	0.184417	0.295519	0.223439
Vwa8	chr14:78849177-79202310	2.38554	3.04556	5.13377	5.27588	5.75782	5.81753	5.9067	6.57246	5.42985	5.12029	6.12067	5.78668	4.85072	4.84058
Vwa9	chr9:64960831-64986974	8.87672	14.8048	13.5356	8.98928	11.4082	7.19296	12.8083	11.4417	15.0312	13.3077	11.325	12.5295	10.9819	9.98324
Vwc2	chr11:11114015-11263526	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0193914
Vwc2l	chr1:70725714-70885397	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Vwce	chr19:10634232-10665210	0.0257852	0.0462793	0.0378109	0.0158587	0.001	0.0194056	0.001	0.001	0.001	0.001	0.001	0.0348283	0.0125325	0.00980467
Vwde	chr6:13185610-13224965	0.0228039	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0260401
Vwf	chr6:125552947-125686679	92.4302	56.6865	69.1704	120.267	72.1848	130.537	164.439	321.55	56.2145	60.2759	84.6283	108.956	163.787	133.008
Wac	chr18:7868857-7929027	23.8333	25.6319	16.9103	21.2317	13.9853	20.9677	12.8931	20.8039	21.0515	18.3758	20.8673	24.3576	14.5085	28.9028
Wap	chr11:6635482-6638649	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wapal	chr14:34673927-34746217	11.2228	18.5083	13.9194	12.5149	4.52938	7.76016	5.00795	10.804	13.7069	10.765	9.74667	14.2894	3.4804	18.5365
Wars	chr12:108860029-108894174	73.5037	59.5543	96.8507	52.1769	96.8577	72.5132	134.783	133.105	61.8763	86.3283	52.7908	69.2249	78.6456	59.5035
Wars2	chr3:99141089-99220203	1.48153	1.70069	2.17616	1.97635	1.93378	2.8678	2.20637	2.90467	2.15859	2.43186	2.75356	2.45261	1.9317	2.24179
Was	chrX:8081465-8090491	0.287314	5.1898	4.56118	1.94528	8.42248	1.46251	3.641	0.531636	2.29404	1.08782	0.281681	1.81932	0.747484	0.308399
Wasf1	chr10:40883533-40938569	0.402609	0.19663	0.320901	0.0898435	0.154756	0.329849	0.111022	0.095444	0.322993	0.29368	0.265362	0.466966	0.248647	0.582334
Wasf2	chr4:133130632-133198330	50.5479	36.9776	46.1004	70.7479	33.6718	43.6929	60.3986	69.2383	36.1395	59.0317	49.8766	58.6906	75.328	64.9058
Wasf3	chr5:146385005-146471125	0.0692411	0.186068	0.303733	0.382577	0.001	0.0780309	0.0262629	0.699884	0.152878	0.139017	0.179324	0.139631	0.0336092	0.157487
Wash	chr17:66111545-66120503	12.4611	13.2049	12.281	7.94212	19.0571	11.4718	16.8925	12.4041	14.3038	13.5351	8.35758	12.3199	12.3662	10.0862
Wasl	chr6:24613809-24664995	21.3177	20.9117	14.4234	19.9884	12.4508	19.2552	10.0838	21.6625	20.5046	13.8887	28.7439	20.5398	17.1857	30.7682
Wbp1	chr6:83119043-83121461	20.1902	20.8465	22.6082	17.6731	33.5042	17.6272	43.6494	25.8388	25.495	22.1436	9.66398	20.688	23.743	17.1599
Wbp11	chr6:136813653-136828216	17.1938	18.7036	19.8565	23.3128	23.2987	18.6094	20.6534	22.3377	16.8002	18.9083	27.0017	19.6119	25.3704	18.3152
Wbp1l	chr19:46599105-46657389	18.3387	15.6912	15.5545	17.9344	22.4969	27.4569	28.2731	32.6417	18.3911	17.5046	15.9859	26.2743	31.1313	27.0303
Wbp2	chr11:116078572-116086964	37.9937	29.288	37.9291	29.1247	50.1814	29.9288	46.0168	39.2255	28.8925	48.8019	18.4744	45.5871	47.4838	43.3073
Wbp2nl	chr15:82298983-82314558	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wbp4	chr14:79459936-79481268	10.4599	12.1653	9.6279	8.97258	5.65975	10.7005	4.06361	7.71146	10.9098	11.1784	8.29114	9.83251	7.773	12.4223
Wbp5	chrX:136245079-136247139	99.2954	130.033	98.7405	67.5531	78.4485	100.741	43.304	54.9168	151.743	92.1344	101.315	84.2516	57.4721	81.3814
Wbp7	chr7:30568854-30588726	5.40227	4.70364	6.4907	9.23191	3.81042	9.27573	5.39325	9.13074	4.16938	3.41407	2.90786	7.00825	10.3945	9.19751
Wbscr16	chr5:134148057-134176767	3.38174	3.49917	5.41068	2.37331	3.14707	3.63834	4.87821	2.9996	5.47428	4.40542	1.47641	3.84921	3.59608	3.48321
Wbscr17	chr5:130874950-131307522	0.43126	0.001	0.22164	0.119461	0.287559	0.0649656	0.196742	1.16946	0.909247	0.653151	1.63274	0.700582	0.314609	0.739014
Wbscr22	chr5:135052956-135064666	18.3034	25.1622	28.2941	9.9352	17.4307	13.3297	20.0527	15.1361	20.1794	18.5171	8.67891	16.503	17.9399	13.6094
Wbscr25	chr5:134987432-135001350	0.0458226	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0346064
Wbscr27	chr5:134932372-134942637	0.628088	0.414689	0.531968	0.507526	1.15908	0.89436	1.27928	1.01344	0.949421	0.963028	0.890513	1.11197	0.802476	0.977974
Wbscr28	chr5:134901592-134906733	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wdfy1	chr1:79702261-79761769	11.1142	5.94486	12.9213	6.05226	5.83779	11.1275	7.88395	9.86775	12.5372	7.52568	12.4117	14.0625	10.8338	12.9217
Wdfy2	chr14:62837689-62956886	1.47042	2.28824	2.8319	4.06615	2.71492	2.06176	2.18999	5.92734	1.97984	1.79924	2.55198	4.43373	3.97548	4.52903
Wdfy3	chr5:101832952-102069921	4.21899	5.35998	6.56111	15.2304	3.74197	8.3807	5.79734	10.8405	4.1216	3.67824	5.90521	7.19851	9.25175	11.4397
Wdfy4	chr14:32959546-33185066	0.0273051	1.72125	1.35532	1.08409	2.22999	1.80738	1.51889	0.333688	0.284195	0.147855	0.001	0.421729	0.217305	0.0348107
Wdhd1	chr14:47240943-47276857	0.672144	1.83057	1.46448	1.56152	1.19598	1.40444	0.956148	1.20423	3.56067	1.81693	2.42887	1.57024	1.4868	1.40356
Wdpcp	chr11:21572280-21898686	2.03196	3.29428	2.23967	1.7169	2.03705	2.01481	1.91826	2.44877	4.56435	2.53598	3.05708	2.70067	1.17174	2.30785
Wdr1	chr5:38526812-38561595	83.1975	122.399	122.313	100.587	154.806	80.0724	135.402	103.164	94.2444	117.843	120.705	98.544	113.354	87.7353
Wdr11	chr7:129591862-129635738	6.12201	11.9984	10.7411	8.64989	10.5008	9.64341	10.6536	11.5509	13.6841	10.9107	12.6817	12.2015	11.4211	13.0828
Wdr12	chr1:60076867-60098500	3.54014	7.94788	9.31036	2.34378	4.4291	2.7555	3.2925	4.09171	4.81209	4.52302	3.86075	2.88353	2.5578	3.03923
Wdr13	chrX:8123300-8132858	7.09284	8.02233	10.1028	9.52852	6.02414	11.2981	8.81554	11.4066	9.67387	7.94269	9.46048	12.0068	11.4838	11.4423
Wdr16	chr11:67924805-67965642	0.0429519	0.001	0.001	0.0526485	0.207245	0.0322175	0.001	0.251769	0.0945239	0.0859198	0.133379	0.0287454	0.0208227	0.001
Wdr17	chr8:54629615-54724368	0.0218335	0.001	0.001	0.001	0.001	0.0329829	0.001	0.001	0.001	0.001	0.001	0.0147764	0.001	0.0250118
Wdr18	chr10:79960151-79969246	8.09414	10.0287	13.2205	5.68295	8.10835	4.41696	7.85171	5.40344	8.08377	8.86013	2.88228	7.57608	6.29841	5.8473
Wdr19	chr5:65199695-65260415	0.717626	1.32626	1.17459	1.48963	1.42966	0.679652	1.65281	2.58617	1.59331	1.47054	2.42473	1.83298	1.29653	1.98392
Wdr20a	chr12:110737948-110795028	7.52311	5.97868	5.92067	4.33849	4.45655	6.43519	4.63458	5.335	6.01517	5.08181	7.95707	7.33425	7.25527	8.84339
Wdr20b	chr12:65225516-65228454	0.218979	0.214785	0.123635	0.0216488	0.0980023	0.222559	0.246159	0.165637	0.310975	0.155472	0.0877463	0.193883	0.0753449	0.192281
Wdr24	chr17:25823626-25828730	3.14755	3.51458	4.8706	2.8467	5.80274	3.50585	4.86973	5.32914	3.74426	2.89773	2.80059	5.46336	5.91376	4.43131
Wdr25	chr12:108894271-109028452	1.19046	1.50531	1.89404	1.26813	1.16364	1.02583	1.08892	1.02743	1.93236	0.843422	0.253893	1.17655	1.1896	1.38019
Wdr26	chr1:181173225-181211978	16.6544	26.3461	22.4485	21.3105	17.5322	21.2826	13.0859	23.8474	26.4027	20.6628	25.4901	29.4657	14.0738	32.7287
Wdr27	chr17:14818671-14943124	0.001	0.001	0.001	0.0206463	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wdr3	chr3:100138179-100162403	5.81559	11.872	10.6763	4.98688	5.39456	6.34317	4.29624	5.41696	9.63088	7.79353	7.32912	8.33767	6.04132	8.87306
Wdr31	chr4:62453733-62470872	0.001	0.135158	0.219594	0.0463239	0.227706	0.0567133	0.401157	0.246554	0.826565	0.150033	0.314058	0.150158	0.001	0.170624
Wdr33	chr18:31804056-31908987	10.435	14.001	13.7123	10.4021	11.0401	11.8489	10.0165	12.2725	10.7441	11.8715	25.5707	12.8316	16.383	15.0775
Wdr34	chr2:30031557-30048879	0.96567	0.957315	2.18304	0.951438	1.93655	1.40551	2.23089	2.75582	1.52841	1.60221	0.610214	1.21389	0.934805	0.616213
Wdr35	chr12:8974000-9028847	0.559439	0.186089	0.73036	0.637833	0.389433	0.171679	0.204815	0.85307	1.56393	0.62785	1.41855	0.883961	0.141095	0.481446
Wdr36	chr18:32837224-32866420	8.25616	16.0398	17.5556	8.09821	7.58217	6.18368	7.50563	10.1795	12.6293	10.3876	10.3088	9.87905	7.59227	10.5626
Wdr37	chr13:8802967-8871730	13.4216	9.45496	10.2983	8.23336	5.30131	9.76653	5.53317	12.2544	11.8381	9.5073	12.8085	13.2317	10.4134	19.0189
Wdr38	chr2:38998308-39001584	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0550105	0.368072	0.001	0.001	0.001	0.001	0.0316709
Wdr4	chr17:31494321-31512487	3.54862	5.53385	5.03644	2.7726	1.99457	3.32232	3.01672	3.64497	4.09031	3.83923	1.2348	3.59954	3.53022	3.82935
Wdr41	chr13:94976343-95023316	2.16024	4.3042	4.43756	2.56275	6.46176	3.49704	5.12521	3.21107	4.181	3.62167	3.38941	4.42763	4.13885	3.34921
Wdr43	chr17:71616214-71659031	10.4928	21.1121	19.151	9.58094	7.76484	10.6073	6.17965	10.294	14.0858	10.064	9.47746	9.99945	5.79897	12.1378
Wdr44	chrX:23693116-23806001	4.99963	4.86603	4.81808	3.03663	1.92231	4.11376	1.4903	4.23085	5.52243	3.89085	3.7693	4.69487	1.52094	7.14468
Wdr45	chrX:7722248-7728201	13.6014	15.4059	15.0772	11.7268	24.4591	18.9682	26.0231	22.2221	21.3529	19.0806	16.4479	18.3709	19.2387	17.0897
Wdr45b	chr11:121327202-121354447	26.5467	27.9858	29.5585	19.968	21.9997	18.8699	27.8381	25.3971	36.3995	30.5606	31.7212	30.1836	30.4567	28.4485
Wdr46	chr17:33940722-33949695	8.5326	12.5969	16.2035	7.66857	9.07681	6.26788	11.4666	7.69367	7.7012	7.48117	5.79704	6.0007	7.95496	5.7707
Wdr47	chr3:108591277-108645719	3.2128	3.11666	3.33395	3.70497	2.06443	2.88783	1.64487	3.80688	3.85054	3.28736	3.62135	4.40765	3.34385	5.63628
Wdr48	chr9:119894894-119926579	12.4897	10.4227	10.2977	9.44117	8.77761	8.31065	11.3731	16.3788	11.5524	11.4703	16.8994	14.4109	11.5083	13.6327
Wdr5	chr2:27515146-27536538	13.4679	22.087	19.3842	9.38769	15.8261	12.3257	13.4355	15.5788	14.849	19.7767	13.3948	17.2326	14.1312	16.7928
Wdr52	chr16:44394798-44482428	0.001	0.001	0.001	0.00833134	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00918545	0.00657943	0.0154798
Wdr53	chr16:32247226-32257083	9.87916	5.20626	6.27	3.54563	6.67127	7.19679	3.53199	6.1731	7.95126	7.12295	5.17121	8.18743	3.50248	5.36561
Wdr54	chr6:83152709-83156379	0.240578	0.284628	1.38669	0.438998	0.911003	0.716636	0.362103	0.001	0.869688	0.473494	0.001	0.315815	0.579932	0.418972
Wdr55	chr18:36760238-36763708	5.01849	14.3385	15.389	3.50438	9.4276	3.79681	9.06672	6.34262	11.089	8.49961	7.70639	5.98158	4.14731	4.85335
Wdr59	chr8:111448783-111522107	3.57587	4.58037	5.53891	5.76559	4.90491	6.11085	4.92821	7.36334	4.99447	5.39053	5.72666	6.43409	6.7111	7.24302
Wdr5b	chr16:36041189-36042974	3.19502	1.83581	1.33766	1.19208	1.10757	1.98602	2.08791	1.65483	2.49169	1.94031	3.30358	2.66614	1.72979	2.50799
Wdr6	chr9:108572312-108578670	7.12833	7.99236	11.8952	7.53493	8.68107	9.15314	13.3465	11.7304	10.0695	10.458	5.30401	11.9989	11.0347	11.3699
Wdr60	chr12:116207049-116263025	0.562024	0.789657	0.537719	0.586286	0.503278	0.478269	0.185701	0.813964	0.704201	0.616024	1.24161	0.759677	0.629589	1.23636
Wdr61	chr9:54717154-54734528	29.1947	33.6613	29.123	11.9015	18.0288	18.13	17.1632	15.6202	30.1103	34.4035	17.5351	26.5347	18.688	25.5301
Wdr62	chr7:30240137-30280421	0.81564	1.29553	1.61683	2.42995	1.97888	1.64385	1.32746	1.42593	1.01136	1.68732	1.31856	1.54284	2.36254	1.41703
Wdr63	chr3:146040525-146108036	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0779683	0.001	0.0300468	0.154781	0.0201281	0.001	0.001
Wdr64	chr1:175698592-175815733	0.001	0.001	0.001	0.001	0.001	0.001	0.018106	0.001	0.001	0.001	0.0988186	0.001	0.001	0.0090646
Wdr65	chr4:118554550-118620405	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0470442	0.001	0.001	0.001	0.001
Wdr67	chr15:57912198-57970068	1.10167	1.5068	1.78069	1.74409	1.38152	1.4011	0.908062	1.20786	2.01762	1.54813	1.97526	1.36393	1.16332	1.2133
Wdr69	chr1:83159761-83210572	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wdr7	chr18:63708694-63989759	2.8345	3.6632	4.579	3.80416	2.64729	2.46851	2.56752	4.35493	2.80901	3.671	4.35569	4.13612	2.97973	5.22801
Wdr70	chr15:7873054-8099209	5.77015	11.9708	9.24625	7.01723	8.07399	5.51631	5.87109	6.68307	8.67184	7.28762	8.25148	7.20328	7.36577	6.95673
Wdr72	chr9:74110333-74283203	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0674019	0.0381947	0.0521411	0.001	0.0233122	0.0167219	0.00655231
Wdr73	chr7:80890722-80901269	3.92946	4.97846	6.10252	3.19731	5.59701	5.10135	5.45788	5.60656	8.2898	6.79308	4.04211	6.92575	4.86695	5.14431
Wdr74	chr19:8735838-8740624	18.2272	22.3478	25.7337	10.5063	17.1421	10.7726	12.7447	10.9133	16.7792	19.4875	13.9609	15.2787	11.7766	12.1532
Wdr75	chr1:45795500-45823613	7.73908	16.9277	17.4115	5.64766	6.72261	6.56324	5.35579	5.88316	14.0892	10.7356	8.82912	10.4945	5.45212	9.23046
Wdr76	chr2:121506722-121544859	1.51285	2.02878	1.75227	1.96754	1.62753	2.10254	1.76599	1.90754	1.89173	1.80738	2.96167	1.58671	1.87574	1.77713
Wdr77	chr3:105959497-105969760	4.72614	11.387	11.9401	4.56554	7.15517	5.06472	7.4354	4.52873	9.10584	7.32596	6.87098	7.30341	4.61916	5.1375
Wdr78	chr4:103038064-103114299	0.311671	0.516553	0.246237	0.206509	0.217868	0.0902471	0.0546633	0.26622	0.106313	0.26599	0.522102	0.356555	0.104901	0.237172
Wdr8	chr4:154142371-154156818	8.20841	6.87556	9.14702	3.17927	5.95961	6.63882	6.52161	6.04729	7.09383	9.60309	3.35462	6.98392	6.57473	7.04066
Wdr81	chr11:75440942-75454717	2.18562	2.63767	2.21503	2.93343	2.71765	4.51056	4.10215	3.65085	1.34568	1.5377	0.747421	2.91137	3.6125	3.14286
Wdr82	chr9:106170928-106191706	23.1929	27.1016	22.6163	16.2262	16.0805	16.8083	20.727	23.1932	24.9285	26.767	20.4724	26.8398	28.3291	31.0261
Wdr83	chr8:85075034-85080746	8.24113	13.449	16.9699	7.16495	15.4148	12.0851	14.7551	10.297	11.6088	11.9101	9.17775	10.6439	11.2801	10.4486
Wdr85	chr2:24962421-24973471	3.53397	2.80333	3.43338	1.34491	2.06164	1.76335	3.3471	2.91792	3.80278	3.48999	2.6251	3.30637	3.4932	3.22841
