tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX	FAP 3D NTX	FAP 3D NTX	FAP 4D NTX	FAP 5D NTX	FAP 6D NTX	FAP 10D NTX
Tbx3	chr5:119670668-119684601	0.810983	0.255524	0.851557	0.822174	0.645139	0.739883	0.951674	0.958449	0.258074
Tbx4	chr11:85890062-85916097	2.04214	1.17091	2.21302	1.77214	2.15381	1.516	1.85968	2.73387	2.06621
Tbx5	chr5:119834662-119885218	5.53525	0.207785	0.375594	0.235827	0.0579181	0.001	0.0123883	0.0268948	0.119382
Tbx6	chr7:126781482-126785548	0.195088	0.001	0.001	0.191047	0.0943045	0.001	0.150111	0.194263	0.288916
Tbxa2r	chr10:81328730-81335172	0.0862288	0.0374553	1.8877	2.87141	3.91483	0.432574	1.24821	1.08975	1.93154
Tbxas1	chr6:38918985-39084579	0.0834298	0.0724517	0.001	0.001	0.0805737	0.0597994	0.3084	0.0555203	0.247405
Tc2n	chr12:101648601-101718502	0.077777	0.0424213	0.12158	0.0761826	0.001	0.001	0.001	0.001	0.001
Tcaim	chr9:122805546-122836332	3.47681	0.250574	2.59112	1.85808	1.16745	1.28593	1.41442	1.9737	1.27038
Tcam1	chr11:106276671-106288143	0.001	0.557233	0.209585	0.105199	0.103466	0.269798	0.19881	0.251386	0.195071
Tcap	chr11:98383810-98384953	0.001	0.001	0.151213	0.001	0.001	0.001	1.06057	0.125745	0.188581
Tcea1	chr1:4857693-4897909	49.2134	5.27597	50.6836	44.7752	14.625	63.0184	45.9517	45.2725	24.3941
Tcea2	chr2:181680309-181688051	1.96624	3.04879	1.42294	1.77634	1.83522	1.08012	1.29922	2.58649	2.37847
Tcea3	chr4:136247956-136274899	16.7468	15.5086	18.0441	15.0263	21.9941	7.08046	9.51134	13.7962	18.9013
Tceal1	chrX:136708064-136709866	10.4018	0.49146	7.53047	3.91512	1.8653	3.08412	4.41611	7.25161	4.715
Tceal3	chrX:136666374-136668377	1.58854	1.04524	1.06784	0.673653	0.874299	0.793773	0.600776	0.817378	1.14711
Tceal5	chrX:136200950-136203851	0.265853	0.001	0.288145	0.578037	0.373489	0.442369	0.506686	0.444875	0.978517
Tceal6	chrX:135208685-135210687	0.0794272	0.001	0.0978853	0.0518195	0.257147	0.056698	0.0162372	0.0347821	0.0895726
Tceal7	chrX:136224040-136226100	0.001	0.001	0.001	0.001	0.001	0.001	0.171803	0.122291	0.0611046
Tceal8	chrX:136168983-136172251	50.0684	12.0058	56.1891	55.4715	30.29	86.6928	71.0862	69.3147	29.997
Tceanc	chrX:166499814-166510478	0.507215	0.0505221	0.608889	0.879361	0.356781	0.644766	0.79538	1.33448	1.17427
Tceanc2	chr4:107134161-107178366	2.56783	1.3533	2.31355	1.83252	1.37838	1.48787	1.90362	2.46384	2.48481
Tceb1	chr1:16642764-16656865	45.6111	23.5422	69.3897	55.6353	20.81	77.3806	68.7456	75.8016	20.5952
Tceb2	chr17:23824739-23829109	309.506	1099.85	378.033	219.616	567.844	137.448	126.179	108.053	101.198
Tceb3	chr4:136003369-136021649	17.2802	8.20664	14.3085	14.1509	12.133	20.7804	18.8714	16.6056	13.4955
Tcerg1	chr18:42511486-42575785	11.0289	2.77181	12.2525	13.7808	7.711	16.313	13.6179	14.6339	6.81316
Tcerg1l	chr7:138208971-138397730	0.001	0.001	0.001	0.001	0.001	0.0451766	0.001	0.001	0.001
Tcf12	chr9:71844251-72111819	22.4528	3.12439	30.5092	24.5029	13.7863	30.6023	32.8552	37.3878	28.6321
Tcf15	chr2:152143608-152149096	1.57428	1.12799	0.154576	0.001	0.766705	0.420554	0.001	0.001	0.128448
Tcf19	chr17:35512734-35516824	4.37546	145.128	32.0459	14.5041	15.2317	23.5696	22.5721	19.0715	5.55239
Tcf20	chr15:82808625-82912134	5.73977	1.68179	6.99395	6.06973	3.47129	6.58987	5.69963	6.78479	9.59753
Tcf21	chr10:22817274-22820128	0.001	0.001	0.001	0.13916	0.001	0.001	0.001	0.001	0.001
Tcf23	chr5:30968676-30977018	0.153928	0.0332175	0.0600531	0.0754187	0.111119	0.0552999	0.0594323	0.001	0.11455
Tcf25	chr8:123373752-123404173	51.6522	129.34	73.1577	59.6585	95.1411	66.9695	77.7088	60.0096	47.2675
Tcf3	chr10:80409164-80433653	9.33867	47.198	22.0958	16.8166	25.6086	9.7487	10.066	8.09808	9.93042
Tcf4	chr18:69344491-69687967	31.8199	1.6753	21.3136	18.6098	9.33281	14.1722	16.6869	23.5323	29.9554
Tcf7	chr11:52252603-52282571	0.145978	0.253183	0.114069	0.214489	0.14087	0.157037	0.292474	0.145981	0.361058
Tcf7l1	chr6:72626379-72788956	26.2161	19.948	14.9399	12.8866	24.1622	5.37226	5.95727	5.9672	6.91086
Tcf7l2	chr19:55741809-55933655	10.532	3.21257	9.80208	10.3882	9.64999	4.2997	7.40162	7.75378	12.87
Tcfl5	chr2:180621956-180642691	1.92646	0.996094	0.347406	1.0161	0.965358	1.966	2.10103	3.80288	1.19721
Tchh	chr3:93442329-93449077	0.133898	0.001	0.187967	0.104981	0.0128767	0.0192538	0.0165553	0.0179982	0.0354643
Tchhl1	chr3:93468753-93471980	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tchp	chr5:114707778-114722327	2.41271	0.801043	1.9278	2.03398	1.54122	1.97358	2.21605	2.17601	2.00129
Tcirg1	chr19:3896049-3907133	9.77908	42.5676	23.0286	32.2823	26.6685	12.8626	18.841	15.3051	8.83483
Tcl1	chr12:105216754-105222737	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcl1b1	chr12:105159703-105166625	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcl1b2	chr12:105147032-105155225	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcl1b3	chr12:105191044-105195399	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcl1b4	chr12:105202421-105206993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcl1b5	chr12:105176357-105181145	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcn2	chr11:3917077-3932078	66.7552	21.339	34.0137	51.2376	80.9502	24.0123	34.3725	30.684	56.5669
Tcof1	chr18:60813755-60848964	5.57752	37.1638	10.7532	10.1517	17.1706	12.256	10.1062	8.70327	4.83191
Tcp1	chr17:12916464-12925067	71.0499	233.73	98.7553	75.6025	89.9622	126.379	110.06	87.9139	37.7481
Tcp10a	chr17:7324659-7345860	0.001	0.0457764	0.0641773	0.0275803	0.022641	0.0504982	0.0701843	0.0547848	0.0232227
Tcp10b	chr17:13061110-13082226	0.159238	0.0518301	0.197069	0.124776	0.0256237	0.114159	0.215061	0.220914	0.0656055
Tcp10c	chr17:13354571-13377223	0.001	0.001	0.0333531	0.0250981	0.0205888	0.0459562	0.0671602	0.0285111	0.0317073
Tcp11	chr17:28066746-28080639	0.286724	0.0831337	0.0747512	0.0935928	0.682609	0.001	0.001	0.001	0.0629168
Tcp11l1	chr2:104679979-104712162	0.633424	0.508174	0.847522	0.487663	0.740708	0.584948	0.516876	1.00023	1.36099
Tcp11l2	chr10:84576946-84614355	22.4118	1.52557	12.6424	15.5209	7.73977	8.50029	9.89585	12.3347	16.2854
Tcstv1	chr13:119893387-119894767	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcstv3	chr13:120316861-120318261	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tcta	chr9:108302957-108305951	16.3145	6.06886	12.9262	9.90887	8.21428	6.50589	11.5005	10.4772	10.4443
Tcte1	chr17:45523433-45542677	0.156246	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0172062
Tcte2	chr17:13716435-13761394	0.364641	0.001	0.001	0.118998	0.001	0.001	0.0747111	0.160709	0.199601
Tcte3	chr17:14964191-15010184	0.136902	0.001	0.001	0.001	0.0896616	0.447007	0.12304	0.27231	0.0343914
Tcte3	chr17:15027153-15041559	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tctex1d1	chr4:102986378-103005594	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tctex1d2	chr16:32419701-32428892	9.34477	2.7466	23.4111	13.2206	7.12961	15.5044	9.78468	16.8836	4.68333
Tctex1d4	chr4:117126812-117128730	0.18457	0.0812467	0.434718	0.001	0.001	0.13157	0.0565094	0.241411	0.0602991
Tctn1	chr5:122241514-122264460	4.81505	3.51789	5.45735	7.31012	6.31503	2.9916	3.26377	3.47323	5.89815
Tctn2	chr5:124598748-124627738	4.83349	5.79085	7.45736	5.94811	8.69389	2.96141	3.58236	3.38787	3.93136
Tctn3	chr19:40596445-40612215	3.54773	5.11811	2.90915	2.95436	4.10406	3.14037	4.15897	4.93943	4.88064
Tdg	chr10:82629837-82650494	8.06919	13.2258	2.39213	2.73212	7.63717	1.71296	1.34395	1.8736	1.64435
Tdgf1	chr9:110939607-110946158	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdh	chr14:63492346-63509092	0.0881332	0.001	0.0689123	0.001	0.001	0.001	0.001	0.117205	0.348332
Tdo2	chr3:81958413-81975728	5.76664	0.001	0.161137	0.001	0.001	0.001	0.001	0.001	0.0338738
Tdp1	chr12:99884514-99955216	9.92484	25.9143	9.94737	6.2717	10.8191	10.6726	9.5683	9.00689	4.5637
Tdp2	chr13:24831658-24842153	11.0188	2.89968	11.6159	10.5469	2.78133	8.43633	8.69136	9.99907	5.72093
Tdpoz1	chr3:93669332-93676283	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdpoz2	chr3:93651541-93652686	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdpoz3	chr3:93826019-93827117	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdpoz4	chr3:93796397-93797510	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdrd1	chr19:56826208-56870012	0.001	0.001	0.001	0.0313877	0.0462692	0.0460705	0.0396358	0.0430392	0.03183
Tdrd12	chr7:35493609-35537744	0.001	0.001	0.162466	0.101664	0.100421	0.001	0.001	0.0688467	0.001
Tdrd3	chr14:87416582-87545508	16.9846	1.67818	10.7372	10.2791	5.02725	9.78398	10.2611	10.7513	10.2049
Tdrd5	chr1:156255295-156303348	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tdrd6	chr17:43615334-43630299	0.0219976	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0218576
Tdrd7	chr4:45987461-46034759	9.05432	2.95309	14.5578	16.1025	7.6949	13.9496	11.8952	11.9189	9.03879
Tdrd9	chr12:111971558-112068854	0.001	0.001	0.001	0.0319681	0.001	0.0468925	0.0100797	0.001	0.001
Tdrkh	chr3:94413317-94431499	1.09638	0.184574	0.475717	0.119345	0.20554	0.437116	0.244252	0.284853	0.221184
Tead1	chr7:112679319-112906805	6.58989	2.05184	11.9256	11.7221	9.70724	19.8737	14.4887	19.8755	11.1403
Tead2	chr7:45215752-45233619	1.93955	34.1988	8.73148	4.40752	9.39911	7.39821	8.58266	7.95892	6.93091
Tead3	chr17:28331672-28350805	5.56337	11.0766	8.22552	9.5381	13.2537	6.41333	9.21087	8.04515	7.64858
Tead4	chr6:128227142-128300813	0.0544064	0.001	0.21244	0.373203	0.175392	0.001	0.134338	0.181979	0.0539196
Tec	chr5:72755722-72868448	1.56034	0.001	0.245866	0.370051	0.0910651	0.180695	0.155321	0.333498	0.344359
Tecpr1	chr5:144195346-144223578	1.78019	4.7567	5.26049	4.00855	6.1974	2.17726	2.15277	2.21039	3.57053
Tecpr2	chr12:110889263-110972394	1.0479	1.37046	1.43363	1.14335	1.41582	1.59274	1.71196	1.95579	1.93876
Tecr	chr8:83571697-83594491	91.4549	337.331	116.118	77.1087	204.988	67.6993	84.6658	59.6607	39.2149
Tecrl	chr5:83278121-83355195	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tecta	chr9:42329621-42399929	0.0211271	0.001	0.0329459	0.0207069	0.0304635	0.121556	0.124121	0.0710666	0.0279921
Tectb	chr19:55180884-55196313	0.001	0.001	0.001	0.0579286	0.001	0.001	0.001	0.001	0.001
Teddm1	chr1:153891645-153893060	0.001	0.001	0.001	0.001	0.001	0.001	0.0371487	0.001	0.0396998
Tef	chr15:81802672-81826863	10.0734	13.0856	10.0353	8.39134	7.86981	7.37213	8.44469	6.14202	8.49205
Tefm	chr11:80136677-80142153	3.49964	2.9425	3.5854	2.89871	3.91482	2.11662	3.34814	3.72895	1.81053
Tek	chr4:94739299-94874939	72.6892	1.86311	9.39843	6.21724	4.51333	3.05594	3.64933	3.60177	8.28514
Tekt1	chr11:72344719-72361880	0.001	0.001	0.0953266	0.001	0.001	0.001	0.0374151	0.001	0.001
Tekt2	chr4:126322120-126325199	2.5016	0.991502	2.40317	0.890668	0.660395	0.0813684	0.559411	0.828017	0.710041
Tekt3	chr11:63061658-63094960	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tekt4	chr17:25471589-25476594	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tekt5	chr16:10361253-10395448	0.001	0.001	0.106403	0.001	0.001	0.001	0.001	0.001	0.001
Telo2	chr17:25099568-25115967	3.05976	29.5014	6.55098	5.46244	6.01222	3.19915	4.04766	3.59372	3.33134
Ten1	chr11:116198854-116215318	15.9495	25.723	17.9954	11.6005	18.5338	9.46439	10.8178	10.9285	7.86974
Tenc1	chr15:102102987-102116401	55.6324	24.6561	21.6997	20.4935	29.4271	8.38995	13.16	11.5981	14.5677
Tenm1	chrX:42532392-43274786	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00612493
Tenm2	chr11:36006668-36944243	0.617485	0.0136257	0.320901	0.0775949	0.0836763	0.0227806	0.0146919	0.001	0.0682083
Tenm3	chr8:48225664-48674690	3.61869	0.799573	4.31335	2.98114	3.61879	6.06822	4.92195	9.63621	10.6729
Tenm4	chr7:96210636-96908554	0.0434395	0.001	0.0564345	0.212894	0.493886	0.125012	0.143332	0.146291	1.13735
Tep1	chr14:50824060-50870554	3.77086	3.89908	6.78098	5.23749	8.85121	3.82996	4.54151	4.87162	4.15588
Tepp	chr8:95311597-95321329	0.303523	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Terc	chr3:96414436-96414833	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Terf1	chr1:15805657-15843429	7.31128	1.97255	9.42649	6.55438	1.54374	8.18413	7.82583	9.83458	3.28576
Terf2	chr8:107069401-107096545	8.96468	8.47043	7.02165	7.2251	5.70061	6.4845	8.60989	9.49985	7.10519
Terf2ip	chr8:112011358-112020528	6.96778	2.06668	3.04602	2.46925	1.67737	2.66719	3.30669	3.02193	3.47917
Tert	chr13:73627000-73649041	0.185744	0.561767	0.326207	0.454999	0.469586	0.400209	0.759833	0.715343	0.659977
Tes	chr6:17065148-17105825	2.3262	2.41861	1.71338	2.01837	2.17961	8.20133	5.53353	7.14197	2.19305
Tesc	chr5:118027823-118061870	0.388031	0.513089	0.001	0.001	0.0944696	0.001	0.001	0.001	0.063335
Tescl	chr7:24333079-24333965	0.001	0.001	0.001	0.001	0.001	0.14878	0.001	0.001	0.001
Tesk1	chr4:43442276-43448075	4.03256	20.9571	5.7129	6.05591	11.6701	4.43939	5.33266	3.61265	5.50651
Tesk2	chr4:116720954-116804248	1.90107	1.14177	2.67991	3.15609	2.46782	2.61603	4.1069	5.26415	2.4946
Tespa1	chr10:130322851-130362642	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tet1	chr10:62804569-62880014	0.806048	0.001	0.282083	0.181511	0.178156	0.213091	0.232547	0.376985	1.41918
Tet2	chr3:133463676-133544390	2.55521	0.0651102	1.69054	2.32327	1.00965	1.91069	1.78339	2.48995	3.83237
Tet3	chr6:83362373-83441678	3.07641	0.5221	2.486	1.75672	1.78972	1.49252	1.73308	2.45244	4.1393
Tex10	chr4:48430955-48473422	6.9277	4.45948	7.15894	7.1296	4.65721	9.87762	9.44581	8.94089	5.97805
Tex101	chr7:24668011-24672050	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex11	chrX:100838647-101059639	0.0981635	0.001	0.098596	0.144271	0.001	0.271581	0.001	0.29701	0.016219
Tex12	chr9:50557147-50561268	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex13	chrX:140808306-140813433	0.0775424	0.001	0.001	0.001	0.001	0.001	0.001	0.0516552	0.0255623
Tex13a	chrX:138208164-138209580	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex14	chr11:87405064-87555823	0.13169	0.001	0.0770164	0.0644432	0.126755	0.0236319	0.0203189	0.0441487	0.0435775
Tex15	chr8:33570543-33585585	0.0367723	0.001	0.0430026	0.0180211	0.001	0.0132253	0.0113723	0.0742519	0.0365494
Tex16	chrX:112093519-112127326	0.001	0.001	0.001	0.001	0.001	0.0285837	0.001	0.001	0.001
Tex19.1	chr11:121146142-121148313	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0637861	0.001
Tex19.2	chr11:121116214-121118677	0.001	0.001	0.001	0.001	0.001	0.001	0.0247777	0.001	0.001
Tex2	chr11:106502138-106612930	8.97494	7.41194	5.98669	4.3511	4.43916	4.35388	3.86115	3.599	3.44244
Tex21	chr12:76198689-76246746	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex22	chr12:113074501-113088914	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex24	chr8:27344393-27349188	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex26	chr5:149439705-149470620	0.974566	0.001	0.254806	0.476847	0.473403	0.231849	0.398372	0.319884	0.159492
Tex261	chr6:83770413-83775812	28.7201	74.6532	35.7911	25.5941	41.8812	34.5538	35.3519	29.8586	22.6467
Tex264	chr9:106658745-106685948	38.6992	76.566	48.1838	35.0813	56.6164	29.8287	33.0873	21.522	30.4684
Tex28	chrX:74150943-74167838	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex29	chr8:11840520-11855761	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex30	chr1:44086616-44102388	4.11848	1.38101	7.31445	4.97205	1.664	10.1055	7.62942	6.42629	1.66606
Tex33	chr15:78378399-78395912	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex35	chr1:157099147-157108645	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0670482
Tex36	chr7:133587023-133602115	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex37	chr6:70913088-70918922	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex38	chr4:115779833-115781034	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tex40	chr19:6922425-6925380	0.001	0.65067	0.38465	0.001	0.477727	0.173622	0.447261	0.474557	0.317725
Tex9	chr9:72458054-72491959	1.38632	0.157414	1.13855	0.715011	0.368652	1.10107	1.18336	1.4197	0.760312
Tfam	chr10:71225476-71238044	8.4344	2.23001	6.36126	5.45722	2.81656	6.58154	6.5311	6.49399	3.99032
Tfap2a	chr13:40715674-40733823	0.001	0.0728197	0.17525	0.001	0.162234	0.0402731	0.294317	0.112549	0.15268
Tfap2b	chr1:19208913-19238734	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tfap2c	chr2:172549592-172558621	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tfap2d	chr1:19103021-19166332	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tfap2e	chr4:126716002-126736269	0.232508	0.001	0.001	0.001	0.0748163	0.001	0.0238828	0.001	0.001
Tfap4	chr16:4544660-4559720	3.0288	5.4586	1.03186	0.988904	1.0121	1.28069	0.78974	1.18987	1.15206
Tfb1m	chr17:3519255-3557713	4.13476	2.48389	4.14948	2.02385	2.56695	3.14105	3.09602	3.83887	2.03568
Tfb2m	chr1:179528055-179546267	6.89402	0.689204	4.66057	4.61059	1.75827	7.03852	5.92789	7.52166	4.24341
Tfcp2	chr15:100502795-100551947	3.45141	1.0811	3.70963	3.77377	2.79487	3.34037	4.06064	5.49097	4.41297
Tfcp2l1	chr1:118627944-118685168	0.049939	0.001	0.00324422	0.0163161	0.001	0.011975	0.00772294	0.0224154	0.0275798
Tfdp1	chr8:13339673-13377702	21.7673	48.4677	53.471	39.8352	34.6638	74.1369	62.1112	53.6723	24.1793
Tfdp2	chr9:96196274-96323646	3.06651	0.3303	2.43502	1.95389	1.06757	1.60178	2.05889	2.6535	3.57221
Tfe3	chrX:7762660-7775202	15.8079	45.0361	17.782	16.2404	25.5304	16.4746	17.6296	13.1084	11.5512
Tfeb	chr17:47737036-47792416	6.98296	19.4302	4.5426	4.31362	6.46756	0.978132	1.96929	1.53164	2.69885
Tfec	chr6:16833380-16898441	0.001	0.001	0.001	0.001	0.001	0.0671141	0.0288418	0.001	0.0308425
Tff1	chr17:31161395-31165053	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tff2	chr17:31141061-31144282	0.369316	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tff3	chr17:31125305-31129611	1.01891	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tfg	chr16:56690328-56717450	60.9932	28.1097	49.2122	53.3773	49.7342	68.4589	65.8976	55.0274	35.8007
Tfip11	chr5:112326368-112338073	6.08608	21.7565	4.47067	4.34107	10.1055	3.40717	4.50253	4.13748	4.55634
Tfpi	chr2:84432859-84476775	18.166	6.29064	36.6985	25.5453	9.00262	34.3534	26.4141	36.5087	16.3289
Tfpi2	chr6:3962594-3968354	15.4163	5.05238	39.5466	85.6086	42.1492	165.365	126.593	111.128	30.5875
Tfpt	chr7:3620323-3629884	13.0361	30.0382	7.54117	10.6839	8.46991	7.55916	9.0919	6.95254	5.22662
Tfr2	chr5:137569850-137587481	0.164494	0.094868	0.470945	0.376047	0.528411	1.73194	3.26552	3.74044	2.37245
Tfrc	chr16:32608895-32632794	1.49932	2.07716	4.82755	4.37672	0.506382	10.7997	5.68776	5.61219	0.717868
Tg	chr15:66670769-66850720	0.0183239	0.205071	0.0999996	0.0538803	0.255356	0.856737	0.731033	0.431675	0.0910648
Tgds	chr14:118111910-118132765	6.26858	1.87428	12.4424	11.5751	4.48447	11.5756	11.9049	12.6836	5.1567
Tgfa	chr6:86195250-86275449	0.484526	0.17692	0.116322	0.0365235	0.0538069	0.0535637	0.001	0.050007	0.0123287
Tgfb1	chr7:25687001-25704996	21.8021	96.6102	10.6042	20.8172	106.98	11.3017	14.9826	9.19335	12.1242
Tgfb1i1	chr7:128246870-128253712	32.1741	42.8036	21.4223	23.772	73.1959	22.0737	30.0903	21.5251	18.3202
Tgfb2	chr1:186623185-186705992	24.7498	1.24655	9.30387	14.455	10.0686	19.1732	10.3675	8.27418	10.9818
Tgfb3	chr12:86056742-86079041	30.097	4.89707	17.4358	55.8006	82.1164	44.7839	56.7373	58.012	90.7537
Tgfbi	chr13:56609602-56639339	289.9	51.5446	79.4998	100.375	121.947	120.776	85.3026	69.9868	89.5827
Tgfbr1	chr4:47353304-47414924	15.6996	0.379847	14.9511	15.9532	3.32441	12.5545	9.73923	11.855	13.1714
Tgfbr2	chr9:116087694-116175363	216.288	35.3177	56.3555	67.7931	113.917	83.3224	96.1602	77.4632	118.071
Tgfbr3	chr5:107106569-107289595	85.9524	13.0838	69.8204	51.7287	39.8663	31.0302	37.532	48.7481	36.2814
Tgfbrap1	chr1:43047268-43098622	7.64186	5.73661	4.53063	3.64793	4.77333	4.43972	4.47111	4.90735	5.69424
Tgif1	chr17:70844204-70853532	29.6026	17.9476	57.9501	68.5578	32.6728	53.6876	39.6111	32.3263	12.3583
Tgif2	chr2:156840076-156855531	1.09526	2.96828	2.83599	4.29219	2.41706	6.9098	4.2862	3.35246	1.88448
Tgif2lx1	chrX:118427234-118428256	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgif2lx1	chrX:118479707-118480729	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgif2lx2	chrX:118427226-118428258	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgif2lx2	chrX:118479705-118480737	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgm1	chr14:55700008-55713492	0.0584601	3.34117	1.00489	1.6618	1.77604	1.63722	2.43604	3.01014	0.503317
Tgm2	chr2:158116404-158146392	19.9587	66.9608	19.9084	32.7115	57.4654	36.9325	40.3195	27.943	13.9797
Tgm3	chr2:130012373-130050399	0.0383942	0.0497121	0.001	0.0376235	0.0923878	0.0551741	0.0355783	0.0515035	0.0253978
Tgm4	chr9:123034740-123067558	1.39623	5.66437	2.22613	2.33683	3.00019	2.42184	2.72813	2.33311	1.72886
Tgm5	chr2:121046110-121085759	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgm6	chr2:130123284-130154225	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgm7	chr2:121093588-121109791	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tgoln1	chr6:72608420-72617000	48.3272	6.41696	25.7652	29.5448	14.2563	30.537	26.4799	32.1887	26.1312
Tgoln2	chr6:72610956-72616748	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Tgs1	chr4:3574878-3616623	4.98606	0.816581	2.04447	3.63781	2.01395	2.92915	3.31673	4.76173	2.8895
Tgtp1	chr11:48985328-48992246	1.23095	0.0247727	0.827117	4.45001	1.17269	1.69862	2.57609	1.8627	1.47785
Tgtp2	chr11:49057195-49064212	1.68453	0.0247069	1.49379	6.63878	2.21533	3.38832	4.95952	3.18124	2.69338
Th	chr7:142892775-142899966	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tha1	chr11:117867948-117873526	0.631992	0.627815	0.847211	1.68001	1.78839	0.582197	1.5012	1.44025	0.802733
Thada	chr17:84190055-84466208	3.70498	3.83147	2.91919	1.76765	2.7415	2.73534	2.26114	2.63832	2.88986
Thap1	chr8:26158168-26164151	3.67119	0.655369	2.36237	1.97436	2.5353	2.99441	2.61838	2.92794	1.63814
Thap11	chr8:105855102-105856950	16.923	13.6676	8.71286	6.60021	10.7226	6.05204	9.15843	9.43741	7.39775
Thap2	chr10:115369965-115384435	3.12846	0.4035	3.64465	3.88892	1.34914	4.9632	3.38769	3.69019	2.66991
Thap3	chr4:151982637-151988986	4.55957	14.9051	12.34	8.29727	5.09691	2.76197	3.10216	2.21429	4.59827
Thap4	chr1:93705390-93754838	14.7122	41.9741	10.6679	10.771	15.9938	11.2564	10.4938	8.2875	5.90081
Thap6	chr5:91962881-91972137	1.0361	0.0745766	1.85305	2.28431	0.685864	2.04673	1.99965	2.22771	1.04478
Thap7	chr16:17527981-17531052	8.91481	48.7972	9.71371	7.54193	18.7737	4.4241	6.07249	5.4661	5.49481
Thbd	chr2:148404470-148408188	219.048	39.7038	188.146	127.348	40.1577	35.2739	25.9702	17.4551	20.7873
Thbs1	chr2:118111921-118127133	77.3583	72.1045	288.598	421.172	231.392	360.342	269.035	227.581	183.542
