tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
Tnpo1	20.3096	15.3708	17.407	19.4763	15.6529	8.28073	18.4852	25.0759	13.471	19.9949	0.001	8.03948	9.73408	11.1775
Tnpo2	10.4795	12.0062	9.24417	10.2932	6.4151	7.30536	12.9179	10.4032	12.6968	12.7105	0.001	10.5582	11.2348	9.18029
Tnpo3	17.0839	9.66057	12.0164	14.3585	12.5511	6.88873	10.9961	13.9367	11.619	13.0053	0.001	10.8277	7.33093	12.7816
Tnr	0.148312	0.0870117	0.154694	0.465827	0.182113	0.0719403	0.0454252	0.001	0.001	0.018482	0.001	0.001	0.0378043	0.001
Tnrc18	4.78154	12.0833	7.67299	6.83804	5.3437	4.49408	9.31943	6.81403	8.13127	9.04649	10.9439	6.27361	7.67026	13.7937
Tnrc6a	5.08516	3.35748	4.64669	4.18669	3.46592	2.28479	4.08828	6.16059	4.76583	4.91716	13.3571	3.44399	4.33645	6.05464
Tnrc6b	0.951104	1.36795	1.16015	1.04286	1.10675	1.25627	2.45415	3.59617	2.07518	2.34745	0.001	0.979618	2.39066	3.21852
Tnrc6c	2.21953	3.56516	3.21495	3.14597	3.10564	2.5551	4.39608	4.53891	5.17006	3.51007	0.001	2.08611	4.87919	5.79624
Tns1	5.38229	11.9707	8.88824	9.07342	9.85532	10.6687	18.905	16.36	13.5736	11.4874	0.001	11.9283	5.37554	10.3692
Tns3	22.0132	30.1389	29.2829	28.3354	19.638	22.3008	41.6618	34.0569	24.7542	27.7613	0.001	16.1879	11.2862	18.4684
Tns4	0.535123	1.17759	1.1328	1.10938	1.01002	2.24076	1.99858	2.29265	2.38911	2.84313	0.001	2.51682	1.45874	1.69728
Tnxb	1.33363	0.284105	0.332141	0.825325	0.215961	1.33325	0.560236	1.53496	1.79037	0.873529	0.001	4.44185	1.44926	0.549779
Tob1	24.5664	6.56179	16.9046	12.9539	18.1201	4.08596	7.98496	7.02984	15.9633	23.5412	212.363	11.2541	9.54425	50.8656
Tob2	37.3049	20.7656	35.4411	27.9963	18.0995	11.8272	21.0771	22.668	33.0628	39.0086	0.001	31.6027	24.4055	75.0596
Toe1	5.7494	4.48806	5.31065	5.4401	3.5559	5.31445	4.58376	5.11933	5.64627	5.30125	0.001	5.97257	4.25513	5.47046
Tollip	56.416	40.3464	37.9996	36.5832	40.523	17.5958	28.5151	21.9954	21.7034	23.2961	63.1294	16.4592	18.7166	26.1696
Tom1	28.4097	42.9995	36.4556	37.6304	35.3749	39.8693	36.5044	22.3983	25.8367	27.3606	0.001	28.802	17.9571	17.7848
Tom1l1	0.335127	0.0591637	0.179217	0.342993	0.0989901	0.260499	0.197981	0.512251	0.286998	0.55188	0.001	0.271905	0.566205	0.201126
Tom1l2	2.10697	2.33912	2.27875	2.27604	2.05884	2.3404	3.58359	3.03235	4.185	4.37411	0.001	6.37479	4.4316	3.4901
Tomm20	30.2476	19.3178	20.0388	22.7352	26.8052	15.2454	16.6942	20.0605	20.2745	25.2438	0.001	18.7897	17.8742	20.6052
Tomm20l	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tomm22	96.2005	103.517	106.668	117.077	118.274	101.966	89.9471	91.1917	103.013	95.7375	0.001	101.557	99.2455	80.767
Tomm34	10.5274	13.2651	12.5165	8.98476	16.257	14.458	13.8182	16.7259	20.4508	8.558	0.001	11.1701	22.938	22.2414
Tomm40	21.9159	57.9504	28.2638	31.3495	32.9708	26.1949	31.2459	17.7874	23.8103	15.0352	0.001	18.2894	18.3977	18.9501
Tomm40l	6.70884	7.42269	11.0133	13.5524	9.45903	9.22397	11.1571	6.24194	8.33739	8.91507	0.001	15.1406	4.87202	5.05421
Tomm5	46.4476	56.5305	51.8237	63.4591	62.3221	50.4411	41.2034	38.3249	66.9204	57.1661	765.54	72.5845	64.2065	41.7611
Tomm6	50.3834	111.255	63.7903	65.9975	99.026	127.958	74.5171	63.4174	82.7103	41.9462	0.001	58.4221	75.4145	60.2217
Tomm7	60.8746	59.9531	70.8464	76.9224	63.7507	86.2205	45.7039	47.7014	56.0425	64.2201	0.001	114.89	78.3468	44.3279
Tomm70a	21.1089	8.555	15.9164	18.5204	15.1568	6.47581	10.9009	15.978	11.2803	14.3426	0.001	8.2815	8.06617	11.4057
Tomt	0.109098	0.001	0.387768	0.926501	0.430665	0.265423	0.404669	0.544671	0.563332	0.572285	0.001	0.441973	0.841415	0.476388
Tonsl	0.255853	0.858853	0.42866	0.821247	0.754289	0.977581	1.82337	0.718078	1.02291	0.621843	0.001	0.844285	2.22713	1.18609
Top1	35.6086	8.28837	20.1721	15.8358	19.3289	4.39642	12.8697	21.1096	9.61799	17.7807	60.6861	4.27828	5.26883	12.5644
Top1mt	2.24073	1.7811	1.79642	2.29152	2.64859	2.72225	2.04247	1.99973	2.75292	2.06905	0.001	3.33219	2.89893	1.95618
Top2a	3.6337	1.45258	7.89229	12.1425	7.20211	2.43291	14.4193	16.3966	9.57978	7.21332	154.326	5.61333	6.03725	6.6183
Top2b	12.4363	3.33916	7.88492	7.08917	8.85985	1.73164	5.52601	13.8965	7.24249	12.2857	81.4305	4.70645	4.37479	6.61441
Top3a	2.38642	3.18458	3.22993	3.37206	1.81259	2.94775	4.24456	4.06123	4.28876	3.02884	0.001	3.08346	2.74047	3.59908
Top3b	5.45873	10.0098	6.44177	7.11702	5.75527	10.3526	8.86191	8.95823	11.0067	6.50638	0.001	9.01412	14.5175	9.74021
Topaz1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Topbp1	5.30596	2.93301	5.6077	7.34267	5.95721	2.73867	5.40933	7.48486	4.31081	5.66768	0.001	4.03469	5.72717	6.22204
Topors	8.92942	2.4304	7.66303	7.55047	6.66881	2.62708	5.45876	8.9402	5.41415	12.5416	0.001	6.56716	3.92903	9.48151
Tor1a	25.0938	31.0854	28.8269	26.3634	26.0398	38.5226	29.3477	29.9978	36.1141	30.0804	0.001	32.1335	32.2918	27.0352
Tor1aip1	58.7505	37.0674	60.2771	56.3912	31.0319	37.5058	56.9262	76.4843	54.242	37.9435	0.001	41.3146	29.3251	38.6063
Tor1aip2	40.1569	21.5968	49.7223	50.3558	28.7475	34.2975	42.8684	50.362	34.5961	28.4061	46.5051	29.1529	31.7384	29.2323
Tor1b	12.1402	12.0271	11.0817	13.3418	10.7498	12.4291	16.6611	18.2663	17.038	15.4329	0.001	15.3782	11.9787	12.0243
Tor2a	21.0107	27.7907	31.5171	37.5886	31.5981	28.5538	31.1399	22.8385	27.5801	34.591	0.001	33.4581	18.0871	17.2538
Tor3a	28.2842	12.8275	40.8778	34.694	9.48159	39.5871	48.7138	69.3853	48.2486	21.7183	36.0648	39.9138	20.9158	13.837
Tor4a	3.60486	10.3997	7.57964	10.2999	5.80285	23.67	18.608	21.0204	31.9444	14.6968	0.001	22.4382	21.5854	9.28008
Tox	0.481017	0.127205	0.34345	0.001	0.0236559	0.537105	0.230412	0.256762	1.9524	0.107963	0.001	0.195257	7.89013	5.27395
Tox2	0.001	0.001	0.001	0.001	0.001	0.124792	0.001	0.131074	0.110151	0.001	0.001	0.17345	0.395002	0.630338
Tox3	0.001	0.0376139	0.076227	0.0364981	0.0839472	0.001	0.0314392	0.0650611	0.16404	0.031932	0.001	0.086654	0.114455	0.162985
Tox4	19.6031	20.2269	22.0802	21.2941	15.7264	20.7012	23.9306	24.1283	22.455	19.1178	0.001	19.1408	19.3874	19.4444
Tpbg	0.386535	0.0510718	0.0690361	0.297567	0.589004	0.131316	0.199198	0.11777	0.0659839	0.144554	0.001	0.001	0.0147956	0.326789
Tpbpa	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tpbpb	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tpcn1	7.06493	22.2238	18.7368	20.0982	19.7198	43.4934	58.1372	43.4625	41.6487	33.6277	0.001	22.7814	15.1332	18.3529
Tpcn2	23.5044	34.2111	24.5531	27.9777	26.1747	26.9598	27.4021	18.4242	17.8688	23.681	0.001	16.922	7.20207	14.337
Tpd52	212.25	128.858	212.231	221.794	240.294	153.153	174.848	268.151	165.816	230.378	0.001	117.3	77.5705	124.589
Tpd52l1	0.001	0.001	0.001	0.001	0.001	0.171142	0.0870263	0.001	0.001	0.001	0.001	0.001	0.316645	0.0319899
Tpd52l2	15.9354	15.2844	19.8077	20.6067	19.1301	19.3789	16.9259	15.8569	20.222	21.0514	0.001	25.717	15.6576	13.7977
Tpgs1	3.03522	28.0928	9.787	14.0186	22.8422	38.1039	33.6766	27.7526	40.3861	16.7616	0.001	20.9397	25.9326	17.6266
Tpgs2	2.93691	4.21482	3.52887	4.10662	5.16464	5.60316	4.35907	3.03902	3.65484	2.94084	0.001	4.87258	3.91957	2.67682
Tph1	1.7716	0.904008	0.0282667	0.0270777	0.0466327	0.142476	0.0232718	0.14447	0.875302	0.217205	0.001	0.256978	0.970073	3.23
Tph2	0.001	0.001	0.001	0.001	0.0258334	0.001	0.001	0.001	0.001	0.0392954	0.001	0.001	0.0201359	0.001
Tpi1	193.614	274.109	307.159	299.405	258.637	303.758	257.326	136.256	196.999	203.44	790.627	233.596	123.515	103.646
Tpk1	2.10281	0.546812	1.97219	1.47354	1.51192	1.152	1.72954	3.80582	3.29647	5.00285	0.001	2.18826	1.57139	3.04426
Tpm1	24.5419	21.5079	30.7264	34.8887	35.7246	40.4502	30.8544	23.9903	29.9318	47.9701	1032.41	84.6206	30.4403	25.2121
Tpm2	1.27019	1.47525	1.01295	0.9123	1.05316	5.26143	4.04805	2.50349	5.75364	7.50615	58.3293	21.5607	11.9492	2.77201
Tpm3	404.343	606.034	437.166	416.94	448.675	487.311	390.229	368.584	418.739	288.938	0.001	295.6	438.123	350.609
Tpm4	201.151	134.659	157.469	179.774	155.513	76.9941	97.0982	102.733	77.2735	120.076	529.433	124.698	114.49	117.083
Tpmt	0.912324	0.156404	1.04025	0.974269	1.04705	1.03357	0.859325	1.15985	0.953114	1.49795	0.001	1.44007	0.602326	0.552966
Tpo	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tpp1	51.0987	76.4989	91.4816	97.0136	92.6716	119.114	136.654	140.283	93.4158	112.135	0.001	62.6713	27.2663	53.4118
Tpp2	22.0261	8.29875	13.8369	14.663	13.2286	5.66449	10.7598	18.6445	9.18081	16.1903	49.726	5.79656	7.30025	10.5161
Tppp	0.393737	0.115511	0.117324	0.134888	0.219192	0.114598	0.144737	0.309459	0.492214	0.117763	0.001	1.59942	0.331247	0.694286
Tppp2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tppp3	135.282	204.565	84.1628	82.7545	78.3535	22.1952	33.6041	30.1072	41.8549	23.6807	269.228	95.1719	48.7205	57.2921
Tpr	20.6581	7.80697	13.2952	10.235	9.92755	3.93917	11.29	20.5982	7.87081	15.3513	15.046	3.23669	3.71228	5.77571
Tpra1	7.14391	24.7974	19.4329	22.03	28.5346	34.456	41.4774	31.9682	31.6595	28.2566	0.001	22.5155	19.4017	18.6429
Tprg	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tprgl	33.1004	52.4533	42.8921	47.236	49.3701	50.9773	46.8749	54.7613	74.9257	60.985	0.001	98.5014	94.3975	55.9296
Tprkb	7.07015	3.59356	6.20432	7.34064	5.21103	5.48276	5.11285	5.8588	7.22489	9.09276	171.805	7.45903	5.94965	6.31038
Tprn	1.66267	3.96609	3.05502	2.67428	1.73164	4.24976	4.36096	2.55465	5.76716	2.96357	0.001	4.46627	4.96694	3.40111
Tpsab1	22.3903	0.987785	4.91556	0.471243	3.08916	0.542267	0.258919	0.643574	1.88652	0.208713	0.001	3.10676	5.02803	18.4449
Tpsb2	26.1622	35.4442	7.56649	12.6733	12.3782	14.8573	7.70626	6.95648	74.6163	7.13508	0.001	194.21	235.64	171.785
Tpsg1	0.001	0.326423	0.001	0.001	0.242501	0.0597677	0.001	0.141676	0.370384	0.0920345	0.001	1.49142	0.521501	1.30691
Tpst1	14.8041	4.66871	11.8997	10.6081	4.3071	5.27977	9.91467	15.2532	11.0299	10.6336	0.001	15.0911	5.68756	9.29049
Tpst2	38.0031	69.4996	45.9161	43.0555	53.5757	48.0232	44.4068	41.0764	49.084	31.7995	68.6107	39.8785	45.5449	42.4992
Tpt1	4396.59	4419.29	4363.63	4526.75	5317.63	4302.65	3703.17	4403.86	4609.71	4300.86	3998.3	6341.27	6016.48	4545.06
Tpte	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0206848	0.001	0.001	0.001	0.001	0.001	0.001
Tpx2	1.00209	1.01042	4.65796	5.2513	3.58607	5.44239	10.287	8.40436	6.90619	3.27619	223.279	3.67155	5.87816	4.683
Tra2a	71.7928	14.7227	28.5094	30.9134	36.9336	12.9524	16.4287	23.8123	19.4036	27.4591	204.059	32.2968	19.9809	57.1601
Tra2b	90.9836	27.4433	51.6894	54.5568	53.9262	29.445	33.6369	40.2255	30.4708	42.1279	0.001	42.9791	42.285	69.9043
Trabd	17.9802	23.612	23.3012	28.6118	21.1593	17.1537	19.146	11.7282	17.6472	17.3312	0.001	19.2441	23.8413	15.7292
Trabd2b	0.120228	0.001	0.0716823	0.0171727	0.0787146	0.106897	0.0883315	0.0456893	0.034134	0.104863	0.001	0.203535	0.130183	0.0819536
Tradd	7.41172	15.3709	15.3393	15.741	12.2757	11.0239	12.4455	8.0888	13.7541	10.3933	0.001	14.1567	8.65326	7.77292
Traf1	82.5065	16.9705	50.8465	28.3931	29.8258	13.9484	9.91116	3.35803	18.2511	10.3882	52.0902	15.9018	45.1798	32.6568
Traf2	9.80913	4.10145	10.4261	7.48752	5.20476	7.59656	5.63017	6.33009	12.0821	6.51914	0.001	11.7611	11.8695	10.2905
Traf3	8.74456	4.25852	6.06187	5.54872	4.61422	2.58769	4.41831	2.49247	4.26027	4.18684	0.001	2.66124	3.85943	7.85666
Traf3ip1	0.813938	1.00722	1.00387	0.861977	0.6287	0.733596	1.35537	1.23999	0.893266	0.985681	0.001	0.865593	0.831056	1.36355
Traf3ip2	0.621852	1.3493	0.725796	0.490537	0.988022	1.50947	1.53339	0.729513	2.28894	1.4673	0.001	1.65049	5.82961	3.52254
Traf3ip3	2.70873	4.78169	2.82664	2.70495	1.59362	6.00183	3.19523	4.51855	12.7287	5.09355	115.26	7.50467	23.083	11.0477
Traf4	0.861383	0.918981	2.46873	1.00757	0.691064	2.53085	1.13559	0.41472	1.66528	1.4923	0.001	2.20856	15.7199	11.0539
Traf5	4.97734	5.21361	3.5553	5.26807	3.75829	7.13879	6.32806	6.66019	10.208	7.25823	0.001	7.27456	8.23514	13.3993
Traf6	13.4661	6.99649	10.9291	10.4716	7.9534	5.82308	8.39466	7.66614	6.97231	7.90179	0.001	5.29242	6.96398	8.85758
Traf7	19.2421	20.0541	19.6167	20.4616	14.5538	16.0413	20.1147	15.4221	21.3767	20.0226	0.001	30.0852	19.9196	19.775
Trafd1	59.5718	32.6931	73.1196	59.2883	26.2434	90.0943	101.017	129.353	106.14	58.5164	48.5459	61.6336	50.4169	54.1399
Traip	0.561493	0.0225028	0.592128	0.828531	0.753222	0.892221	1.44871	0.681418	0.93811	0.381926	0.001	1.13951	0.900158	0.737888
Trak1	12.2976	14.7055	12.7794	11.6336	9.33729	10.2838	14.6207	12.3967	12.7129	12.2675	0.001	8.78905	9.96156	13.0325
Trak2	9.12964	4.84931	6.62269	7.93258	4.92219	2.94158	6.80229	6.76201	5.54734	6.07775	0.001	5.1877	5.83204	7.94381
Tram1	62.5602	48.6174	58.2955	72.8132	101.832	35.4635	58.6217	87.6231	51.9738	58.665	41.1686	33.7191	44.4748	51.9128
Tram1l1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0469756	0.001	0.127326	0.144539	0.001
Tram2	1.6872	4.15363	1.96823	3.22508	2.02889	3.48859	5.27828	4.45274	2.85739	1.42225	0.001	2.77711	1.9918	2.84899
Trank1	0.001	0.0219568	0.001	0.001	0.001	0.001	0.001	0.00948167	0.0265641	0.0186656	0.001	0.001	0.0762904	0.0748931
Trap1	28.1258	37.0893	26.9176	34.0919	29.1149	32.0912	34.2639	25.2289	24.4317	20.4598	0.001	20.4143	31.7969	18.7006
Trap1a	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0349386
Trappc1	52.7232	76.2606	74.7024	95.0651	88.0367	149.465	91.5714	80.7101	75.7636	67.0521	407.763	96.5249	66.3919	42.9136
Trappc10	14.0875	11.4549	12.0959	14.8773	10.4189	9.44133	13.8958	10.8663	9.72809	9.74162	0.001	5.1094	11.6757	11.4375
Trappc11	6.21943	7.09106	6.1969	8.91778	7.63951	5.95957	9.21842	9.82138	7.85004	8.20904	0.001	5.80987	6.6269	8.03052
Trappc12	5.23598	8.24748	7.14969	8.62389	6.0492	10.8049	12.5778	10.7045	13.7563	9.23873	0.001	11.0478	12.7153	8.35461
Trappc13	6.16789	3.18374	6.31519	8.53028	6.78551	2.87193	4.58066	7.01605	3.44467	6.72342	33.1062	4.71975	4.76787	4.91764
Trappc2	14.194	2.30263	10.6203	12.287	8.21915	3.57195	2.82469	5.60414	4.59128	7.91929	0.001	11.7213	2.17974	4.34808
Trappc2l	84.6086	122.823	113.862	107.526	148.456	141.939	102.293	77.2115	81.1318	65.2377	0.001	91.6074	49.5124	55.2965
Trappc3	43.5663	39.6481	54.7703	61.9738	51.3746	54.9735	45.0999	43.103	41.4093	50.0482	524.807	53.22	32.1243	28.1441
Trappc4	35.6666	38.1315	36.789	37.9773	37.781	40.1893	23.9794	23.0476	28.044	30.5068	0.001	49.7838	42.0907	28.2587
Trappc5	4.70151	13.7644	8.3179	9.25611	6.63811	18.0726	9.34552	7.87528	18.9224	8.6951	0.001	15.9864	24.0979	12.92
Trappc6a	7.70376	17.2781	16.6074	19.0602	19.5419	17.5613	19.1906	16.2275	15.9411	30.8758	0.001	42.7664	19.2679	14.0902
Trappc6b	32.8231	15.8004	24.9373	26.4406	29.5428	12.5737	14.7833	25.74	15.9768	28.5999	0.001	24.9546	14.8192	26.9733
Trappc8	14.3634	6.10924	10.1873	10.7087	9.35458	3.18493	6.5569	13.1706	7.58542	10.6007	0.001	4.90971	4.19213	8.03044
Trappc9	8.89223	15.9768	10.4295	12.4224	9.56737	11.318	16.9341	9.21136	12.7423	11.1665	0.001	14.7308	12.3745	8.94453
Trat1	0.248543	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.186948	0.001	0.001	0.486113	1.01893
Trcg1	0.001	0.001	0.001	0.001	0.0250677	0.001	0.001	0.0194382	0.001	0.001	0.001	0.001	0.001	0.0278009
Trdmt1	5.28059	2.35118	3.63863	2.9475	4.80931	1.72627	1.63824	3.74953	2.48074	3.67732	0.001	2.22812	2.74629	2.43852
Trdn	0.001	0.001	0.026565	0.001	0.001	0.001	0.001	0.001	0.001	0.0222279	25.6416	0.0603663	0.001	0.0405279
Treh	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trem1	99.0638	31.8139	24.4485	20.0496	10.0222	2.50094	1.56483	0.809593	3.0884	3.85424	0.001	11.1916	13.7136	23.3079
Trem2	120.962	205.935	630.82	620.529	559.615	867.795	747.67	567.822	548.27	1023.34	0.001	812.883	101.44	186.876
Trem3	23.6898	9.67184	8.03475	5.19624	3.47066	1.85256	0.762474	0.507673	2.33832	0.548463	0.001	15.9759	15.4532	16.409
Treml1	0.244843	0.325487	0.001	0.001	0.060452	0.0595971	0.181901	0.0470891	0.001	0.275317	0.001	0.247868	0.236364	0.200491
Treml2	8.33248	4.62392	11.5956	6.57336	0.906466	7.16101	4.69474	5.06658	9.097	3.33802	0.001	6.07379	7.91184	5.63716
Treml4	6.82268	4.3368	3.80174	3.35397	1.13032	8.52147	5.04192	6.34872	5.81504	5.77815	0.001	6.17887	12.4546	8.95738
Trerf1	5.87491	6.83704	7.72916	6.33746	5.71035	7.08646	9.49887	6.82531	11.8574	7.90781	0.001	6.82154	11.2222	17.0923
Trex1	195.48	113.499	260.308	160.517	87.8241	244.381	182.367	172.552	250.457	68.4447	0.001	170.811	151.726	119.788
Trex2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trf	75.4415	119.829	78.7103	145.938	62.3345	143.493	173.443	320.321	457.806	466.003	0.001	578.362	184.411	251.854
Trh	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trhde	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trhr	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trhr2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0823824	0.001	0.001	0.001	0.001
Triap1	17.3821	18.8029	28.3491	30.772	24.3391	42.4182	27.3088	29.8619	44.5034	39.5541	0.001	51.4201	24.8777	17.0684
Trib1	44.1272	77.4638	48.6989	37.4786	38.169	53.4144	41.89	28.4051	46.297	35.4801	28.9145	41.267	51.8773	64.2027
Trib2	0.609006	0.338665	0.143205	0.0548715	0.204743	0.264381	0.0943201	0.146377	0.478425	0.407498	27.6697	3.05922	3.09062	3.63613
Trib3	0.685171	0.514139	1.46548	1.34386	2.09149	0.732354	0.860284	0.261871	0.938996	1.43611	59.8126	2.50149	0.526267	0.934568
Tril	0.0746844	0.0547704	0.0445127	0.191919	0.14673	0.205284	0.0731995	0.160922	0.381882	0.260593	0.001	0.91018	0.33315	0.0882465
Trim10	0.0621304	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.106355	0.001	0.001	0.001	0.0238452	0.001
Trim11	4.89185	5.51853	5.79714	5.07269	4.11424	5.7147	5.0043	5.72285	8.24116	7.13708	0.001	10.0498	15.1382	13.1751
Trim12a	14.7713	4.36903	12.7164	8.80581	3.91086	11.4338	10.1145	22.3982	21.5464	12.6661	83.6072	26.373	23.3008	14.9823
Trim12c	9.39361	1.35572	6.6282	5.28134	3.83918	3.31678	5.3772	18.2923	7.12167	9.24052	32.3686	5.24946	5.03164	3.77423
Trim13	22.7775	4.85447	11.4452	10.9458	11.2539	4.13771	3.45508	2.20261	2.43599	3.7008	0.001	2.96703	4.026	4.11371
Trim14	4.89398	11.0076	8.70186	11.4378	5.07933	27.6258	28.9465	32.3153	29.7205	9.01404	0.001	10.9484	16.6192	11.8714
Trim15	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.122471	0.0686106	0.001	0.001	0.001	0.001	0.0218223
Trim16	3.36072	2.63924	1.85716	1.92711	1.92397	1.83249	2.24358	2.03112	2.42389	1.47697	0.001	2.95472	1.67079	2.39984
Trim17	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0653185	0.109784	0.001	0.001	0.001	0.0656147	0.0232688
Trim2	0.298633	0.123134	0.0834483	0.111969	0.201621	0.0633502	0.150825	0.160829	0.114191	0.320934	16.0248	0.261725	0.278167	0.235854
Trim21	4.05182	2.09551	5.67553	4.52728	1.67689	6.05078	6.50764	10.3324	8.49713	3.96163	0.001	6.43318	6.97554	4.01138
Trim23	0.852748	0.222461	0.733777	1.10844	1.28802	0.245178	1.01065	2.40373	0.915841	2.17294	0.001	1.28274	0.725043	1.02489
Trim24	2.46885	1.35268	1.50714	1.78686	2.00282	0.94087	1.65031	2.4484	2.25127	3.16336	0.001	2.86027	2.61702	3.55171
Trim25	96.8043	52.7189	100.661	68.4233	84.0673	42.029	57.8179	51.7652	40.0302	60.2377	0.001	29.5775	47.9607	110.184
Trim26	12.9767	14.2461	13.7138	13.4964	8.01143	15.096	14.4142	14.0554	16.6223	11.585	0.001	15.6328	21.5932	16.4189
Trim27	9.48532	9.43463	7.09243	9.15683	7.00399	10.9353	9.62538	8.00087	10.7822	7.8217	0.001	12.5437	11.0933	9.20141
Trim28	44.864	67.1978	43.3225	45.1151	41.0354	37.5772	49.8232	31.1299	50.1825	33.2457	363.733	42.9794	52.3066	40.2693
Trim29	0.0969971	0.149635	0.259705	0.290098	0.238516	0.847635	1.14374	0.277386	1.20188	3.04794	0.001	1.47649	0.148702	0.251324
Trim3	5.23492	6.94141	6.9472	7.12717	5.71798	9.33301	8.46507	7.87623	8.84575	10.3281	40.1663	12.036	8.23667	9.691
Trim30a	68.0388	12.1478	50.7268	43.8058	16.9967	25.5229	39.5621	92.0455	37.9705	25.5308	0.001	19.9852	22.0175	18.6752
Trim30b	4.61243	1.3773	2.12449	1.44077	0.634214	0.770534	0.365552	0.851098	1.10207	0.371072	0.001	1.81182	2.07214	1.99524
Trim30d	27.8596	4.43544	18.099	14.2525	4.36813	5.87966	10.4377	23.1357	11.3122	8.49722	35.8988	8.04145	6.68148	6.42557
Trim30e-ps1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.020436
Trim31	0.001	0.001	0.001	0.001	0.001	0.001	0.0228948	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim32	0.810651	2.12498	1.63726	1.86088	1.02805	2.23747	3.61374	2.63236	2.16877	2.45755	0.001	3.20462	1.40597	1.33815
Trim33	4.93034	1.64935	2.82242	2.64328	2.34071	1.04776	2.6264	4.41477	2.13709	4.08017	0.001	1.56962	1.59737	3.69405
Trim34a	8.07207	2.28101	8.71351	7.61019	2.80818	7.57503	9.39842	20.2782	13.9031	7.22137	0.001	9.50244	9.46375	8.02832
Trim34b	1.43021	0.222408	1.71959	0.949078	0.201471	1.26112	0.948702	2.59687	1.47175	1.55403	0.001	2.0066	1.3011	0.900609
Trim35	10.3587	17.2445	17.1277	21.4644	16.6636	16.6135	23.5354	15.5533	16.2849	17.1711	31.7551	18.1981	14.9757	15.0662
Trim36	4.69868	1.76678	3.21805	3.23449	2.74777	1.70751	2.79471	2.80716	4.38067	6.17115	0.001	2.9367	2.79242	7.69472
Trim37	2.05544	2.44277	2.68272	3.80512	3.4578	2.16584	4.00255	3.64674	2.64726	3.70951	0.001	2.73543	2.17676	2.12589
Trim38	0.001	0.001	0.001	0.001	0.001	0.001	0.0363964	0.001	0.001	0.001	0.001	0.001	0.001	0.026808
Trim39	3.64838	1.23514	2.54216	2.05393	1.68454	1.55504	1.34382	1.45832	2.67929	2.56295	0.001	2.07709	5.3183	3.9802
Trim40	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0182617
Trim41	7.90035	9.45755	11.1425	12.344	9.68927	10.079	11.9783	11.4553	13.6046	15.0365	0.001	14.5308	12.1152	12.3833
Trim42	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim43a	0.001	0.001	0.001	0.0658815	0.001	0.001	0.001	0.001	0.001	0.0578973	0.001	0.001	0.001	0.001
