tracking_id	Muscle D0 NTX	Muscle 3D NTX (a)	Muscle 3D NTX (b)	Muscle 4D NTX	Muscle 5D NTX	Muscle 6D NTX	Muscle 10D NTX
Tubal3	0.001	0.0484615	0.001	0.001	0.001	0.001	0.001
Tubb1	0.001	0.001	0.0748002	0.001	0.001	0.001	0.001
Tubb2a	65.754	357.823	525.442	455.121	233.729	281.68	70.7275
Tubb2a-ps2	0.444149	4.70688	2.09363	6.86292	4.1264	6.23977	0.937352
Tubb2b	65.9566	346.558	385.388	530.498	285.415	309.755	91.8982
Tubb3	0.077532	31.0406	54.6118	59.9928	12.0901	11.6717	1.42321
Tubb4a	3.86909	0.206403	0.799979	0.368577	0.483133	2.78045	6.29798
Tubb4b	170.305	266.471	574.05	286.244	147.753	198.34	74.6446
Tubb5	76.2186	739.923	1540.74	925.073	461.706	561.151	207.943
Tubb6	65.1064	411.562	717.222	412.34	171.907	203.929	109.537
Tubd1	1.14221	3.1858	6.62868	3.34439	3.24474	4.46461	2.22845
Tube1	2.05839	1.54152	1.52525	1.05394	2.04493	1.88708	1.53682
Tubg1	13.1703	51.6474	99.3873	62.0652	26.0812	30.1992	14.5202
Tubg2	1.91115	1.67178	2.82623	2.71399	1.54449	2.02218	0.825368
Tubgcp2	18.8651	21.4519	36.8293	22.4663	20.5548	19.2881	16.8929
Tubgcp3	10.5336	13.0091	12.6496	13.8821	14.6553	13.3571	14.1239
Tubgcp4	2.8257	12.8486	9.02126	11.5171	12.6822	11.3079	3.70085
Tubgcp5	3.47932	2.94994	0.951154	1.40437	4.56479	3.9946	4.92364
Tubgcp6	4.42719	4.08209	5.52152	4.52681	5.39173	5.54556	1.67179
Tufm	19.1793	174.566	290.833	164.719	78.0477	83.4761	24.6503
Tuft1	2.01752	1.42045	1.06987	2.58763	2.11282	1.02757	1.16264
Tug1	22.6475	15.9345	3.35176	9.58304	27.3694	18.9941	27.4098
Tulp1	0.001	0.153982	0.0995168	0.137562	0.0901027	0.001	0.962751
Tulp2	0.001	0.001	0.0575083	0.001	0.0520232	0.001	0.001
Tulp3	11.2078	12.8383	14.9484	15.9416	14.8465	16.9731	5.86852
Tulp4	7.80117	16.4397	7.42574	9.61624	21.8773	16.0917	16.6986
Tusc1	1.81081	2.00884	2.71791	1.27045	1.86643	2.69541	5.43964
Tusc2	2.74479	4.45502	6.22463	3.13707	3.54936	4.71195	4.23455
Tusc3	10.5757	41.3794	26.476	45.153	53.4503	57.6869	17.3914
Tusc5	0.001	0.001	0.134233	0.123666	0.378888	5.99616	3.67388
Tut1	8.19338	6.48235	9.91016	5.63524	5.65841	6.25923	2.84482
Tvp23a	1.15839	0.77008	1.92853	3.59377	3.7117	4.64769	1.31423
Tvp23b	11.447	9.58669	5.27333	7.29019	14.4686	17.3239	15.0083
Twf1	16.9427	25.442	9.22009	25.574	42.1538	34.4208	40.9799
Twf2	5.99908	4.66315	9.31026	10.8304	5.57261	7.38995	2.30502
Twist1	0.0824285	0.580719	0.187882	0.519513	0.849413	1.10975	5.53472
Twist2	0.420525	0.001	0.320169	0.11069	0.144489	0.468889	1.38002
Twistnb	7.67543	11.7033	1.23146	4.16714	9.84984	8.23071	10.7742
Twsg1	74.8349	21.1579	8.60219	25.1099	50.3495	40.6939	52.8145
Txk	0.001	0.001	0.001	0.0607373	0.0397236	0.130943	0.0303768
Txlna	20.4015	20.8803	25.66	21.4086	19.995	21.8236	12.7663
Txlnb	0.112925	2.84769	1.35533	0.117967	0.523301	0.321499	0.960471
Txlng	5.92018	3.66733	0.729542	1.49477	3.85909	2.79891	4.80566
Txn1	74.0317	640.282	485.376	473.601	318.245	363.202	433.272
Txn2	84.0819	154.825	235.592	151.188	77.3638	95.2442	125.206
Txndc11	11.6168	10.3038	11.7814	10.526	9.5776	8.69093	12.0983
Txndc12	25.6553	31.545	30.3438	40.8762	40.1174	39.7188	36.9359
Txndc15	13.8158	22.3605	20.5343	26.7161	25.1296	31.7424	35.5725
Txndc16	11.9797	2.68531	1.88543	5.04672	10.6791	11.9179	9.42299
Txndc17	24.1148	87.6214	50.6544	62.215	62.6518	59.6254	84.4406
Txndc2	0.001	0.0907874	0.001	0.219351	0.0531199	0.001	0.0811149
Txndc5	30.2028	103.541	120.297	233.372	176.26	159.687	62.1509
Txndc8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Txndc9	10.556	20.0791	14.4302	12.5403	16.3525	16.8214	22.529
Txnip	233.098	5.28093	11.3071	21.6378	57.8504	82.3656	94.1533
Txnl1	19.7199	87.1014	54.7771	63.8475	64.1682	59.9746	47.3638
Txnl4a	43.5119	60.8326	100.904	69.6183	48.9738	53.3433	30.6363
Txnl4b	1.25932	3.1308	4.83661	2.56567	3.86729	5.49782	3.26307
Txnrd1	35.2298	98.5187	55.7702	61.3752	64.8402	54.6528	31.6945
Txnrd2	3.47288	9.29497	10.1466	10.3467	7.82426	7.82038	2.0029
Txnrd3	5.25667	7.86913	6.65685	4.55249	4.97876	6.57442	5.6965
Tyk2	1.90485	4.22812	6.77289	5.72953	3.69433	3.4529	2.36522
Tymp	0.001	0.001	1.39518	0.19475	0.001	0.001	0.001
Tyms	6.70445	21.8801	24.8649	24.7776	20.1477	22.3466	11.2666
Tyms-ps	0.467674	0.479437	0.129442	0.250598	0.432383	0.360586	0.187495
Tyr	0.134888	0.263739	0.116657	0.100755	0.15877	0.148796	0.539119
Tyro3	0.0633758	2.63903	3.54675	4.47042	2.50188	3.02833	0.464464
Tyrobp	43.9636	4.20413	1.26625	14.6767	21.8964	27.0754	146.854
Tyrp1	0.001	0.001	0.001	0.001	0.0650533	0.001	0.024812
Tysnd1	3.88691	11.5107	26.5353	15.9496	11.1285	14.4351	10.4882
Tyw1	6.42236	11.2674	21.084	15.7431	8.98944	10.0111	3.53584
Tyw3	1.86657	0.469367	0.702352	0.298609	1.07953	1.17176	2.00839
Tyw5	5.67362	9.60833	1.52257	2.64415	6.57876	7.17391	11.698
U05342	0.271143	0.001	0.210587	0.001	0.001	0.314012	0.001
U2af1	120.154	232.724	195.382	179.382	153.784	170.701	145.48
U2af1l4	13.5712	29.3009	49.3154	31.8701	21.1486	34.2412	17.4566
U2af2	74.3433	157.95	186.441	168.025	100.261	118.356	50.986
U2surp	11.3398	14.5065	2.70546	5.43104	12.1002	8.17509	12.9126
U90926	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Uaca	10.4881	9.86796	5.52269	6.02759	7.14182	6.92643	6.94753
Uap1	31.5223	39.3399	18.6568	28.3	33.1593	25.1609	25.0173
Uap1l1	3.40566	4.09162	7.60994	6.90297	3.69977	8.00432	3.53104
Uba1	63.3512	160.958	312.936	194.501	124.141	110.024	53.7119
Uba1y	0.001	0.001	0.001	0.06635	0.0217953	0.001	0.0332368
Uba2	35.6981	55.4922	41.4038	62.675	73.4736	67.5565	48.8787
Uba3	21.695	88.424	13.3181	22.7093	50.5655	46.6913	60.669
Uba5	12.438	23.3539	13.995	17.5588	25.291	22.6239	21.2512
Uba52	3799.31	2695.34	4401.17	4283.82	1512.7	2344.77	2084.98
Uba6	5.46639	7.2197	2.20527	3.85699	6.45725	4.04197	7.11315
Uba7	0.888784	1.46928	2.47673	5.19738	5.82526	5.41053	3.13106
Ubac1	4.12895	22.4886	23.4583	17.3839	14.1746	14.4912	6.58217
Ubac2	8.75453	22.0484	29.7343	29.9486	20.919	22.6426	6.3408
Ubald1	11.6583	10.9084	23.9816	29.6273	12.9666	16.7735	7.31261
Ubald2	12.1792	3.96889	20.055	6.06589	7.56313	9.32364	27.2187
Ubap1	36.2297	17.0492	13.1587	17.8106	21.695	18.0817	19.9546
Ubap2	12.8543	24.3396	46.5017	23.8469	20.5583	19.296	32.3284
Ubap2l	33.6027	48.3597	59.1089	42.9191	52.2954	44.3629	57.8276
Ubash3a	0.0434196	0.001	0.001	0.001	0.001	0.0984774	0.001
Ubash3b	0.904791	4.6151	2.69431	2.30392	2.24189	2.67968	1.40077
Ubb	2052.12	741.074	1167.91	1328.02	863.483	1119.92	938.854
Ubc	4036.44	407.555	563.946	622.627	612.75	563.163	222.575
Ubd	0.001	0.001	0.001	0.164788	0.214127	0.342513	0.163849
Ube2a	13.1764	31.7963	20.5719	25.3	27.4332	26.3124	29.4695
Ube2b	47.9959	46.9197	16.6079	37.1827	57.7084	51.6491	69.1304
Ube2c	15.6909	127.318	226.503	122.24	81.3532	89.7149	55.2355
Ube2cbp	4.57751	3.92373	4.82609	3.35487	3.29405	3.59641	1.48589
Ube2d1	38.3138	58.5439	61.4784	40.8004	43.7448	48.5885	133.961
Ube2d2a	49.0108	87.2797	52.4985	61.7635	92.4407	86.3263	86.673
Ube2d2b	0.001	0.001	0.001	0.001	0.001	0.001	0.0470155
Ube2d3	162.529	202.111	156.898	142.17	181.111	161.792	347.325
Ube2dnl1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ube2dnl2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ube2e1	32.9	55.7025	18.8696	26.0928	44.6701	41.4922	47.8172
Ube2e2	19.5556	17.1103	14.6917	12.494	20.2932	20.2767	23.4121
Ube2e3	17.4837	49.9356	33.8268	50.1405	67.6048	59.8419	41.5346
Ube2f	24.1641	50.1445	34.9027	40.5824	41.5107	39.115	44.7426
Ube2g1	9.2697	12.344	3.66778	8.37807	13.2041	12.4558	33.7104
Ube2g2	15.5672	37.2486	34.2956	54.6981	37.6974	54.2738	22.634
Ube2h	20.5001	15.019	7.3935	13.3483	25.4821	23.1061	21.3783
Ube2i	70.1734	115.533	120.842	101.048	88.6491	101.984	93.3277
Ube2j1	33.8399	46.9766	26.4757	38.9998	41.7622	36.1575	32.3566
Ube2j2	3.37932	6.64848	10.056	5.80503	3.37171	3.97296	10.4601
Ube2k	6.9088	17.2944	11.3308	12.2501	15.1136	15.4524	26.7538
Ube2l3	47.7296	94.2348	121.723	114.71	93.1268	101.681	143.954
Ube2l6	19.9905	21.5671	26.2154	55.8821	34.0519	40.1362	43.2439
Ube2m	32.5409	180.609	339.425	197.41	111.931	117.703	38.3678
Ube2n	23.2014	63.9207	60.5804	49.2587	52.7817	51.206	87.4571
Ube2o	4.82197	6.81457	10.7139	10.0451	5.09776	4.72789	1.93042
Ube2q1	13.4105	24.55	20.0192	21.1074	24.061	23.9307	31.0272
Ube2q2	11.5994	11.7162	2.90525	4.06061	11.9472	10.8787	11.2594
Ube2ql1	1.39433	0.001	0.0910399	0.201314	0.297149	0.108908	0.453351
Ube2r2	35.0537	33.043	37.8096	39.2321	44.9663	43.7823	64.9178
Ube2s	99.376	393.463	560.157	345.502	177.142	253.656	65.0269
Ube2t	3.6879	5.72787	5.72985	5.4231	6.69994	6.70709	6.78483
Ube2u	0.001	0.104845	0.001	0.001	0.001	0.001	0.187388
Ube2v1	51.124	122.089	210.959	162.356	94.8343	102.059	59.5328
Ube2v2	6.90463	15.6137	1.37005	4.54616	11.399	10.4604	13.1488
Ube2w	16.1574	10.6261	3.4431	10.3034	17.8634	19.5341	22.0235
Ube2z	14.9797	35.5152	37.7146	42.5754	44.0854	42.985	14.2182
Ube3a	12.922	16.7746	3.4034	5.83243	13.0864	9.5294	14.5379
Ube3b	6.9209	25.5668	46.1264	27.8498	17.7629	16.8808	4.99737
Ube3c	15.7343	29.4908	19.795	22.4109	28.8156	24.2348	14.9443
Ube4a	9.58139	9.6208	8.17079	7.55466	11.5172	8.68195	10.1559
Ube4b	22.8448	26.4459	35.7938	25.0592	23.3757	19.5612	23.98
Ubfd1	4.25944	10.692	8.9815	9.84654	12.6237	14.2651	7.20415
Ubiad1	3.021	9.16483	13.1343	8.12742	7.14178	7.04803	3.70683
Ubl3	24.6676	13.6209	5.66004	12.202	17.2381	19.0618	28.6815
Ubl4	7.02583	26.3391	23.6288	23.1903	18.2271	24.1358	11.3481
Ubl4b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ubl5	28.0023	29.1915	44.434	45.165	32.6179	47.8853	49.4356
Ubl7	17.2456	28.7582	62.4534	49.9846	33.6528	36.4005	16.4499
Ublcp1	14.9539	30.9304	7.99355	18.5649	27.6545	26.557	36.4899
Ubn1	14.9378	11.166	7.01805	12.7138	17.7957	12.6746	9.39896
Ubn2	5.0522	2.85381	1.21094	1.50863	4.5584	3.09382	6.14107
Ubox5	1.2606	1.50609	2.46503	0.993454	1.18594	2.08201	0.727781
Ubp1	20.4484	21.8714	13.0742	17.0806	31.3062	30.771	30.9203
Ubqln1	39.55	67.0106	43.1756	49.6001	49.4049	45.4569	42.4581
Ubqln2	29.2966	20.7113	18.5469	16.6996	20.9042	18.1789	27.8132
Ubqln3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ubqln4	19.6353	41.9055	53.7164	37.0756	32.5894	33.0236	11.9816
Ubqlnl	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ubr1	8.82806	7.60014	2.69446	2.99806	6.5419	6.0198	10.1052
Ubr2	11.7307	10.1267	11.9181	7.62428	11.0328	9.55287	9.56981
Ubr3	13.5167	11.1293	4.74023	6.62022	12.334	9.70185	17.0663
Ubr4	13.4942	20.0773	30.5346	20.6219	16.387	12.7923	9.6302
Ubr5	27.084	27.1219	13.724	18.5445	30.2555	23.1207	29.0023
Ubr7	6.36463	17.5607	13.7216	15.1204	19.6653	20.2503	7.22108
Ubtd1	2.12706	23.3135	39.2124	56.7321	15.649	22.8311	3.30176
Ubtd2	15.3281	15.011	5.5779	14.5775	26.182	20.885	24.9449
Ubtf	21.4274	43.8463	51.972	45.0171	37.5304	42.4009	22.5048
Ubtfl1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ubxn1	68.2062	141.452	153.409	120.832	79.0076	95.5846	84.7722
Ubxn10	0.001	0.001	0.0498268	0.001	0.001	0.001	0.001
Ubxn11	0.769642	0.219551	0.519871	0.359386	0.58744	1.25463	0.147163
Ubxn2a	9.43798	5.2652	1.25037	3.34827	4.78128	4.2015	6.61989
Ubxn2b	1.75011	2.27035	0.751665	1.3571	2.74882	2.29609	4.31609
Ubxn4	31.706	28.0011	7.90662	16.2429	26.172	23.7613	30.9174
Ubxn6	22.0827	21.4061	45.4217	43.2389	17.4372	29.1261	12.6127
Ubxn7	7.92051	5.56097	1.43846	3.92464	8.24088	5.73989	6.8548
Ubxn8	4.33579	6.8544	5.99613	9.12253	9.49593	7.55183	11.0682
Uchl1	1.10394	3.74772	4.77046	6.72768	3.20373	1.90567	0.773418
Uchl3	19.7962	71.7784	20.4625	27.773	41.1075	35.0668	65.8894
Uchl4	0.604144	0.49695	0.115158	0.127423	0.373716	0.134153	0.952265
Uchl5	12.7591	35.1155	10.2611	13.4723	21.9758	18.7201	35.9552
Uck1	14.6857	11.5984	19.7439	18.5973	11.2492	16.4668	8.30225
Uck2	29.3274	56.8124	59.609	57.6259	36.275	27.7834	42.8426
Uckl1	7.41849	7.41568	7.90399	10.9459	9.43489	9.74785	10.6304
Ucma	0.001	0.001	0.493193	0.195019	0.13303	0.001	1.01924
Ucn	0.001	0.001	0.384942	0.001	0.001	0.001	0.001
Ucn2	0.001	0.001	1.70205	0.151919	0.001	0.001	0.001
Ucn3	0.001	0.001	0.001	0.001	0.0631528	0.001	0.001
Ucp1	0.001	0.0958735	0.001	0.001	0.001	0.001	0.0428314
Ucp2	16.6095	12.9643	62.6263	52.129	35.2785	34.5393	19.5303
Ucp3	0.158976	0.001	0.0602311	0.001	0.0727833	0.001	0.0555294
Uevld	5.10129	5.79124	3.56768	4.01776	7.15407	5.84197	6.05378
Ufc1	23.4764	91.3042	87.1537	106.973	90.5388	100.448	27.3912
Ufd1l	31.4663	32.3555	22.1511	23.0654	32.0684	32.8392	28.384
Ufl1	9.06541	7.39542	1.84537	4.098	7.0216	6.08694	11.1478
Ufm1	4.66503	16.1118	5.29891	10.7132	15.942	17.7401	15.4986
Ufsp1	0.578988	1.70174	4.59013	1.68324	1.39324	3.19352	2.81667
Ufsp2	14.68	30.4282	16.1008	17.7536	26.3081	30.1124	37.1678
Ugcg	32.2408	78.6781	27.6105	40.3619	117.698	92.2221	72.5838
Ugdh	17.5333	33.2322	13.2456	50.8588	87.0952	77.5172	24.3859
Uggt1	9.19447	17.054	15.1239	21.9503	24.2911	20.6507	14.0351
Uggt2	2.15781	1.92582	0.346197	1.2755	3.82758	2.31095	2.75753
Ugp2	14.236	23.1782	4.9481	13.8497	27.558	24.9586	18.4969
Ugt1a1	0.001	0.001	0.001	0.001	0.107501	0.001	0.001
Ugt1a10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt1a2	0.001	0.001	0.001	0.001	0.001	0.001	0.215547
Ugt1a5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt1a6a	1.83206	0.280562	0.238934	0.204376	0.581824	0.64513	0.734784
Ugt1a6b	0.520843	0.139541	0.0322613	0.147917	0.382758	0.825078	0.639024
Ugt1a7c	0.401482	0.282048	0.0533449	0.342093	0.773869	0.370602	3.52975
Ugt1a9	0.001	0.001	0.001	0.001	0.0542043	0.001	0.001
Ugt2a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2a2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2a3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b34	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b35	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b36	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b37	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b38	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt2b5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt3a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt3a2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ugt8a	5.81947	0.001	0.001	0.001	0.0242155	0.0801734	0.147725
Uhmk1	3.57662	9.77024	3.50238	4.4322	9.9156	8.06378	3.92017
Uhrf1	2.84554	56.016	100.541	52.9107	37.2976	43.4651	24.1355
Uhrf1bp1	1.22688	1.98021	2.74104	1.97249	2.52642	2.54108	1.48745
Uhrf1bp1l	6.73645	7.37917	2.75584	4.9961	10.6794	7.05148	8.69538
Uhrf2	19.2097	18.1541	8.17664	12.9131	21.5711	24.4001	14.7199
Uimc1	21.7945	15.3528	5.41736	8.51695	22.3578	17.8648	23.8837
Ulbp1	0.0730525	4.11653	1.49731	3.83316	5.36931	5.75193	2.45163
Ulk1	16.3335	6.32884	9.56748	9.73523	10.3032	8.12996	5.06805
Ulk2	7.76943	5.66327	2.27839	5.98221	11.654	9.89296	10.2647
Ulk3	2.45624	4.48302	5.21808	1.8088	3.77931	3.50558	3.19249
Ulk4	0.433446	0.363157	0.362899	0.744088	0.637675	0.211387	0.372755
Umod	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Umodl1	0.001	0.001	0.0375558	0.001	0.001	0.001	0.0130023
Umps	7.53296	20.4657	28.9254	19.9033	14.918	17.733	7.72321
Unc119	2.0526	8.12257	12.4232	9.55734	6.31044	10.5918	3.12019
Unc119b	7.13898	12.1736	13.8174	21.3324	15.4218	16.7051	4.37573
Unc13a	0.0155568	0.0547259	0.0469914	0.0324608	0.0533921	0.106672	0.056968
Unc13b	1.30378	0.347492	0.636526	0.371135	0.656786	0.356636	0.537472
Unc13c	0.0153231	0.001	0.001	0.0159862	0.0631079	0.175127	0.0721436
Unc13d	0.860289	0.149498	0.289164	0.166487	0.153128	0.0724971	0.0833978
Unc45a	21.3406	16.4614	30.7473	27.5092	12.5059	18.2833	5.54648
Unc45b	1.14425	6.96319	4.50425	3.32707	1.93953	2.68199	1.94706
Unc50	11.1264	13.8637	9.01671	11.7047	21.7387	30.275	30.1654
Unc5a	1.87644	2.90986	5.70048	6.51427	2.31454	2.53279	1.09883
Unc5b	0.850382	1.64551	4.2566	11.7179	7.41371	4.94849	1.13467
Unc5c	0.199237	0.0467232	0.0100283	0.0277088	0.0547023	0.0607564	0.118114
Unc5cl	0.001	0.001	0.0686273	0.001	0.001	0.001	0.001
Unc5d	0.001	0.001	0.00505626	0.001	0.001	0.001	0.0280247
Unc79	0.0278639	0.0163361	0.001	0.0435984	0.00956291	0.0318578	0.13118
Unc80	0.526349	0.001	0.00684902	0.001	0.00622871	0.0207796	0.0901772
Unc93a	0.732522	0.001	0.00924747	0.001	0.234744	0.001	0.0767464
Unc93b1	45.5674	18.6464	21.9282	40.8942	25.3024	21.9792	20.4897
Uncx	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ung	1.24948	9.22327	14.8356	8.59296	5.96017	8.44117	3.25977
Unk	7.77925	3.16187	4.01978	3.70907	4.45087	5.81879	4.12629
Unkl	10.3834	1.18204	0.932738	3.10246	4.03572	3.97883	4.76615
Uox	0.001	0.001	0.001	0.001	0.001	0.001	0.0377597
Upb1	0.285029	0.001	0.180673	0.0999297	0.001	0.001	0.0997312
Upf1	12.6742	20.8618	32.1056	17.4456	12.18	12.3967	8.4793
Upf2	15.0985	7.74712	1.88351	3.51201	9.31852	7.3378	14.8024
Upf3a	15.7148	15.9356	13.8871	16.0195	18.779	17.6671	20.1351
Upf3b	13.8683	11.5059	2.90071	3.38294	8.86784	9.71767	22.6192
Upk1a	0.001	0.247861	0.160646	0.222158	0.001	0.235236	0.166181
Upk1b	0.001	0.001	0.0857826	0.001	0.001	0.001	0.001
Upk2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Upk3a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Upk3b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Upk3bl	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Upp1	3.4252	17.5822	33.2497	40.225	30.2814	37.0924	7.98961
Upp2	0.001	0.001	0.001	0.001	0.0567432	0.001	0.001
Uprt	2.16168	4.48325	2.03717	1.34184	3.32138	1.69127	4.74472
Uqcc	8.2667	25.0736	21.3675	18.877	16.7321	15.331	10.5103
Uqcr10	82.991	518.182	669.162	604.659	137.895	227.276	185.828
Uqcr11	74.0259	453.364	463.14	611.222	135.57	221.104	80.0002
Uqcrb	101.484	386.463	166.458	229.501	252.031	312.76	788.276
Uqcrc1	38.8792	291.971	551.168	363.252	123.697	138.729	25.4499
Uqcrc2	55.2513	238.122	162.842	173.161	138.994	139.122	99.7498
Uqcrfs1	35.2935	231.609	156.186	131.938	112.965	118.998	105.618
Uqcrh	381.355	833.524	859.25	909.589	611.85	850.05	854.771
Uqcrq	90.592	262.009	584.134	527.155	80.0991	154.336	166.089
Urb1	4.39551	5.03584	5.00498	4.41071	2.79755	2.50112	1.72687
Urb2	2.96131	6.33736	5.84688	3.88122	4.71857	4.53761	3.642
Urgcp	6.37667	5.51667	7.70377	9.82487	4.94106	5.74851	1.9942
Uri1	16.3265	16.0399	5.74429	10.0572	16.7008	12.8958	23.9858
Urm1	3.24	22.3859	27.2112	27.2321	16.1226	21.6621	3.36423
Uroc1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Urod	25.2885	49.7056	86.6427	64.9835	34.6004	39.1205	19.8347
Uros	2.64261	8.18678	6.96576	9.01332	6.75674	9.90719	3.6953
Usb1	3.47546	8.16054	10.0106	11.8169	7.42169	9.34177	4.79429
Use1	212.59	83.4222	134.786	124.724	60.8763	74.3716	58.9973
Usf1	8.6828	14.0479	11.8809	15.0078	12.6303	18.8769	7.65212
Usf2	22.5421	22.9262	39.065	30.861	21.2674	30.7106	21.9067
Ush1c	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ush1g	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ush2a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ushbp1	0.823158	0.20992	0.0812296	0.0748321	0.0982907	0.162687	0.11243
Usmg5	179.864	688.148	745.31	639.121	470.3	531.312	1844.43
Uso1	16.8093	49.8643	12.4677	28.5891	42.7759	33.5154	27.3671
Usp1	14.347	46.5232	9.73633	19.651	36.7621	28.4833	32.6
Usp10	11.5525	17.2535	34.5614	19.2982	13.509	14.2343	8.03149
Usp11	15.7484	7.9238	10.1656	15.0455	17.4164	14.0134	8.38023
Usp12	12.5022	13.6613	6.6105	9.82733	12.8141	12.8899	10.2174
Usp13	0.0536075	2.95511	2.33011	1.87575	1.7113	1.22145	1.06616
Usp14	12.6881	53.6292	16.4078	26.579	36.9029	30.0921	22.5817
Usp15	15.7208	31.9497	4.83724	9.54954	21.3705	15.4125	22.7634
Usp16	19.4717	20.9891	2.82865	8.60012	19.1049	18.0412	14.2268
Usp17la	1.27477	0.0571643	0.0184502	0.101997	0.214106	0.154464	1.3416
Usp17lb	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Usp17lc	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Usp17ld	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Usp17le	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Usp18	3.15948	19.8711	13.2226	20.372	20.1531	13.5303	6.78537
Usp19	30.3317	38.0017	53.0127	39.586	26.2958	28.5015	15.1235
Usp2	51.1916	6.0042	8.25087	3.10202	3.96251	4.03777	4.51349
Usp20	1.76024	6.33643	9.7419	4.40778	2.18776	4.28309	0.826083
Usp21	10.1373	7.53288	12.6438	12.573	10.464	15.9804	6.69611
Usp22	35.6677	27.8456	38.7303	36.0174	48.1567	38.0686	19.0395
Usp24	9.57715	10.3435	4.35623	6.43634	10.3151	7.34009	8.46235
Usp25	15.973	15.2891	3.817	8.65618	15.0585	12.4722	17.4227
Usp26	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Usp27x	2.00823	0.970114	0.923813	0.74127	2.73074	2.14581	0.989744
Usp28	5.16895	8.27075	5.45603	6.05618	9.55887	8.16237	4.51983
Usp29	0.152543	0.159002	0.0704053	0.088428	0.372301	0.348523	0.38129
Usp3	15.4432	10.7355	13.8253	12.9472	16.4398	14.8877	22.724
Usp30	6.73176	8.98055	10.0296	9.02351	6.96549	7.73279	3.38113
Usp31	3.32454	5.8826	2.43219	3.60597	6.57193	4.72958	4.46432
Usp32	7.89299	4.48065	1.30075	2.67694	5.7505	3.27792	5.51851
Usp33	17.5513	6.49815	2.31629	4.9779	12.198	8.03342	16.2705
Usp34	12.1256	11.9834	3.79631	5.05535	11.5881	6.82969	11.3342
Usp35	1.2695	0.483962	0.720066	0.497495	0.828004	1.08323	1.22944
Usp36	9.61877	6.18863	6.75498	8.1592	6.38904	6.29875	3.79827
Usp37	7.6742	4.75234	1.3025	2.59131	5.59926	5.39756	4.23145
Usp38	7.82843	7.60952	3.61753	4.98445	6.46022	6.0475	7.53494
Usp39	10.915	42.4717	52.5025	30.8869	30.3457	31.9049	22.1155
Usp4	23.8577	37.4368	56.1762	38.854	36.3925	34.4323	18.2651
Usp40	4.659	9.5759	4.21434	5.42985	8.46432	9.01546	6.21834
Usp42	5.49467	4.53376	3.52792	4.646	5.60799	3.71414	4.40229
Usp43	0.001	1.25682	1.08726	1.08992	0.367821	0.321128	0.162352
Usp44	0.51096	0.33881	0.154843	0.309713	0.149446	0.663181	0.0267692
Usp45	4.10864	6.30276	1.52072	3.14079	6.79465	4.02562	5.95004
Usp46	4.31309	10.9092	5.19575	6.70418	9.10173	7.63649	5.47025
Usp47	29.0348	36.4708	12.8023	19.1179	38.3364	29.6483	33.5724
Usp48	15.8772	9.55199	7.95939	6.73432	11.2869	12.0923	15.3772
Usp49	1.58902	1.99479	1.57699	1.42532	3.3032	2.70602	1.97922
Usp5	14.9186	59.8194	105.76	74.0017	39.6764	50.1145	10.0023
Usp50	0.0763134	0.001	0.001	0.001	0.001	0.001	0.001
