SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
17767		-0.862	-1.633	-1.223	-0.868	-0.711
17768		-0.802	-0.989	-0.685	-0.731	-0.394
17769	HS3ST3A1	-0.109	-0.436	-0.365	-0.17	-0.081
17770		-1.257	-1.636	-1.225	-1.26	-1.029
17771		-1.199	-1.354	-1.077	-0.925	-0.768
17772	ZFP318	0.054	-0.675	-0.785	-0.341	-0.086
17773	INPP4A	0.227	-0.035	-0.249	-0.174	0.153
17774	HSA250839	-0.233	-0.064	-0.486	0.048	-0.227
17775		-0.892	-0.673	-1.016	-0.051	-0.739
17776		-0.951	-1.73	-1.903	-0.905	-0.911
17777		-0.375	-1.171	-0.799	-0.645	-0.46
17778		-0.429	-0.351	-0.232	-0.179	0.032
17779		-0.378	-0.616	0.275	0.857	0.216
17780		-0.885	-1.017	-0.952	-0.637	-0.651
17781		-0.193	-0.32	-0.053	0.121	0.473
17782		-0.515	-0.179	-0.151	-0.079	0.112
17783		-0.685	-1.02	-1.131	-0.314	-0.901
17784		0.232	0.046	0.167	0.188	0.365
17785		0.246	-0.244	-0.026	0.217	-0.067
17786	FLJ13564	0.248	0.236	0.079	0.715	0.69
17787		0.104	0.043	-0.262	-0.13	-0.233
17788		0.326	-0.165	-0.016	0.153	0.127
17789		-0.056	-0.484	-0.002	-0.349	0.018
17790		0.354	0.162	0.249	0.106	0.329
17791	MGC2560	0.37	0.253	0.224	0.296	0.336
17792	WDR11	0.738	0.798	0.792	1.1	0.77
17793	MET	0.096	0.397	0.649	1.016	0.815
17794		0.293	0.011	0.004	0.16	0.281
17795		-0.503	-0.747	-0.48	-0.209	0.048
17796	NTRK2	-0.694	-0.533	-0.311	-0.229	0.094
17797		-0.158	-0.252	-0.023	0.075	0.059
17798		-1.383	-1.065	-0.681	-0.635	-0.163
17799	LOC112869	-0.196	-0.211	0.082	0.111	0.149
17800		-0.339	-0.598	-0.187	-0.257	0.028
17801		-1.38	-0.806	-0.689	-0.607	-0.573
17802		-0.826	-0.929	-0.658	-0.549	-0.224
17803	CD84-H1	-0.13	-0.643	-0.302	-0.008	-0.097
17804		0.102	-0.86	-1.177	-0.154	-0.175
17805		-0.632	-0.526	-0.003	0.008	-0.132
17806		-0.201	-0.164	0.09	-0.232	0.096
17807		-0.598	-0.559	-0.197	-0.302	-0.228
17808		-0.242	-0.311	0.029	-0.005	-0.056
17809		-0.577	-0.538	-0.23	-0.274	-0.323
17810		0.325	0.197	0.113	0.084	0.109
17811		0.069	-0.046	0.067	-0.169	0.13
17812	MYO10	0.609	0.552	1.604	1.381	0.954
17813	PRO2577	0.099	0.35	0.46	0.448	0.353
17814		0.616	0.273	0.263	0.554	0.479
17815	MATR3	0.169	0.087	0.094	0.117	0.082
17816		0.132	0.224	0.092	0.262	0.291
17817	MLLT6	0.592	-0.08	0.066	-0.036	0.24
17818		0.164	0.259	0.19	0.358	0.344
17819	NUCKS	0.43	0.401	0.267	0.01	-0.187
17820	IL7R	-0.217	0.083	-0.138	0.027	-0.046
17821	LCE	0.512	0.415	0.273	-0.277	0.379
17822		-0.366	-0.473	-0.1	-0.204	-0.137
17823		-0.186	-0.63	0.074	0.129	-0.004
17824		-0.269	-0.112	-0.094	0.127	0.186
17825		-0.679	-0.396	-0.023	-0.16	-0.002
17826		-0.248	-0.166	-0.11	-0.056	-0.025
17827		-0.252	-0.201	-0.557	0.391	0.393
17828		0.257	0.22	0.346	0.724	0.501
17829		0.143	0.012	0.253	0.111	0.241
17830		-0.016	-0.176	0.098	0.262	0.123
17831	MXI1	0.393	0.065	-0.082	0.39	0.598
17832	ALDH6A1	0.296	0.004	0.009	-0.111	0.157
17833	TGM2	-0.453	-0.403	-0.385	-0.137	0.004
17834		-0.366	-0.241	-0.243	-0.228	-0.234
17835	FLJ31034	0.098	0.365	0.545	0.784	0.449
17836	LOC51290	0.374	0.383	0.231	0.213	0.352
17837	NNT	0.116	0.116	-0.177	0.047	0.079
17838		0.025	0.161	0.104	0.278	0.366
17839		-0.139	0.063	-0.019	0.181	0.037
17840		-0.221	-0.064	-0.042	0.104	0.122
17841		-0.234	-0.302	-0.082	-0.256	-0.223
17842		-0.065	-0.213	-0.039	-0.069	0.093
17843		-0.145	-0.164	-0.342	-0.322	-0.098
17844		-1.071	-0.304	-0.359	-0.968	-0.092
17845		-0.417	-0.348	-0.213	-0.295	-0.279
17846		-0.283	-0.013	0.162	0.319	0.104
17847	SCD	0.459	0.099	-0.022	0.426	0.215
17848		0.156	0.232	0.046	0.178	0.005
17849		0.1	0.022	0.123	0.1	0.145
17850		0.371	0.246	0.443	0.208	0.263
17851		0.41	0.573	0.531	0.571	0.419
17852		-0.141	0.133	-0.016	-0.064	0.038
17853	HNRPU	0.3	0.1	0.213	0.237	0.339
17854	RAD1	-0.083	-0.033	0.212	0.026	0.211
17855		0.026	-0.158	-0.393	-0.54	-0.138
17856	CNTNAP1	0.043	0.049	-0.05	0.46	0.603
17857	YAP	0.089	0.44	0.273	0.139	0.335
17858	ZFP95	0.194	0.147	0.186	0.275	0.207
17859		0.182	0.028	0.136	0.125	0.365
17860	PSK-1	0.186	-0.144	-0.006	-0.073	0.184
17861	CDYL	0.114	0.253	0.071	0.23	0.378
17862	CPNE4	0.243	0.416	0.236	0.103	0.218
17863	MRPS5	0.211	0.19	0.028	-0.031	0.137
17864	SF3b14b	0.277	0.451	0.343	0.282	0.04
17865	FLJ10900	0.063	0.125	-0.089	0.061	0.167
17866	LOC51016	0.133	0.018	-0.283	-0.307	0.016
17867	RNUT1	0.209	0.042	-0.241	-0.067	0.066
17868	TRN-SR	0.081	0.298	0.142	0.246	0.098
17869	DKFZp761H079	0.242	0.386	0.473	0.802	0.329
17870		0.312	0.075	0.183	0.104	0.227
17871	FLJ22174	0.455	-0.039	-0.169	-0.181	-0.009
17872	NFYB	-0.398	0	-0.418	-0.208	-0.062
17873		0.399	0.007	-0.239	-0.332	-0.066
17874		-0.212	0.024	-0.024	-0.032	-0.082
17875	KIAA1196	-0.149	-0.203	-0.362	-0.63	-0.243
17876	EPM2A	0.127	-0.113	-0.524	-0.641	-0.509
17877	FLJ35630	0.032	-0.08	-0.189	0.353	0.165
17878	SNX1	0.197	0.235	0.242	0.125	0.281
17879	PLA2G12	-0.083	-0.094	-0.332	-0.513	-0.069
17880	HSPC251	0.234	0.406	0.241	0.351	0.368
17881	ZNF37A	0.065	0.021	0.129	0.102	0.42
17882	MRVI1	0.025	0.151	0.101	-0.025	0.194
17883	MAN1	0.149	0.523	0.365	0.557	0.379
17884		-0.03	0.098	0.104	0.287	0.315
17885		0.455	-0.046	0.276	-0.09	0.286
17886	LOC113251	0.034	0.631	0.578	0.454	0.439
17887	JUB	-0.004	-0.195	-0.845	-0.809	-1.207
17888		0.352	0.245	-0.089	0.044	0.183
17889	MRPS18B	0.105	0.268	0.029	-0.172	-0.013
17890	RXRA	0.493	0.42	0.088	0.163	0.315
17891	KHDRBS3	-0.396	-0.314	-0.197	0.036	-0.074
17892	IRS1	0.469	0.194	0.323	0.268	0.222
17893	FAPP2	0.386	0.604	0.773	0.784	0.722
17894	LOC92691	0.328	0.552	1.066	0.783	0.6
17895	PRKACB	0.922	0.307	-0.879		0.541
17896	DKFZp547N157	0.497	0.331	0.609	0.477	0.438
17897		-0.086	2.298	0.857	3.027	0.613
17898		0.135	0.205	0.275	0.303	0.328
17899	PPEF1	0.286	0.177	0.271	0.28	0.289
17900		0.18	0.188	0.018	0.186	0.346
17901	NPHP4	0.33	0.103	0.081	-0.083	0.318
17902	TSC22	0.691	0.495	1.241	1.009	1.232
17903		0.023	-0.082	-0.325	0.24	0.042
17904		0.017	0.282	0.112	0.099	0.26
17905		0.043	0.037	0.158	0.188	0.235
17906		-0.037	-0.241	-0.168	0.224	-0.151
17907		0.314	-0.462	-1.154	-1.14	-0.707
17908		-0.124	-0.372	-0.005	0.063	0.09
17909	KIAA0795	0.307	0.648	0.888	0.507	0.616
17910		-0.531	-0.48	-0.277	-0.252	-0.068
17911	GABRA2	-0.773	-0.429	-0.172	-0.178	0.034
17912		0.368	1.667	-0.209	3.644	
17913	MGC10433	-0.946	-0.285	-0.444	0.059	-0.396
17914		-0.143	-0.226	-0.146	0.095	0.093
17915		-0.293	-0.219	0.153	0.197	0.264
17916		0.011	0.181	0.123	0.309	0.371
17917	MDS1	0.727	0.514	0.445	1.525	1.524
17918	ASTN	0.031	0.235	0.18	0.27	0.297
17919	HSU15552	0.194	1.054	1.097	0.907	0.604
17920	NTRK3	-0.263	0.652	0.154	3.352	2.494
17921	IFI35	0.537	-0.358	-0.238	-0.117	0.122
17922	DNM2	0.817	0.284	0.384	0.698	0.456
17923	SSI-3	0.731	0.167	0.626	0.151	0.131
17924	DPYSL4	0.242	-0.049	0.057	-0.067	0.003
17925	MRC2	-0.316	0.134	0.172	0.038	0
17926	RNH	0.184	-0.003	0.237	0.194	0.126
17927	ZNF212	0.363	0.277	-0.009	-0.02	-0.038
17928	STAT3	0.505	0.668	0.66	0.546	0.416
17929	NT5C2	0.234	0.144	-0.015	-0.381	-0.235
17930		0.279	1.307	1.184	0.923	0.51
17931		0.35	0.482	0.22	0.183	0.459
17932		0.352	0.226	0.16	0.175	0.427
17933		-0.428	-0.097	0.065	0.354	0.271
17934		0.13	0.164	0.017	-0.066	-0.014
17935	ZNF3	0.673	1.109	1.081	1.663	1.1
17936		0.342	0.343	0.081	0.079	0.477
17937	NRBP	0.727	0.56	0.627	0.727	0.495
17938		0.202	0.197	0.083	0.299	0.479
17939	FLJ10486	0.081	0.226	0.069	0.095	0.127
17940		0.01	0.335	0.333	0.127	0.143
17941	DNAH1	-0.141	-0.234	0.097	0.224	-0.168
17942	FCGR2B	0.024	0.248	0.066	0.376	0.53
17943	TMSB10	-0.189	0.029	0.1	0	-0.081
17944		0.138	0.393	0.389	0.63	0.442
17945	POLYDOM	0.019	-0.136	0.161	0.089	-0.041
17946	KIAA1376	0.298	0.349	0.953	1.401	0.898
17947		-0.202	-0.086	-0.074	0.005	0.264
17948	BHC80	0.665	0.389	0.159	0.879	0.683
17949	LBP-32	0.237	0.047	0.351	0.773	0.476
17950		-0.175	-0.555	-0.365	0.064	-0.345
17951	FLJ32642	-0.368	0.241	0.021	0.09	0.029
17952	FLJ21919	0.032	0.096	-0.204	0.343	0.123
17953		-0.676	-0.229	-0.661	-0.344	-0.428
17954	LHX2	0.264	0.208	0.001	0.343	0.158
17955		0.206	-0.073	-0.205	-0.014	0.102
17956	LOC51110	0.343	0.284	-0.57	0.142	0.058
17957		0.129	0.555	-0.076	0.627	0.6
17958		0.209	0.069	-0.014	0.209	0.105
17959		0.585	0.476	0.053	0.41	0.327
17960	MGC16207	0.85	0.396	0.549	0.838	0.692
17961	UCHL1	-0.294	-0.261	0.045	-0.133	0.029
17962		0.24	0.035	0.791	-0.033	-0.251
17963		-0.147	-0.376	0.023	-0.198	-0.135
17964	CABP5	0.315	0.218	0.061	0.252	0.237
17965		-2.168	-2.662	-2.057	-1.001	-1.726
17966		-0.989	-1.461	-1.282	-0.988	-1.194
17967	HFE	-0.11	-0.143	-0.079	-0.515	-0.221
17968	TGFA	-0.606	-1.12	-0.598	-0.304	-0.392
17969	LYN	-0.12	-0.755	-0.477	-0.253	-0.403
17970	GLUL	-0.059	-0.681	-0.492	-0.522	-0.24
17971	SCA7	-1.497	-1.673	-1.796	-1.071	-1.266
17972		-1.623	-1.696	-1.914	-1.288	-1.21
17973	ITGA3	0.197	-0.235	-0.409	0.016	-0.085
17974	MUC1	-0.462	-0.554	-0.803	-0.05	-0.328
17975	IGF1R	-0.078	-0.293	-0.172	-0.326	-0.323
17976	PCNA	0.381	-0.02	-0.129	-0.434	-1.019
17977		1.1	4.129	1.192	2.114	-4.17
17978		0.138	-0.072		2.958	
17979		3.755	0.89	2.724	1.975	3.115
17980		1.566	1.621	0.039	1.978	
17981		1.464	3.459	0.604		1.72
17982		-1	-0.445	-2.571	-0.333	0.661
17983			-0.302	-0.239	0.677	0.447
17984		-0.155	1.415	0.54	1.888	2.382
17985		-0.337	0.848	0.74	-0.401	-1.222
17986		1.49		-1.187	0.881	-0.407
17987		0.131	-0.957		0.296	-1.087
17988		0.212	-2.45		-2.135	-5.691
17989	EVX1	-0.124	0.08	0.071	0.111	0.161
17990	ENPP2	-0.33	-0.152	-0.303	0.272	-0.003
17991	MGC10870	0.316	0.378	0.119	0.02	0.014
17992	IRAK1	0.064	0.2	0.172	-0.203	-0.098
17993		0.243	0.355	0.467	0.268	0.435
17994	KEAP1	0.31	0.085	-0.034	0.01	0.093
17995		-0.226	0.197	0.029	0.021	0.205
17996		0.028	0.165	0.26	0.247	0.293
17997		-0.579	0.207	0.277	0.004	0.1
17998		0.11	-0.986	-0.166	-0.31	0.008
17999	NUCKS	0.242	0.508	0.19	0.011	-0.127
18000		-0.159	0.162	0.101	0.064	0.148
18001		0.2	0.529	0.493	0.384	0.251
18002		0.283	-0.267	0.791	0.568	0.429
18003		0.411	0.453	0.259	0.35	0.293
18004		-0.034	-0.235	0.542	1.005	0.864
18005	DLG4	0.458	0.209	0.178	0.19	0.246
18006		0.223	0.021	0.151	-0.233	0.043
18007		0.69	0.82	-0.343	-0.138	-0.19
18008		-0.233	-0.131	0.266	0.372	0.267
18009		0.136	0.601	0.489	0.77	0.518
18010		0.173	0.046	-0.195	-0.04	0.078
18011	H-plk	0.117	0.519	0.176	0.776	0.279
18012	LOC65243	0.137	0.719	0.304	0.398	0.229
18013		0.586	0.419	-0.266	0.473	0.417
18014	ZNF323	0.447	0.13	0.196	0.463	0.333
18015		-0.176	0.04	0.125	0.338	-0.024
18016		0.377	-0.057	0.117	0.08	0.221
18017		0.35	-0.139	0.171	-0.045	0.28
18018		0.053	0.007	-0.083	0.214	0.119
18019		-0.053	-0.195	0.033	-0.057	-0.197
18020		0.191	-0.229	0.115	-0.068	-0.068
18021		-0.519	-0.019	0.074	0.067	-0.009
18022		0.093	-0.303	0.006	0.088	0.036
18023		-0.254	0.014	-0.193	0.095	0.117
18024		0.511	-0.013	-0.012	-0.06	0.019
18025		0.313	0.234	0.056	0.263	0.121
18026	MGEA5	0.561	0.534	0.72	1.106	0.57
18027		0.205	-0.041	0.046	0.512	0.227
18028		0.208	0.437	0.35	0.689	0.395
18029		0.356	0.033	0.233	0.192	0.24
18030		-0.21	0.306	0.79	-0.224	0.218
18031	BTC	0.348	0.211	0.45	0.78	1.084
18032	AMN	0.058	0.323	0.262	0.706	0.542
18033		-0.047	0.075	0.137	0.031	0.042
18034	RASGRP4	-0.172	0.131	-0.183	0.34	0.289
18035		0.06	0.231	0.005	-0.13	0.287
18036		0.061	-0.107	-0.085	-0.102	0.036
18037	MGC33630	0.229	-0.041	0.001	-0.033	0.077
18038		0.11	-0.226	0.149	0.395	0.055
18039		0.485	1.31	0.25	2.074	0.752
18040		-0.801	-0.287	-0.103	-0.119	0.184
18041		-0.113	-0.379	-0.205	0.062	0.037
18042		0.028	0.172	0.207	-0.154	0.073
18043		-0.383	-0.63	-0.3	-0.531	-0.012
18044		0.198	-0.108	-0.079	-0.073	0.19
18045		-0.384	-0.11	-0.219	-0.163	0.082
18046		-0.393	-0.201	-0.233	0.068	0.061
18047		0.034	0.082	0.007	0.101	0.543
18048		-0.333	-0.086	0.17	0.104	-0.295
18049		0.193	1.692	1.333	1.283	1.022
18050	NAB1	0.227	0.504	0.338	0.597	0.124
18051	NAB1	-0.052	0.183	0.318	0.49	0.198
18052		-0.092	0.056	-0.007	0.017	-0.007
18053	PDE4DIP	0.681	0.672	-0.052	0.503	0.328
18054		-0.057	0.35	0.568	0.939	0.812
18055		0.318	0.064	-0.06	0.316	0.34
18056	FLJ10808	0.087	0.62	0.502	0.805	0.334
18057		0.07	-0.161	-0.086	-0.07	-0.245
18058		0.096	0.166	0.036	0.184	0.227
18059		0.046	-0.265	-0.116	0.265	0.421
18060	INPP5E	0.335	0.459	0.617	0.271	0.232
18061		-0.434	0.331	-0.042	-0.111	-0.057
18062		0.123	0.041	-0.192	-0.064	0.441
18063	RPL18A	0.361	0.245	0.05	0.015	-0.108
18064		0.271	-0.097	-0.602	-0.568	-0.012
18065		-0.278	-0.305	-0.02	-0.113	-0.345
18066		-0.538	0.216	-0.176	-0.114	0.015
18067		0.068	-0.017	0.185	-0.094	0.202
18068		0.352	0.174	-0.086	-0.264	0.115
18069		-0.342	-0.26	-0.153	-0.146	-0.154
18070		0.079	0.144	0.083	0.08	0.355
18071		0.162	-0.03	-0.185	-0.045	0.216
18072		-0.321	-0.057	-0.074	0.254	0.004
18073		-0.368	-0.064	-0.391	0.027	-0.01
18074	MGC3036	0.446	0.289	0.49	0.556	0.792
18075		-0.055	-0.117	-0.19	-0.246	-0.064
18076	MGC3036	0.605	0.362	0.437	0.562	0.836
18077	FAM3D	-0.411	-0.074	0.283	-0.171	0.187
18078	FLJ32334	-0.254	-0.117	0.054	-0.07	0.196
18079		-0.137	-0.1	0.017	0.345	0.3
18080		0.418	-0.096	-0.126	0.531	0.332
18081		0.36	0.464	0.041	0.192	0.426
18082	CCM1	0.125	0.542	0.251	0.041	-0.323
18083		0.329	0.714	0.938	1.144	0.513
18084		-0.028	-0.119	0.085	-0.063	0.169
18085		-0.058	0.223	0.184	0.077	0.011
18086		0.026	-0.209	0.105	0.252	0.16
18087	SH3BP1	0.184	0.662	0.323	0.475	0.33
18088		-0.103	-0.18	-0.123	0.003	0.131
18089	MX1	0.547	0.872	0.71	0.772	0.426
18090	SOX17	0.248	0.027	0.326	0.258	0.153
18091	ABCA5	-0.221	-0.135	0.794	0.738	0.447
18092		0.153	0	0.374	0.136	-0.015
18093		0.309	0.333	0.073	0.447	0.361
18094	PSMC4	0.251	0.214	0.385	0.329	0.495
18095		0.004	0.049	-0.2	-0.103	-0.232
18096		0.806	0.318	0.252	0.352	0.641
18097	FLJ40452	0.734	0.623	0.602	0.302	0.372
18098		0.36	0.224	0.06	-0.06	0.214
18099	MAT2B	-0.096	0.339	0.431	1.393	-0.123
18100		-0.158	-0.035	0.077	-0.093	0.039
18101		0.046	0.329	0.401	0.052	0.132
18102	VIM	-0.054	-0.146	0.228	0.449	0.077
18103		-0.205	-0.807	-0.34	1.72	-1
18104		0.126	0.148	-0.208	-0.128	0.079
18105		0.034	0.065	0.25	0.407	0.365
18106		0.057	0.471	0.285	0.259	0.283
18107		0.01	0.127	0.233	0.155	-0.1
18108		-0.274	-0.097	-0.242	0.239	-0.203
18109		0.369	0.308	0.39	0.569	0.514
18110		0.091	0.014	0.153	-0.038	0.313
18111	ID2B	0.667	0.494	-1.114	-0.377	-0.733
18112	SFTPA1	0.251	0.15	0.104	0.122	0.158
18113		0.485	0.191	0.397	0.165	0.38
18114		0.089	0.169	-0.094	-0.033	0.377
18115		0.301	0.287	0.159	0.391	0.311
18116		0.16	0.41	0.22	0.445	0.381
18117		-0.193	0.323	0.133	0.04	-0.247
18118		0.028	0.209	-0.041	0.172	0.25
18119	CEPT1	0.032	0.179	0.342	0.328	-0.023
18120	SWAP70	-0.329	-0.101	0.467	0.732	0.163
18121		0.054	-0.021	0.777	1.488	0.348
18122		0.706	1.392	-0.222	2.124	1.228
18123		1.489	-0.936	0.907	2.663	2.713
18124		0.502	0.663	1.123	0.537	-0.055
18125		1.145	1.117	0.753		1.209
18126		0.318	0.821	0.888	4.107	0.197
18127		0.744	0.639	0.554	2.903	0.472
18128		-0.326	0.971	2.924	2.252	1.138
18129		0.134	0.499	0.757	3.73	0.051
18130		2.17	0.533	-0.064	0.521	1.585
18131		-0.437	0.444	0.175	-1.216	-0.538
18132		2.283	0.668	4.676		1.773
18133		-0.547	0.506			-1.309
18134						-0.515
18135			0.06	3.876	-2.396	
18136		1.415		-0.381	1.422	
18137				1.654	1.1	1.678
18138		0.485	-2.202	2.514		
18139		-0.082	0.585	2.166		-1.459
18140						3.459
18141		1.222			0.837	
18142		0.752			-2.782	-0.893
18143		1.492		-4.323	1.332	1.198
18144		1.737	0			1.826
18145	TSC2	0.992	-0.006	-0.023	-0.008	-0.293
18146	LOC158427	0.502	-0.144	-0.318	0.153	0.025
18147	ROS1	1.496	-0.553	-0.363	-0.425	-0.223
18148	TRPC1	0.172	0.188	0.455	0.687	0.405
18149	TGFB2	0.217	-0.255	-0.052	-0.113	0.081
18150	TFAP4	0.214	0.194	-0.19	-0.449	-0.085
18151	ET	-0.04	0.296	0.247	-0.039	-0.454
18152	SAT	0.501	0.586	1.414	1.723	1.648
18153	SRI	0.046	0.013	-0.075	-0.056	-0.153
18154	SLC9A1	-0.031	-0.099	0.06	0.208	0.239
18155	SLC2A5	-0.093	0.055	-0.099	-0.382	-0.394
18156	SLC19A1	0.157	0.067	-0.097	-0.01	-0.104
18157	NID2	1.169	-0.684	-0.455	-0.617	-0.595
18158	NAP1L4	0.37	1.036	0.929	1.393	0.148
18159	SNW1	-0.106	0.217	0.097	0.207	-0.07
18160	HMGN2	0.285	0.721	0.561	0.378	-0.326
18161	NPTX1	-0.486	-0.525	-0.456	-0.415	-0.496
18162	MYD88	0.143	0.384	0.512	0.539	0.183
18163	HNMT	-0.063		0.002	0.157	-0.04
18164	HDGF	-0.176	0.074	0.035	-0.129	-0.28
18165	AP3M2	-0.054	-0.585	-0.201	-0.321	-0.376
18166	CD48	-0.312	-0.737	0.046	0.185	0.01
18167	UGTREL1	0.077	-0.842	0.167	0.16	0.072
18168	RANBP2	-0.009	0.108	0.34	0.864	0.276
18169	MGC10433	-0.635	-0.525	-0.403	-0.561	-0.251
18170	DAZ	-0.964	-0.852	-1.399	0.338	0.132
18171	MTMR6	-0.192	0.306	0.004	0.339	0.084
18172	SEMA5A	-0.123	0.036	-0.125	-0.575	-0.441
18173	CDC6	0.148	0.61	0.578	-0.145	-0.665
18174	CREBBP	0.09	0.059	0	0.063	-0.324
18175	DLG4	0.185	0.209	-0.153	0.008	-0.058
18176	PMVK	0.148	-0.03	-0.136	-0.315	-0.546
18177	PPP2R5A	-0.008	0.305	-0.147	-0.178	-0.409
18178	PHYH	0.034	-0.169	-0.298	-0.363	-0.394
18179	SC65	0.062	-0.09	-0.386	-0.385	-0.039
18180	CHL1	-0.061	-0.385	-0.155	-0.026	-0.115
18181	ERCC5	0.357	0.162	-0.326	-0.09	-0.341
18182	COX10	-0.015	0.003	-0.339	-0.297	-0.481
18183	KIAA1795	0.057	0.047	0.176	0.284	0.188
18184	CYP2C9	-0.288	-0.562	-0.351	-0.182	-0.643
18185	CYP2A6	-0.226	-0.281	0.203	0.242	0.359
18186	CARS	-0.207	-0.567	-0.299	0.193	-0.423
18187	CRTL1	0.137	0.272	-0.086	0.058	0.035
18188	CA2	0.217	-0.018	0.2	0.568	0.022
18189	CAPN2	0.297	0.517	0.746	0.769	0.581
18190	HINT1	-0.011	0.028	0.01	0.122	-0.123
18191	PPP3CC	-0.002		0.33	0.516	0.005
18192	CYP2E1	-1.353	-0.064	-1.175	0.271	-0.539
18193	MYH9	-0.204	-0.203	0.712	1.022	0.637
18194	MNDA	-0.436	-0.406	-0.543	-0.122	-0.475
18195	BMI1	0.865	-0.831	2.427	2.956	1.698
18196	MUC1	0.437	0.057	0.94	1.034	1.316
18197	MCP	0.331	0.271	-0.049	0.062	0.095
18198	MRC1	-0.269	-0.237	-0.182	-0.211	-0.203
18199	JUP	0.134	0.027	0.685	0.873	0.629
18200	MAP2K4	-0.048	0.179	0.384	0.322	0.063
18201	SLC25A6	0.037	-0.349	-0.253	-0.342	-0.683
18202	IL15RA	0.157	-0.03	-0.174	-0.048	-0.066
18203	G1P3	0.34	-0.324	-0.454	-0.314	-0.159
18204	ITGAE	-0.178	0.21	-0.182	-0.231	-0.319
18205	FLJ10871	0.232	0.16	-0.298	-0.208	-0.066
18206	BC008967	0.35	-0.285	-0.346	-0.163	-0.424
18207	PTK2B	0.093	0.188	0.396	0.677	0.174
18208	KIAA0220	-0.234	-0.408	-0.363	-0.566	-0.261
18209	GDF10	0.06	-0.186	-0.142	0.02	-0.177
18210	SGCB	0.154	0.047	0.022	0.366	0.222
18211	C6orf9	0.155	0.12	-0.106	-0.373	-0.489
18212	NDUFA5	0.095	0.241	0.075	0.072	-0.013
18213	CASP7	0.144	0.106	0.047	0.046	-0.087
18214	RTN3	0.081	0.323	0.147	0.152	-0.014
18215	MAC30	-0.152	-0.097	-0.584	-0.761	-0.456
18216	LLGL1	0.143	0.089	0.045	0.285	-0.175
18217	C2	-0.107	-0.108	-0.175	-0.113	-0.439
18218	C7	-0.112	-0.337	-0.423	-0.573	-0.419
18219	C1S	0.011	-0.143	0.046	-0.394	-0.34
18220	CSF2RB	0.113	-0.272	-0.162	-0.273	-0.315
18221	COL6A2	0.054	0.323	-0.078	-0.767	-0.764
18222	COL1A2	0.499	2.322	-0.077	-0.198	-0.264
18223	MCAM	-0.033	-0.546	-0.064	-0.213	-0.142
18224	CKS2	0.179	0.231	-0.024	-0.268	-0.314
18225	CD81	0.115	-0.096	-0.016	-0.029	-0.033
18226	CD69	-0.037	-0.016	0.016	-0.005	0.026
18227	CD58	0.085	0.104	0.298	0.688	0.533
18228	CD44	0.06	0.336	0.504	0.942	0.572
18229	C1orf29	0.816	-0.158	-0.154	-0.017	-0.222
18230	GW128	0.182	0.513	0.366	0.326	0.164
18231		0.136	0.038	-0.147	0.07	-0.033
18232	BLOV1	-0.12	0.131	-0.158	-0.225	-0.348
18233		0.101	-0.065	-0.029	-0.03	-0.018
18234	TCEA3	-0.064	-0.152	-0.26	-0.239	-0.159
18235	MEG3	-0.118	-0.289	-0.215	-0.265	-0.265
18236	24432	-0.182	0.086	0.153	-0.142	-0.358
18237	IL18BP	0.129	0.105	-0.159	-0.038	-0.123
18238	RANBP2	-0.014	-0.051	-0.028	-0.038	-0.172
18239		-0.03	-0.116	-0.078	-0.113	-0.119
18240	STRBP	0.13	0.515	0.261	0.268	0.254
18241		-0.212	-0.365	-0.133	-0.068	-0.275
18242	GPM6B	0.131	-0.007	0.254	0.507	0.079
18243	IRX3	-0.237	-0.119	-0.183	-0.095	-0.158
18244	MGC14327	-0.261	0.067	-0.37	-0.254	-0.321
18245	LOC129285	0.075	0.084	-0.094	0.179	0.19
18246	C20orf30	0.31	0.245	0.056	-0.054	-0.032
18247	OFD1	0.006	-0.049	0.186	0.258	-0.008
18248	EGLN1	-0.162	-0.348	0.209	0.106	-0.183
18249		-0.09	1	-0.221	-0.306	-0.216
18250		-0.186	0.392	0.085	-0.008	-0.187
18251	FLJ12443	0.434	-0.788	0.019	-0.7	-0.414
18252	LOC51141	0.166	0.268	0.126	0.303	0.122
18253		-0.054	-0.009	0.261	0.38	0.188
18254	C20orf14	0.407	0.776	0.616	1.031	0.196
18255		-0.41	-0.212	-0.101	-0.11	-0.258
18256	MTX1	-0.366	0.09	-0.149	-0.322	-0.455
18257	PRKCZ	0.25	-0.181	-0.044	-0.099	-0.24
18258		0.546	-0.319	-0.381	-0.393	-0.258
18259		0.719	-0.197	-0.48	-0.457	-0.667
18260	KIAA0232	0.442	-0.092	-0.063	-0.126	0.08
18261		0.684	-0.224	-0.344	-0.371	-0.454
18262		-0.002	-0.34	-0.272	-0.352	-0.43
18263	FLJ11752	0.077	0.339	0.308	0.604	0.069
18264	GOLPH3	0.141	0.292	0.264	0.355	0.013
18265		0.347	-0.292	-0.307	-0.511	-0.208
18266		-0.021	-0.066	-0.165	-0.103	-0.189
18267		-0.27	-0.552	-0.586	-0.22	-0.556
18268		-0.359	-0.585	-0.327	-0.479	-0.472
18269		-0.061	-0.129	-0.297	-0.151	-0.281
18270		0.021	-0.169	-0.312	-0.057	-0.099
18271		0.246	0.519	0.217	0.244	-0.026
18272		0.182	-0.123	0.33	0.387	0.223
18273		-0.319	-0.861	-0.51	-0.468	-0.959
